transaction_date,address,cnt,total_transferred,direction,total_transferred_in_tokens,net_transferred,net_transferred_in_tokens
2024-06-03,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,1,795505620229971,in,0.795505620229971,-8466281366500700465,9980.462707208851
2024-06-03,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,1,795505620229971,in,0.795505620229971,-8465485860880470494,9981.25821282908
2024-06-03,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,385,306136805971075579,in,306.1368059710756,-8159349054909394915,10287.395018800156
2024-06-03,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,1,795505620229971,in,0.795505620229971,-8158553549289164944,10288.190524420386
2024-06-03,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,1,795505620229971,in,0.795505620229971,-8157758043668934973,10288.986030040616
2024-06-03,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,374,297404782448657050,in,297.40478244865704,-7860353261220277923,10586.390812489271
2024-06-03,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,1,795505620229971,in,0.795505620229971,-7859557755600047952,10587.186318109503
2024-06-03,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,1,795505620229971,in,0.795505620229971,-7858762249979817981,10587.981823729731
2024-06-04,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,1,792415903544779,in,0.792415903544779,-7857969834076273202,10588.774239633278
2024-06-04,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,350,277024394267928616,in,277.0243942679286,-7580945439808344586,10865.798633901206
2024-06-04,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,1,792415903544779,in,0.792415903544779,-7580153023904799807,10866.591049804752
2024-06-04,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,382,302381703181361544,in,302.38170318136156,-7277771320723438263,11168.972752986114
2024-06-04,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,1,785433904137300,in,0.7854339041373,-7276985886819300963,11169.75818689025
2024-06-04,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,1,792415903544779,in,0.792415903544779,-7276193470915756184,11170.550602793795
2024-06-04,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,374,295965573959521043,in,295.965573959521,-6980227896956235141,11466.516176753315
2024-06-04,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,356,281723033693937458,in,281.72303369393745,-6698504863262297683,11748.239210447253
2024-06-04,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,1,785433904137300,in,0.7854339041373,-6697719429358160383,11749.024644351392
2024-06-04,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,581,460093413984995002,in,460.093413984995,-6237626015373165381,12209.118058336386
2024-06-04,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,2,1584831807089558,in,1.584831807089558,-6236041183566075823,12210.702890143477
2024-06-04,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,1,785433904137300,in,0.7854339041373,-6235255749661938523,12211.488324047612
2024-06-04,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,1,792415903544779,in,0.792415903544779,-6234463333758393744,12212.280739951158
2024-06-04,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,1,792415903544779,in,0.792415903544779,-6233670917854848965,12213.073155854703
2024-06-04,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,376,297599279762462954,in,297.59927976246297,-5936071638092386011,12510.672435617164
2024-06-04,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,1,792415903544779,in,0.792415903544779,-5935279222188841232,12511.46485152071
2024-06-04,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,378,299093345577255285,in,299.0933455772553,-5636185876611585947,12810.558197097966
2024-06-04,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,1,785433904137300,in,0.7854339041373,-5635400442707448647,12811.343631002102
2024-06-04,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,379,299927653477244938,in,299.9276534772449,-5335472789230203709,13111.271284479348
2024-06-04,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,1,792415903544779,in,0.792415903544779,-5334680373326658930,13112.063700382892
2024-06-04,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,379,299948599475467375,in,299.9485994754674,-5034731773851191555,13412.01229985836
2024-06-04,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,397,314205103739865918,in,314.20510373986593,-4720526670111325637,13726.217403598226
2024-06-04,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,3,2844518283325641,in,2.844518283325641,-4717682151827999996,13729.061921881552
2024-06-04,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,370,292893658337046633,in,292.89365833704665,-4424788493490953363,14021.9555802186
2024-06-05,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,1,785433904137300,in,0.7854339041373,-4424003059586816063,14022.741014122736
2024-06-05,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,1,785433904137300,in,0.7854339041373,-4423217625682678763,14023.526448026872
2024-06-05,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,399,313114375875734620,in,313.1143758757346,-4110103249806944143,14336.640823902608
2024-06-05,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,494,387767447982726900,in,387.76744798272694,-3722335801824217243,14724.408271885331
2024-06-05,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,1,785433904137300,in,0.7854339041373,-3721550367920079943,14725.193705789472
2024-06-05,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,1,785433904137300,in,0.7854339041373,-3720764934015942643,14725.979139693609
2024-06-05,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,1,785433904137300,in,0.7854339041373,-3719979500111805343,14726.764573597746
2024-06-05,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,1,785433904137300,in,0.7854339041373,-3719194066207668043,14727.550007501884
2024-06-05,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,1,780169445001760,in,0.78016944500176,-3718413896762666283,14728.330176946884
2024-06-05,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,393,308385979073504200,in,308.3859790735042,-3410027917689162083,15036.71615602039
2024-06-05,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,410,321680446393347360,in,321.6804463933473,-3088347471295814723,15358.396602413735
2024-06-05,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,1,780169445001760,in,0.78016944500176,-3087567301850812963,15359.176771858738
2024-06-05,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,423,331896351606267800,in,331.8963516062678,-2755670950244545163,15691.073123465008
2024-06-05,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,393,308343863400419880,in,308.3438634004199,-2447327086844125283,15999.416986865426
2024-06-05,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,387,303647053353002700,in,303.64705335300266,-2143680033491122583,16303.064040218427
2024-06-05,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,418,327979711003852380,in,327.97971100385234,-1815700322487270203,16631.04375122228
2024-06-05,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,432,339002107957452280,in,339.00210795745227,-1476698214529817923,16970.045859179732
2024-06-05,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,1,785433904137300,in,0.7854339041373,-1475912780625680623,16970.83129308387
2024-06-05,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,417,327136368049224140,in,327.13636804922413,-1148776412576456483,17297.967661133094
2024-06-05,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,408,320162223176428160,in,320.16222317642814,-828614189400028323,17618.129884309525
2024-06-06,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,361,281763802785972892,in,281.76380278597287,-546850386614055431,17899.893687095497
2024-06-06,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,1,782956561827613,in,0.782956561827613,-546067430052227818,17900.676643657323
2024-06-06,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,343,267706817191811947,in,267.7068171918119,-278360612860415871,18168.383460849134
2024-06-06,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,1,1560338890003520,in,1.56033889000352,-276800273970412351,18169.94379973914
2024-06-06,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,1,780169445001760,in,0.78016944500176,-276020104525410591,18170.723969184142
2024-06-06,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,352,274719980846350228,in,274.71998084635027,-1300123679060363,18445.44395003049
2024-06-06,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,336,262248418193625480,in,262.24841819362547,260948294514565117,18707.69236822412
2024-06-06,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,326,254438362393130321,in,254.43836239313035,515386656907695438,18962.13073061725
2024-06-06,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,356,277890826729222622,in,277.8908267292226,793277483636918060,19240.02155734647
2024-06-06,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,363,283290696274066176,in,283.2906962740662,1076568179910984236,19523.312253620537
2024-06-06,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,2,1560338890003520,in,1.56033889000352,1078128518800987756,19524.87259251054
2024-06-06,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,1,780169445001760,in,0.78016944500176,1078908688245989516,19525.65276195554
2024-06-06,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,1,780169445001760,in,0.78016944500176,1079688857690991276,19526.43293140054
2024-06-06,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,338,263803182849977294,in,263.8031828499773,1343492040540968570,19790.23611425052
2024-06-06,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,351,273956534102303586,in,273.9565341023036,1617448574643272156,20064.192648352822
2024-06-06,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,334,260702014887751225,in,260.7020148877512,1878150589531023381,20324.894663240575
2024-06-06,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,347,270827494971818987,in,270.82749497181896,2148978084502842368,20595.722158212393
2024-06-06,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,2,1560338890003520,in,1.56033889000352,2150538423392845888,20597.2824971024
2024-06-07,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,1,782956561827613,in,0.782956561827613,2151321379954673501,20598.065453664225
2024-06-07,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,1,782956561827613,in,0.782956561827613,2152104336516501114,20598.84841022605
2024-06-07,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,375,295287757220122971,in,295.28775722012296,2447392093736624085,20894.136167446177
2024-06-07,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,1,782956561827613,in,0.782956561827613,2448175050298451698,20894.919124008004
2024-06-07,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,1,782956561827613,in,0.782956561827613,2448958006860279311,20895.70208056983
2024-06-07,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,1,782956561827613,in,0.782956561827613,2449740963422106924,20896.485037131657
2024-06-07,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,1,782956561827613,in,0.782956561827613,2450523919983934537,20897.267993693487
2024-06-07,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,332,261103995358530044,in,261.10399535853,2711627915342464581,21158.371989052015
2024-06-07,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,1,782956561827613,in,0.782956561827613,2712410871904292194,21159.15494561384
2024-06-07,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,383,301131648081051851,in,301.1316480810518,3013542519985344045,21460.286593694895
2024-06-07,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,1,782956561827613,in,0.782956561827613,3014325476547171658,21461.06955025672
2024-06-07,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,375,294900284942868795,in,294.9002849428688,3309225761490040453,21755.96983519959
2024-06-07,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,1,782956561827613,in,0.782956561827613,3310008718051868066,21756.75279176142
2024-06-07,0x00000000fc04c910a0b5fea33b03e0447ad0b0aa,346,272388280788495106,in,272.3882807884951,3582396998840363172,22029.141072549915
