slug,month,maus
lido,2023-04-01 00:00:00.000000 UTC,9891
uniswap,2022-02-01 00:00:00.000000 UTC,9461
umamidao,2023-12-01 00:00:00.000000 UTC,3258
pendle-finance,2023-05-01 00:00:00.000000 UTC,351
beefy-finance,2021-12-01 00:00:00.000000 UTC,125
timeswap-labs,2023-04-01 00:00:00.000000 UTC,2036
lifinance,2023-07-01 00:00:00.000000 UTC,21178
mean-finance,2023-02-01 00:00:00.000000 UTC,3482
traderjoe-xyz,2023-08-01 00:00:00.000000 UTC,43760
biconomy,2022-08-01 00:00:00.000000 UTC,1853
cowri,2022-10-01 00:00:00.000000 UTC,5909
gmx-io,2021-09-01 00:00:00.000000 UTC,5941
chronosex,2023-12-01 00:00:00.000000 UTC,1076
plutusdao,2023-12-01 00:00:00.000000 UTC,3531
third-web,2023-08-01 00:00:00.000000 UTC,429
holograph,2023-10-01 00:00:00.000000 UTC,21550
maker-dao,2022-12-01 00:00:00.000000 UTC,26317
zeroex,2022-09-01 00:00:00.000000 UTC,2474
slingshot,2022-07-01 00:00:00.000000 UTC,15962
zigzagexchange,2023-02-01 00:00:00.000000 UTC,2216
zigzagexchange,2023-03-01 00:00:00.000000 UTC,2748
wormhole,2023-11-01 00:00:00.000000 UTC,2915
guildxyz,2023-06-01 00:00:00.000000 UTC,7043
celer,2023-11-01 00:00:00.000000 UTC,1172
plutusdao,2022-07-01 00:00:00.000000 UTC,906
camelotlabs,2023-08-01 00:00:00.000000 UTC,12426
revert-finance,2023-03-01 00:00:00.000000 UTC,522
thales,2023-06-01 00:00:00.000000 UTC,529
curve,2022-09-01 00:00:00.000000 UTC,3632
biconomy,2022-10-01 00:00:00.000000 UTC,1617
mux-world,2023-11-01 00:00:00.000000 UTC,4239
mux-world,2023-10-01 00:00:00.000000 UTC,1896
safe-global,2024-01-01 00:00:00.000000 UTC,969
safe-global,2022-06-01 00:00:00.000000 UTC,3850
kyber-swap,2023-01-01 00:00:00.000000 UTC,4683
aave,2022-05-01 00:00:00.000000 UTC,11776
arbitrumexchange,2023-11-01 00:00:00.000000 UTC,186
zerion,2023-04-01 00:00:00.000000 UTC,11742
paraswap,2022-10-01 00:00:00.000000 UTC,2752
zeroex,2023-01-01 00:00:00.000000 UTC,8693
across,2023-08-01 00:00:00.000000 UTC,5825
shipyard-software,2023-05-01 00:00:00.000000 UTC,788
slingshot,2022-04-01 00:00:00.000000 UTC,5084
lodestarfinance,2023-12-01 00:00:00.000000 UTC,3309
elk-finance,2023-04-01 00:00:00.000000 UTC,608
wormhole,2023-10-01 00:00:00.000000 UTC,951
plutusdao,2023-09-01 00:00:00.000000 UTC,3139
guildxyz,2023-07-01 00:00:00.000000 UTC,8439
hop-protocol,2021-10-01 00:00:00.000000 UTC,4882
1-inch,2022-11-01 00:00:00.000000 UTC,15559
omni-swap,2023-10-01 00:00:00.000000 UTC,5340
sperax,2022-08-01 00:00:00.000000 UTC,1235
savvy-finance,2024-01-01 00:00:00.000000 UTC,2379
revert-finance,2022-10-01 00:00:00.000000 UTC,84
warden-swap,2022-07-01 00:00:00.000000 UTC,1122
warden-swap,2022-10-01 00:00:00.000000 UTC,3435
curve,2022-10-01 00:00:00.000000 UTC,3984
curve,2023-08-01 00:00:00.000000 UTC,1930
silo-finance,2023-04-01 00:00:00.000000 UTC,4131
vesta-protocol,2023-05-01 00:00:00.000000 UTC,2234
mummy-finance,2023-12-01 00:00:00.000000 UTC,407
ramsesexchange,2023-09-01 00:00:00.000000 UTC,1220
cowri,2022-09-01 00:00:00.000000 UTC,10339
chronosex,2024-01-01 00:00:00.000000 UTC,843
shipyard-software,2023-01-01 00:00:00.000000 UTC,1463
vendorfinance,2023-04-01 00:00:00.000000 UTC,20
rodeofi,2023-09-01 00:00:00.000000 UTC,326
yieldprotocol,2024-01-01 00:00:00.000000 UTC,323
omni-swap,2023-11-01 00:00:00.000000 UTC,2555
mindgames-io,2023-03-01 00:00:00.000000 UTC,2831
dodoex,2023-02-01 00:00:00.000000 UTC,3437
cowri,2022-06-01 00:00:00.000000 UTC,3946
hop-protocol,2023-09-01 00:00:00.000000 UTC,1931
mux-world,2023-01-01 00:00:00.000000 UTC,3310
mean-finance,2023-04-01 00:00:00.000000 UTC,473
transit-finance,2023-03-01 00:00:00.000000 UTC,1814
beethoven-x,2021-11-01 00:00:00.000000 UTC,2331
beethoven-x,2022-06-01 00:00:00.000000 UTC,5679
arbswap-official,2023-09-01 00:00:00.000000 UTC,836
maker-dao,2022-01-01 00:00:00.000000 UTC,2124
umbra,2023-08-01 00:00:00.000000 UTC,2085
jones-dao,2022-05-01 00:00:00.000000 UTC,1343
fraxfinance,2023-07-01 00:00:00.000000 UTC,5650
bond-protocol,2023-07-01 00:00:00.000000 UTC,114
livepeer,2023-10-01 00:00:00.000000 UTC,941
revert-finance,2023-10-01 00:00:00.000000 UTC,158
sperax,2023-01-01 00:00:00.000000 UTC,5553
velaexchange,2023-09-01 00:00:00.000000 UTC,3512
olive-finance,2023-04-01 00:00:00.000000 UTC,453
vertex-protocol,2023-09-01 00:00:00.000000 UTC,1121
socket,2022-07-01 00:00:00.000000 UTC,1492
cowri,2023-08-01 00:00:00.000000 UTC,2004
curve,2023-09-01 00:00:00.000000 UTC,1329
synapse,2023-11-01 00:00:00.000000 UTC,1590
orbiter-finance,2023-04-01 00:00:00.000000 UTC,1570
across,2023-07-01 00:00:00.000000 UTC,3215
equilibria-xyz,2023-10-01 00:00:00.000000 UTC,2897
treasureproject,2021-10-01 00:00:00.000000 UTC,1007
debridge-finance,2023-05-01 00:00:00.000000 UTC,458
rodeofi,2023-07-01 00:00:00.000000 UTC,2235
dopex-io,2021-12-01 00:00:00.000000 UTC,1898
celer,2022-08-01 00:00:00.000000 UTC,1166
yieldprotocol,2023-02-01 00:00:00.000000 UTC,6604
curve,2021-12-01 00:00:00.000000 UTC,1540
ragetrade,2022-10-01 00:00:00.000000 UTC,8070
curve,2022-03-01 00:00:00.000000 UTC,1771
solv-finance,2023-08-01 00:00:00.000000 UTC,148
biconomy,2022-12-01 00:00:00.000000 UTC,3331
silo-finance,2023-10-01 00:00:00.000000 UTC,865
woonetwork,2022-11-01 00:00:00.000000 UTC,432
transit-finance,2023-11-01 00:00:00.000000 UTC,2264
winrprotocol,2023-04-01 00:00:00.000000 UTC,2787
rainbow,2023-08-01 00:00:00.000000 UTC,250
fraxfinance,2022-03-01 00:00:00.000000 UTC,568
compound-finance,2024-01-01 00:00:00.000000 UTC,1011
curve,2022-05-01 00:00:00.000000 UTC,4036
slingshot,2021-12-01 00:00:00.000000 UTC,1977
tracer-protocol,2023-06-01 00:00:00.000000 UTC,17
celer,2023-06-01 00:00:00.000000 UTC,2812
pendle-finance,2023-04-01 00:00:00.000000 UTC,309
vesta-protocol,2023-07-01 00:00:00.000000 UTC,1921
synapse,2021-12-01 00:00:00.000000 UTC,1067
fuji-finance,2022-09-01 00:00:00.000000 UTC,1556
cowri,2023-11-01 00:00:00.000000 UTC,1717
wombat-exchange,2023-07-01 00:00:00.000000 UTC,905
sperax,2022-01-01 00:00:00.000000 UTC,328
across,2021-11-01 00:00:00.000000 UTC,1580
elk-finance,2023-07-01 00:00:00.000000 UTC,288
fraxfinance,2022-11-01 00:00:00.000000 UTC,1596
dodoex,2023-01-01 00:00:00.000000 UTC,1735
dexfinance-com,2023-11-01 00:00:00.000000 UTC,205
curve,2022-07-01 00:00:00.000000 UTC,6606
dexfinance-com,2023-06-01 00:00:00.000000 UTC,370
compound-finance,2023-11-01 00:00:00.000000 UTC,1070
plutusdao,2022-10-01 00:00:00.000000 UTC,2699
paraswap,2022-07-01 00:00:00.000000 UTC,677
uxuycom,2023-07-01 00:00:00.000000 UTC,1626
woonetwork,2023-02-01 00:00:00.000000 UTC,1693
olive-finance,2023-10-01 00:00:00.000000 UTC,184
aura,2023-11-01 00:00:00.000000 UTC,662
overnight,2023-06-01 00:00:00.000000 UTC,924
premiafinance,2023-03-01 00:00:00.000000 UTC,193
wormhole,2023-06-01 00:00:00.000000 UTC,1263
aura,2023-09-01 00:00:00.000000 UTC,970
fraxfinance,2023-02-01 00:00:00.000000 UTC,1334
qidao-mai-finance,2023-12-01 00:00:00.000000 UTC,155
tornadocash,2023-02-01 00:00:00.000000 UTC,360
arb-id,2023-12-01 00:00:00.000000 UTC,486
cowri,2023-12-01 00:00:00.000000 UTC,2467
1-inch,2022-07-01 00:00:00.000000 UTC,152
vertex-protocol,2023-07-01 00:00:00.000000 UTC,2437
abracadabra,2022-05-01 00:00:00.000000 UTC,375
umbra,2023-11-01 00:00:00.000000 UTC,3278
umamidao,2023-06-01 00:00:00.000000 UTC,1150
yieldprotocol,2023-08-01 00:00:00.000000 UTC,682
rodeofi,2023-05-01 00:00:00.000000 UTC,294
transit-finance,2023-09-01 00:00:00.000000 UTC,1562
axelar,2023-03-01 00:00:00.000000 UTC,1718
wombat-exchange,2023-06-01 00:00:00.000000 UTC,669
rainbow,2023-09-01 00:00:00.000000 UTC,263
xy-finance,2023-06-01 00:00:00.000000 UTC,1643
curve,2023-05-01 00:00:00.000000 UTC,1892
curve,2023-06-01 00:00:00.000000 UTC,1903
connext,2022-01-01 00:00:00.000000 UTC,651
sablier,2022-03-01 00:00:00.000000 UTC,105
arb-id,2022-11-01 00:00:00.000000 UTC,1409
fraxfinance,2022-08-01 00:00:00.000000 UTC,571
hop-protocol,2022-03-01 00:00:00.000000 UTC,2124
beamer-bridge,2023-03-01 00:00:00.000000 UTC,1561
compound-finance,2023-09-01 00:00:00.000000 UTC,673
saddle-finance,2022-05-01 00:00:00.000000 UTC,262
guildxyz,2023-09-01 00:00:00.000000 UTC,534
umbra,2022-06-01 00:00:00.000000 UTC,1815
fraxfinance,2022-12-01 00:00:00.000000 UTC,1546
sperax,2022-05-01 00:00:00.000000 UTC,511
qidao-mai-finance,2023-03-01 00:00:00.000000 UTC,904
rysk-finance,2023-08-01 00:00:00.000000 UTC,341
omni-swap,2022-10-01 00:00:00.000000 UTC,326
vertex-protocol,2023-05-01 00:00:00.000000 UTC,973
hashflow,2022-10-01 00:00:00.000000 UTC,1166
fuji-finance,2023-02-01 00:00:00.000000 UTC,1454
wormhole,2023-02-01 00:00:00.000000 UTC,460
premiafinance,2023-08-01 00:00:00.000000 UTC,168
aperture-finance,2024-01-01 00:00:00.000000 UTC,357
unsheth,2024-01-01 00:00:00.000000 UTC,402
vendorfinance,2022-11-01 00:00:00.000000 UTC,73
apex-protocol,2022-11-01 00:00:00.000000 UTC,722
savvy-finance,2023-08-01 00:00:00.000000 UTC,496
angle-protocol,2022-10-01 00:00:00.000000 UTC,533
thales,2023-01-01 00:00:00.000000 UTC,48
sperax,2023-09-01 00:00:00.000000 UTC,949
timeswap-labs,2023-06-01 00:00:00.000000 UTC,318
wombat-exchange,2023-10-01 00:00:00.000000 UTC,425
connext,2022-03-01 00:00:00.000000 UTC,743
rango-exchange,2022-08-01 00:00:00.000000 UTC,677
omnisea,2023-08-01 00:00:00.000000 UTC,416
gammastrategies,2023-03-01 00:00:00.000000 UTC,309
x-dao,2023-01-01 00:00:00.000000 UTC,263
gainsnetwork,2022-12-01 00:00:00.000000 UTC,132
wormhole,2023-03-01 00:00:00.000000 UTC,756
tigris-trade,2023-11-01 00:00:00.000000 UTC,846
x-dao,2022-11-01 00:00:00.000000 UTC,1344
nftearth,2023-03-01 00:00:00.000000 UTC,163
dexfinance-com,2023-09-01 00:00:00.000000 UTC,174
rodeofi,2023-04-01 00:00:00.000000 UTC,224
primex-finance,2023-11-01 00:00:00.000000 UTC,36
apex-protocol,2023-09-01 00:00:00.000000 UTC,245
shipyard-software,2023-08-01 00:00:00.000000 UTC,326
across,2022-03-01 00:00:00.000000 UTC,847
beamer-bridge,2023-08-01 00:00:00.000000 UTC,82
fuji-finance,2023-05-01 00:00:00.000000 UTC,208
hats-finance,2024-01-01 00:00:00.000000 UTC,18
rodeofi,2023-12-01 00:00:00.000000 UTC,402
across,2023-12-01 00:00:00.000000 UTC,1814
0x-splits,2023-03-01 00:00:00.000000 UTC,23
debridge-finance,2023-06-01 00:00:00.000000 UTC,423
tornadocash,2023-08-01 00:00:00.000000 UTC,1085
vertex-protocol,2023-04-01 00:00:00.000000 UTC,564
guildxyz,2024-01-01 00:00:00.000000 UTC,1017
omni-swap,2023-01-01 00:00:00.000000 UTC,469
qidao-mai-finance,2023-08-01 00:00:00.000000 UTC,1209
aperture-finance,2023-11-01 00:00:00.000000 UTC,195
kromatika-finance,2022-06-01 00:00:00.000000 UTC,67
fraxfinance,2021-12-01 00:00:00.000000 UTC,180
openleveragedev,2023-12-01 00:00:00.000000 UTC,67
symbiosis-finance,2023-05-01 00:00:00.000000 UTC,943
thales,2022-10-01 00:00:00.000000 UTC,76
neondapp,2023-07-01 00:00:00.000000 UTC,215
mux-world,2022-08-01 00:00:00.000000 UTC,321
saddle-finance,2022-10-01 00:00:00.000000 UTC,402
omnisea,2023-07-01 00:00:00.000000 UTC,342
abacus,2023-11-01 00:00:00.000000 UTC,295
revert-finance,2022-09-01 00:00:00.000000 UTC,52
x-dao,2023-02-01 00:00:00.000000 UTC,482
openleveragedev,2023-04-01 00:00:00.000000 UTC,261
balancer,2023-06-01 00:00:00.000000 UTC,153
fraxfinance,2021-11-01 00:00:00.000000 UTC,148
rango-exchange,2022-07-01 00:00:00.000000 UTC,583
mean-finance,2023-10-01 00:00:00.000000 UTC,300
mean-finance,2023-03-01 00:00:00.000000 UTC,681
pendle-finance,2023-08-01 00:00:00.000000 UTC,487
primex-finance,2024-01-01 00:00:00.000000 UTC,684
openleveragedev,2023-05-01 00:00:00.000000 UTC,120
dodoex,2023-11-01 00:00:00.000000 UTC,148
unsheth,2023-10-01 00:00:00.000000 UTC,695
safe-global,2022-01-01 00:00:00.000000 UTC,102
hundred-finance,2023-11-01 00:00:00.000000 UTC,25
hats-finance,2023-10-01 00:00:00.000000 UTC,2
premiafinance,2023-02-01 00:00:00.000000 UTC,171
qidao-mai-finance,2022-10-01 00:00:00.000000 UTC,177
saddle-finance,2023-02-01 00:00:00.000000 UTC,258
pendle-finance,2023-07-01 00:00:00.000000 UTC,681
rainbow,2022-11-01 00:00:00.000000 UTC,257
saddle-finance,2022-11-01 00:00:00.000000 UTC,321
fraxfinance,2022-01-01 00:00:00.000000 UTC,305
stellaxyz,2023-10-01 00:00:00.000000 UTC,305
abracadabra,2022-09-01 00:00:00.000000 UTC,76
rysk-finance,2023-10-01 00:00:00.000000 UTC,351
rainbow,2022-08-01 00:00:00.000000 UTC,172
saddle-finance,2022-12-01 00:00:00.000000 UTC,232
kromatika-finance,2022-12-01 00:00:00.000000 UTC,214
flux-protocol,2021-12-01 00:00:00.000000 UTC,31
third-web,2023-03-01 00:00:00.000000 UTC,98
dodoex,2024-01-01 00:00:00.000000 UTC,38
flashstake,2023-11-01 00:00:00.000000 UTC,18
hashflow,2022-11-01 00:00:00.000000 UTC,726
rainbow,2023-06-01 00:00:00.000000 UTC,260
granary,2023-10-01 00:00:00.000000 UTC,107
threshold-network,2023-09-01 00:00:00.000000 UTC,54
fuji-finance,2023-04-01 00:00:00.000000 UTC,445
valioxyz,2023-10-01 00:00:00.000000 UTC,41
biconomy,2023-12-01 00:00:00.000000 UTC,80
third-web,2023-01-01 00:00:00.000000 UTC,54
layer-zero,2022-09-01 00:00:00.000000 UTC,4
hundred-finance,2023-01-01 00:00:00.000000 UTC,47
x-dao,2023-09-01 00:00:00.000000 UTC,369
shipyard-software,2023-10-01 00:00:00.000000 UTC,196
bunniapp,2023-11-01 00:00:00.000000 UTC,80
orbiter-finance,2022-04-01 00:00:00.000000 UTC,27
elk-finance,2022-06-01 00:00:00.000000 UTC,60
angle-protocol,2022-09-01 00:00:00.000000 UTC,28
router-protocol,2022-12-01 00:00:00.000000 UTC,55
open-sea,2023-06-01 00:00:00.000000 UTC,92
symbiosis-finance,2023-07-01 00:00:00.000000 UTC,89
revert-finance,2023-02-01 00:00:00.000000 UTC,358
caskprotocol,2023-02-01 00:00:00.000000 UTC,210
rainbow,2022-09-01 00:00:00.000000 UTC,309
hundred-finance,2022-05-01 00:00:00.000000 UTC,72
vendorfinance,2022-12-01 00:00:00.000000 UTC,58
goodentry-io,2023-06-01 00:00:00.000000 UTC,42
qidao-mai-finance,2022-05-01 00:00:00.000000 UTC,153
unsheth,2023-05-01 00:00:00.000000 UTC,257
biconomy,2023-10-01 00:00:00.000000 UTC,134
unlock-protocol,2022-09-01 00:00:00.000000 UTC,7
tarot-finance,2024-01-01 00:00:00.000000 UTC,100
premiafinance,2022-12-01 00:00:00.000000 UTC,153
omnisea,2023-03-01 00:00:00.000000 UTC,1
dinngo,2023-04-01 00:00:00.000000 UTC,54
symbiosis-finance,2023-11-01 00:00:00.000000 UTC,115
flashstake,2023-04-01 00:00:00.000000 UTC,151
arrakis-finance,2023-05-01 00:00:00.000000 UTC,1
bunniapp,2023-05-01 00:00:00.000000 UTC,2
takafuldao,2023-12-01 00:00:00.000000 UTC,40
rysk-finance,2022-11-01 00:00:00.000000 UTC,15
beefy-finance,2022-11-01 00:00:00.000000 UTC,76
ithil-protocol,2023-09-01 00:00:00.000000 UTC,11
rubicon,2023-09-01 00:00:00.000000 UTC,16
stellaxyz,2024-01-01 00:00:00.000000 UTC,144
qidao-mai-finance,2022-04-01 00:00:00.000000 UTC,67
openleveragedev,2023-09-01 00:00:00.000000 UTC,54
defi-llama,2023-10-01 00:00:00.000000 UTC,3
wido,2023-12-01 00:00:00.000000 UTC,49
tigris-trade,2023-04-01 00:00:00.000000 UTC,110
balancer,2023-07-01 00:00:00.000000 UTC,135
aloe-ii,2023-07-01 00:00:00.000000 UTC,2
synfutures,2023-01-01 00:00:00.000000 UTC,11
socket,2022-04-01 00:00:00.000000 UTC,28
0x-splits,2023-01-01 00:00:00.000000 UTC,2
jojoexchange,2023-12-01 00:00:00.000000 UTC,27
beamer-bridge,2023-06-01 00:00:00.000000 UTC,62
flashstake,2023-10-01 00:00:00.000000 UTC,22
0x-splits,2023-07-01 00:00:00.000000 UTC,5
tracer-protocol,2023-05-01 00:00:00.000000 UTC,35
tornadocash,2022-09-01 00:00:00.000000 UTC,19
insuredao,2022-11-01 00:00:00.000000 UTC,33
caskprotocol,2023-03-01 00:00:00.000000 UTC,45
balancer,2023-05-01 00:00:00.000000 UTC,36
mindgames-io,2023-08-01 00:00:00.000000 UTC,18
tracer-protocol,2022-07-01 00:00:00.000000 UTC,3
kromatika-finance,2023-09-01 00:00:00.000000 UTC,28
arbirise,2021-10-01 00:00:00.000000 UTC,28
balancer,2023-09-01 00:00:00.000000 UTC,45
third-web,2022-06-01 00:00:00.000000 UTC,5
rysk-finance,2023-01-01 00:00:00.000000 UTC,24
gammastrategies,2023-08-01 00:00:00.000000 UTC,24
pyth-network,2023-05-01 00:00:00.000000 UTC,5
lyra-finance,2023-07-01 00:00:00.000000 UTC,6
defiedge,2023-06-01 00:00:00.000000 UTC,6
open-sea,2023-09-01 00:00:00.000000 UTC,34
anyswap,2022-09-01 00:00:00.000000 UTC,7
beefy-finance,2023-09-01 00:00:00.000000 UTC,3
powerpool-finance,2024-01-01 00:00:00.000000 UTC,18
symbiosis-finance,2023-10-01 00:00:00.000000 UTC,16
third-web,2022-07-01 00:00:00.000000 UTC,26
bunniapp,2023-08-01 00:00:00.000000 UTC,26
dolomite-exchange,2022-11-01 00:00:00.000000 UTC,18
solv-finance,2023-07-01 00:00:00.000000 UTC,31
lyra-finance,2023-04-01 00:00:00.000000 UTC,8
hashflow,2023-09-01 00:00:00.000000 UTC,10
arbirise,2023-01-01 00:00:00.000000 UTC,4
threshold-network,2023-05-01 00:00:00.000000 UTC,10
silo-finance,2023-01-01 00:00:00.000000 UTC,7
lyra-finance,2023-11-01 00:00:00.000000 UTC,5
solv-finance,2023-06-01 00:00:00.000000 UTC,16
zigzagexchange,2022-10-01 00:00:00.000000 UTC,1
stakedao,2022-03-01 00:00:00.000000 UTC,17
openocean-finance,2023-12-01 00:00:00.000000 UTC,2
rubicon,2024-01-01 00:00:00.000000 UTC,4
flashstake,2023-12-01 00:00:00.000000 UTC,12
y2k-finance,2022-12-01 00:00:00.000000 UTC,1
defi-llama,2024-01-01 00:00:00.000000 UTC,6
router-protocol,2022-09-01 00:00:00.000000 UTC,53
synfutures,2022-03-01 00:00:00.000000 UTC,17
gammaswap,2023-11-01 00:00:00.000000 UTC,19
vmex-finance,2023-10-01 00:00:00.000000 UTC,5
defi-llama,2022-12-01 00:00:00.000000 UTC,5
anyswap,2023-06-01 00:00:00.000000 UTC,11
fortressfinance,2024-01-01 00:00:00.000000 UTC,3
lyra-finance,2023-03-01 00:00:00.000000 UTC,6
gelato,2023-09-01 00:00:00.000000 UTC,17
lyra-finance,2023-06-01 00:00:00.000000 UTC,9
d-hedge,2023-04-01 00:00:00.000000 UTC,4
uniswap,2021-08-01 00:00:00.000000 UTC,12
tornadocash,2021-11-01 00:00:00.000000 UTC,3
defiedge,2023-08-01 00:00:00.000000 UTC,7
kyber-swap,2022-02-01 00:00:00.000000 UTC,1
vendorfinance,2022-09-01 00:00:00.000000 UTC,33
stacktical,2022-12-01 00:00:00.000000 UTC,3
0x-splits,2023-04-01 00:00:00.000000 UTC,5
axelar,2023-01-01 00:00:00.000000 UTC,15
aura,2023-05-01 00:00:00.000000 UTC,5
aperture-finance,2023-05-01 00:00:00.000000 UTC,1
unlock-protocol,2023-02-01 00:00:00.000000 UTC,13
gammastrategies,2023-10-01 00:00:00.000000 UTC,8
beefy-finance,2023-10-01 00:00:00.000000 UTC,3
0x-splits,2023-09-01 00:00:00.000000 UTC,1
defi-llama,2023-12-01 00:00:00.000000 UTC,4
flux-protocol,2022-12-01 00:00:00.000000 UTC,4
takafuldao,2023-07-01 00:00:00.000000 UTC,1
unlock-protocol,2023-07-01 00:00:00.000000 UTC,4
hundred-finance,2023-12-01 00:00:00.000000 UTC,10
caskprotocol,2023-09-01 00:00:00.000000 UTC,6
ren,2022-10-01 00:00:00.000000 UTC,1
angle-protocol,2022-07-01 00:00:00.000000 UTC,3
gelato,2021-12-01 00:00:00.000000 UTC,1
tornadocash,2022-07-01 00:00:00.000000 UTC,1
openocean-finance,2024-01-01 00:00:00.000000 UTC,3
anyswap,2022-12-01 00:00:00.000000 UTC,2
bitkeep,2023-05-01 00:00:00.000000 UTC,4
dolomite-exchange,2023-07-01 00:00:00.000000 UTC,4
unlock-protocol,2023-10-01 00:00:00.000000 UTC,4
gelato,2023-02-01 00:00:00.000000 UTC,4
jojoexchange,2023-03-01 00:00:00.000000 UTC,6
arrakis-finance,2023-10-01 00:00:00.000000 UTC,1
y2k-finance,2023-04-01 00:00:00.000000 UTC,3
arbirise,2023-12-01 00:00:00.000000 UTC,2
stellaxyz,2023-06-01 00:00:00.000000 UTC,2
d-hedge,2023-03-01 00:00:00.000000 UTC,1
lido,2022-08-01 00:00:00.000000 UTC,1
metamask,2022-11-01 00:00:00.000000 UTC,3
caskprotocol,2023-08-01 00:00:00.000000 UTC,2
router-protocol,2022-03-01 00:00:00.000000 UTC,7
unlock-protocol,2023-12-01 00:00:00.000000 UTC,6
0x-splits,2022-12-01 00:00:00.000000 UTC,2
aloe-ii,2023-06-01 00:00:00.000000 UTC,1
gelato,2023-11-01 00:00:00.000000 UTC,8
aperture-finance,2022-08-01 00:00:00.000000 UTC,2
gelato,2022-02-01 00:00:00.000000 UTC,1
bitkeep,2022-11-01 00:00:00.000000 UTC,1
stakedao,2021-11-01 00:00:00.000000 UTC,4
rabbithole,2023-06-01 00:00:00.000000 UTC,1
chainlink,2022-08-01 00:00:00.000000 UTC,2
beefy-finance,2023-08-01 00:00:00.000000 UTC,2
hashflow,2023-07-01 00:00:00.000000 UTC,4
anyswap,2023-11-01 00:00:00.000000 UTC,3
gmx-io,2021-08-01 00:00:00.000000 UTC,2
y2k-finance,2023-09-01 00:00:00.000000 UTC,1
arbirise,2023-10-01 00:00:00.000000 UTC,1
rubicon,2023-12-01 00:00:00.000000 UTC,3
arbirise,2023-02-01 00:00:00.000000 UTC,2
pyth-network,2022-10-01 00:00:00.000000 UTC,1
takafuldao,2023-09-01 00:00:00.000000 UTC,1
shipyard-software,2022-10-01 00:00:00.000000 UTC,1
arbirise,2022-04-01 00:00:00.000000 UTC,1
socket,2022-02-01 00:00:00.000000 UTC,1
chainlink,2022-03-01 00:00:00.000000 UTC,1
y2k-finance,2023-01-01 00:00:00.000000 UTC,1
zeroex,2021-12-01 00:00:00.000000 UTC,1
y2k-finance,2023-03-01 00:00:00.000000 UTC,1
aura,2023-02-01 00:00:00.000000 UTC,1
