,project,repo,license,Total Stars,Total Forks,Total Contributors,Project ID,Project Name
159,yearn,yearn/yearn-lens,MIT,16.0,26.0,21.0,0x4b73a8f4d2e3bf2f6cff7ae014b13fdf8a85d0b33064127e53b81b2b7d365652,Yearn
160,yearn,yearn/brownie-wrapper-mix,AGPL-3.0,11.0,27.0,8.0,0x4b73a8f4d2e3bf2f6cff7ae014b13fdf8a85d0b33064127e53b81b2b7d365652,Yearn
161,yearn,yearn/yearn-finance-v3,,124.0,147.0,58.0,0x4b73a8f4d2e3bf2f6cff7ae014b13fdf8a85d0b33064127e53b81b2b7d365652,Yearn
162,yearn,yearn/emergency-toolbox,,1.0,5.0,3.0,0x4b73a8f4d2e3bf2f6cff7ae014b13fdf8a85d0b33064127e53b81b2b7d365652,Yearn
163,yearn,yearn/yearn-devdocs,,80.0,61.0,47.0,0x4b73a8f4d2e3bf2f6cff7ae014b13fdf8a85d0b33064127e53b81b2b7d365652,Yearn
164,yearn,yearn/woofy,,37.0,12.0,1.0,0x4b73a8f4d2e3bf2f6cff7ae014b13fdf8a85d0b33064127e53b81b2b7d365652,Yearn
165,yearn,yearn/ve-template,AGPL-3.0,,6.0,2.0,0x4b73a8f4d2e3bf2f6cff7ae014b13fdf8a85d0b33064127e53b81b2b7d365652,Yearn
166,yearn,yearn/yearn-comms,MIT,19.0,56.0,45.0,0x4b73a8f4d2e3bf2f6cff7ae014b13fdf8a85d0b33064127e53b81b2b7d365652,Yearn
167,yearn,yearn/yearn-caching-api,,5.0,25.0,15.0,0x4b73a8f4d2e3bf2f6cff7ae014b13fdf8a85d0b33064127e53b81b2b7d365652,Yearn
168,yearn,yearn/yswaps,AGPL-3.0,2.0,7.0,4.0,0x4b73a8f4d2e3bf2f6cff7ae014b13fdf8a85d0b33064127e53b81b2b7d365652,Yearn
169,yearn,yearn/strategies-keep3r,,5.0,8.0,7.0,0x4b73a8f4d2e3bf2f6cff7ae014b13fdf8a85d0b33064127e53b81b2b7d365652,Yearn
170,yearn,yearn/stealth-txs,,1.0,3.0,2.0,0x4b73a8f4d2e3bf2f6cff7ae014b13fdf8a85d0b33064127e53b81b2b7d365652,Yearn
171,yearn,yearn/hardhat-monorepo,,31.0,35.0,17.0,0x4b73a8f4d2e3bf2f6cff7ae014b13fdf8a85d0b33064127e53b81b2b7d365652,Yearn
172,yearn,yearn/yearn-vaults-descriptions,,8.0,25.0,21.0,0x4b73a8f4d2e3bf2f6cff7ae014b13fdf8a85d0b33064127e53b81b2b7d365652,Yearn
173,yearn,yearn/yearn-workflows,MIT,3.0,20.0,5.0,0x4b73a8f4d2e3bf2f6cff7ae014b13fdf8a85d0b33064127e53b81b2b7d365652,Yearn
174,yearn,yearn/yearn-multisig-actions,AGPL-3.0,4.0,12.0,6.0,0x4b73a8f4d2e3bf2f6cff7ae014b13fdf8a85d0b33064127e53b81b2b7d365652,Yearn
175,yearn,yearn/eth-allowlist,,15.0,11.0,4.0,0x4b73a8f4d2e3bf2f6cff7ae014b13fdf8a85d0b33064127e53b81b2b7d365652,Yearn
176,yearn,yearn/yearn-allowlist,,5.0,9.0,3.0,0x4b73a8f4d2e3bf2f6cff7ae014b13fdf8a85d0b33064127e53b81b2b7d365652,Yearn
177,yearn,yearn/yearn-partner-tracker,AGPL-3.0,2.0,11.0,3.0,0x4b73a8f4d2e3bf2f6cff7ae014b13fdf8a85d0b33064127e53b81b2b7d365652,Yearn
178,yearn,yearn/yearn-exporter-api,,3.0,12.0,8.0,0x4b73a8f4d2e3bf2f6cff7ae014b13fdf8a85d0b33064127e53b81b2b7d365652,Yearn
179,yearn,yearn/keep3r-cli-jobs,MIT,,10.0,4.0,0x4b73a8f4d2e3bf2f6cff7ae014b13fdf8a85d0b33064127e53b81b2b7d365652,Yearn
180,yearn,yearn/yearn-marketing,,7.0,6.0,10.0,0x4b73a8f4d2e3bf2f6cff7ae014b13fdf8a85d0b33064127e53b81b2b7d365652,Yearn
181,yearn,yearn/yfutemple,,,6.0,5.0,0x4b73a8f4d2e3bf2f6cff7ae014b13fdf8a85d0b33064127e53b81b2b7d365652,Yearn
182,yearn,yearn/veyfi,,69.0,31.0,19.0,0x4b73a8f4d2e3bf2f6cff7ae014b13fdf8a85d0b33064127e53b81b2b7d365652,Yearn
183,yearn,yearn/web-template,GPL-3.0,10.0,12.0,9.0,0x4b73a8f4d2e3bf2f6cff7ae014b13fdf8a85d0b33064127e53b81b2b7d365652,Yearn
184,yearn,yearn/ybuyback,GPL-3.0,5.0,14.0,9.0,0x4b73a8f4d2e3bf2f6cff7ae014b13fdf8a85d0b33064127e53b81b2b7d365652,Yearn
185,yearn,yearn/seafood,,11.0,20.0,9.0,0x4b73a8f4d2e3bf2f6cff7ae014b13fdf8a85d0b33064127e53b81b2b7d365652,Yearn
186,yearn,yearn/yearn-multisig-ci-scripts,AGPL-3.0,2.0,11.0,6.0,0x4b73a8f4d2e3bf2f6cff7ae014b13fdf8a85d0b33064127e53b81b2b7d365652,Yearn
187,yearn,yearn/yearn-web-lib-deprecated,,,11.0,4.0,0x4b73a8f4d2e3bf2f6cff7ae014b13fdf8a85d0b33064127e53b81b2b7d365652,Yearn
188,yearn,yearn/yearn-web-themes-deprecated,,1.0,9.0,3.0,0x4b73a8f4d2e3bf2f6cff7ae014b13fdf8a85d0b33064127e53b81b2b7d365652,Yearn
189,yearn,yearn/ydata,GPL-3.0,21.0,19.0,14.0,0x4b73a8f4d2e3bf2f6cff7ae014b13fdf8a85d0b33064127e53b81b2b7d365652,Yearn
190,yearn,yearn/ysprout,,,9.0,2.0,0x4b73a8f4d2e3bf2f6cff7ae014b13fdf8a85d0b33064127e53b81b2b7d365652,Yearn
191,yearn,yearn/contract-utils,,1.0,10.0,1.0,0x4b73a8f4d2e3bf2f6cff7ae014b13fdf8a85d0b33064127e53b81b2b7d365652,Yearn
192,yearn,yearn/yearn-watch,GPL-3.0,19.0,24.0,21.0,0x4b73a8f4d2e3bf2f6cff7ae014b13fdf8a85d0b33064127e53b81b2b7d365652,Yearn
193,yearn,yearn/web-lib,MIT,27.0,24.0,24.0,0x4b73a8f4d2e3bf2f6cff7ae014b13fdf8a85d0b33064127e53b81b2b7d365652,Yearn
194,yearn,yearn/contract-address-registry,,,15.0,4.0,0x4b73a8f4d2e3bf2f6cff7ae014b13fdf8a85d0b33064127e53b81b2b7d365652,Yearn
195,yearn,yearn/yearn-integration-hardhat,,2.0,8.0,1.0,0x4b73a8f4d2e3bf2f6cff7ae014b13fdf8a85d0b33064127e53b81b2b7d365652,Yearn
196,yearn,yearn/yhack,,,8.0,2.0,0x4b73a8f4d2e3bf2f6cff7ae014b13fdf8a85d0b33064127e53b81b2b7d365652,Yearn
197,yearn,yearn/yfi-experience,,1.0,10.0,4.0,0x4b73a8f4d2e3bf2f6cff7ae014b13fdf8a85d0b33064127e53b81b2b7d365652,Yearn
198,yearn,yearn/thegraph-yfi-buyback,MIT,,3.0,2.0,0x4b73a8f4d2e3bf2f6cff7ae014b13fdf8a85d0b33064127e53b81b2b7d365652,Yearn
199,yearn,yearn/yearn-landing,,1.0,2.0,3.0,0x4b73a8f4d2e3bf2f6cff7ae014b13fdf8a85d0b33064127e53b81b2b7d365652,Yearn
200,yearn,yearn/tokenlist,,2.0,2.0,1.0,0x4b73a8f4d2e3bf2f6cff7ae014b13fdf8a85d0b33064127e53b81b2b7d365652,Yearn
201,yearn,yearn/ydaemon,,24.0,27.0,27.0,0x4b73a8f4d2e3bf2f6cff7ae014b13fdf8a85d0b33064127e53b81b2b7d365652,Yearn
202,yearn,yearn/ysync,GPL-3.0,3.0,10.0,12.0,0x4b73a8f4d2e3bf2f6cff7ae014b13fdf8a85d0b33064127e53b81b2b7d365652,Yearn
203,yearn,yearn/nftreasury,GPL-3.0,13.0,5.0,6.0,0x4b73a8f4d2e3bf2f6cff7ae014b13fdf8a85d0b33064127e53b81b2b7d365652,Yearn
204,yearn,yearn/yearn-vaults-v3,AGPL-3.0,69.0,22.0,13.0,0x4b73a8f4d2e3bf2f6cff7ae014b13fdf8a85d0b33064127e53b81b2b7d365652,Yearn
205,yearn,yearn/macarena-finance,GPL-3.0,20.0,11.0,9.0,0x4b73a8f4d2e3bf2f6cff7ae014b13fdf8a85d0b33064127e53b81b2b7d365652,Yearn
206,yearn,yearn/ypartners,GPL-3.0,5.0,4.0,11.0,0x4b73a8f4d2e3bf2f6cff7ae014b13fdf8a85d0b33064127e53b81b2b7d365652,Yearn
207,yearn,yearn/ycrv,GPL-3.0,4.0,3.0,6.0,0x4b73a8f4d2e3bf2f6cff7ae014b13fdf8a85d0b33064127e53b81b2b7d365652,Yearn
208,yearn,yearn/yearn-press-kit,GPL-3.0,1.0,5.0,8.0,0x4b73a8f4d2e3bf2f6cff7ae014b13fdf8a85d0b33064127e53b81b2b7d365652,Yearn
209,yearn,yearn/yworld,GPL-3.0,,1.0,5.0,0x4b73a8f4d2e3bf2f6cff7ae014b13fdf8a85d0b33064127e53b81b2b7d365652,Yearn
210,yearn,yearn/ape-safe-template,GPL-3.0,,,1.0,0x4b73a8f4d2e3bf2f6cff7ae014b13fdf8a85d0b33064127e53b81b2b7d365652,Yearn
211,yearn,yearn/yissues,AGPL-3.0,,2.0,9.0,0x4b73a8f4d2e3bf2f6cff7ae014b13fdf8a85d0b33064127e53b81b2b7d365652,Yearn
212,yearn,yearn/base-fee-provider,AGPL-3.0,,,1.0,0x4b73a8f4d2e3bf2f6cff7ae014b13fdf8a85d0b33064127e53b81b2b7d365652,Yearn
213,yearn,yearn/ybribe,GPL-3.0,,2.0,4.0,0x4b73a8f4d2e3bf2f6cff7ae014b13fdf8a85d0b33064127e53b81b2b7d365652,Yearn
214,yearn,yearn/yearn-ybribe-subgraph,,1.0,,1.0,0x4b73a8f4d2e3bf2f6cff7ae014b13fdf8a85d0b33064127e53b81b2b7d365652,Yearn
215,yearn,yearn/yearn.fi,GPL-3.0,18.0,36.0,32.0,0x4b73a8f4d2e3bf2f6cff7ae014b13fdf8a85d0b33064127e53b81b2b7d365652,Yearn
216,yearn,yearn/tbtc-alerts,,,,1.0,0x4b73a8f4d2e3bf2f6cff7ae014b13fdf8a85d0b33064127e53b81b2b7d365652,Yearn
217,yearn,yearn/ygenius-webui,CC0-1.0,3.0,8.0,5.0,0x4b73a8f4d2e3bf2f6cff7ae014b13fdf8a85d0b33064127e53b81b2b7d365652,Yearn
218,yearn,yearn/ygenius-brain,CC0-1.0,16.0,10.0,6.0,0x4b73a8f4d2e3bf2f6cff7ae014b13fdf8a85d0b33064127e53b81b2b7d365652,Yearn
219,yearn,yearn/tokenized-strategy,AGPL-3.0,59.0,15.0,8.0,0x4b73a8f4d2e3bf2f6cff7ae014b13fdf8a85d0b33064127e53b81b2b7d365652,Yearn
220,yearn,yearn/yearn-veyfi-subgraph,,1.0,,1.0,0x4b73a8f4d2e3bf2f6cff7ae014b13fdf8a85d0b33064127e53b81b2b7d365652,Yearn
221,yearn,yearn/ymonitor,,1.0,2.0,4.0,0x4b73a8f4d2e3bf2f6cff7ae014b13fdf8a85d0b33064127e53b81b2b7d365652,Yearn
222,yearn,yearn/yeth,AGPL-3.0,3.0,1.0,1.0,0x4b73a8f4d2e3bf2f6cff7ae014b13fdf8a85d0b33064127e53b81b2b7d365652,Yearn
223,yearn,yearn/tokenized-strategy-ape-mix,,4.0,6.0,3.0,0x4b73a8f4d2e3bf2f6cff7ae014b13fdf8a85d0b33064127e53b81b2b7d365652,Yearn
224,yearn,yearn/vault-periphery,,1.0,1.0,1.0,0x4b73a8f4d2e3bf2f6cff7ae014b13fdf8a85d0b33064127e53b81b2b7d365652,Yearn
225,yearn,yearn/tokenized-strategy-foundry-mix,,27.0,10.0,6.0,0x4b73a8f4d2e3bf2f6cff7ae014b13fdf8a85d0b33064127e53b81b2b7d365652,Yearn
226,yearn,yearn/yeth-bootstrap,AGPL-3.0,,,1.0,0x4b73a8f4d2e3bf2f6cff7ae014b13fdf8a85d0b33064127e53b81b2b7d365652,Yearn
227,yearn,yearn/ylsteth,,1.0,3.0,7.0,0x4b73a8f4d2e3bf2f6cff7ae014b13fdf8a85d0b33064127e53b81b2b7d365652,Yearn
228,yearn,yearn/tokenized-strategy-periphery,,17.0,3.0,1.0,0x4b73a8f4d2e3bf2f6cff7ae014b13fdf8a85d0b33064127e53b81b2b7d365652,Yearn
229,yearn,yearn/ydiscount,,,,1.0,0x4b73a8f4d2e3bf2f6cff7ae014b13fdf8a85d0b33064127e53b81b2b7d365652,Yearn
230,yearn,yearn/yeth-periphery,,2.0,,1.0,0x4b73a8f4d2e3bf2f6cff7ae014b13fdf8a85d0b33064127e53b81b2b7d365652,Yearn
231,yearn,yearn/yearn-vesting-escrow,MIT,68.0,22.0,10.0,0x4b73a8f4d2e3bf2f6cff7ae014b13fdf8a85d0b33064127e53b81b2b7d365652,Yearn
232,yearn,yearn/risk-framework,,2.0,,2.0,0x4b73a8f4d2e3bf2f6cff7ae014b13fdf8a85d0b33064127e53b81b2b7d365652,Yearn
233,yearn,yearn/risk-framework-subgraph,,1.0,,1.0,0x4b73a8f4d2e3bf2f6cff7ae014b13fdf8a85d0b33064127e53b81b2b7d365652,Yearn
234,yearn,yearn/yearn-erc4626-router,AGPL-3.0,3.0,2.0,3.0,0x4b73a8f4d2e3bf2f6cff7ae014b13fdf8a85d0b33064127e53b81b2b7d365652,Yearn
235,xkcp,xkcp/xkcp,NOASSERTION,539.0,197.0,98.0,0xaee5d6c20a44b769b67767b8e691476d87b0b644784f635664c3f133c63e822b,Keccak hashing
236,wtfacademy,wtfacademy/wtf-ethers,NOASSERTION,2201.0,372.0,62.0,0xc77e8caea0ff6aa3bfcb546234f651f9c7b2486d42a326a64b0d847fe3f84afc,WTF Academy
237,wtfacademy,wtfacademy/frontend,,18.0,24.0,23.0,0xc77e8caea0ff6aa3bfcb546234f651f9c7b2486d42a326a64b0d847fe3f84afc,WTF Academy
238,wtfacademy,wtfacademy/wtftasks,,10.0,4.0,2.0,0xc77e8caea0ff6aa3bfcb546234f651f9c7b2486d42a326a64b0d847fe3f84afc,WTF Academy
239,wtfacademy,wtfacademy/wtf-geth,,18.0,6.0,2.0,0xc77e8caea0ff6aa3bfcb546234f651f9c7b2486d42a326a64b0d847fe3f84afc,WTF Academy
240,wtfacademy,wtfacademy/wtf-gm,,236.0,47.0,21.0,0xc77e8caea0ff6aa3bfcb546234f651f9c7b2486d42a326a64b0d847fe3f84afc,WTF Academy
241,wtfacademy,wtfacademy/wtf-closedsource,MIT,29.0,2.0,1.0,0xc77e8caea0ff6aa3bfcb546234f651f9c7b2486d42a326a64b0d847fe3f84afc,WTF Academy
242,wtfacademy,wtfacademy/wtf-html,MIT,36.0,12.0,5.0,0xc77e8caea0ff6aa3bfcb546234f651f9c7b2486d42a326a64b0d847fe3f84afc,WTF Academy
243,wtfacademy,wtfacademy/wtf-css,,47.0,25.0,11.0,0xc77e8caea0ff6aa3bfcb546234f651f9c7b2486d42a326a64b0d847fe3f84afc,WTF Academy
244,wtfacademy,wtfacademy/wtf-sbt,MIT,8.0,2.0,1.0,0xc77e8caea0ff6aa3bfcb546234f651f9c7b2486d42a326a64b0d847fe3f84afc,WTF Academy
245,wtfacademy,wtfacademy/wtf-sbt-subgraph,,,,2.0,0xc77e8caea0ff6aa3bfcb546234f651f9c7b2486d42a326a64b0d847fe3f84afc,WTF Academy
246,wtfacademy,wtfacademy/wtf-cairo,MIT,113.0,36.0,17.0,0xc77e8caea0ff6aa3bfcb546234f651f9c7b2486d42a326a64b0d847fe3f84afc,WTF Academy
247,wtfacademy,wtfacademy/wtf-javascript,MIT,197.0,96.0,21.0,0xc77e8caea0ff6aa3bfcb546234f651f9c7b2486d42a326a64b0d847fe3f84afc,WTF Academy
248,wtfacademy,wtfacademy/wtf-ethers-v6-doc-cn,MIT,5.0,5.0,5.0,0xc77e8caea0ff6aa3bfcb546234f651f9c7b2486d42a326a64b0d847fe3f84afc,WTF Academy
249,wtfacademy,wtfacademy/wtf-starknet,,46.0,30.0,27.0,0xc77e8caea0ff6aa3bfcb546234f651f9c7b2486d42a326a64b0d847fe3f84afc,WTF Academy
250,wtfacademy,wtfacademy/wtf-starknet-dapp-demo,,,2.0,3.0,0xc77e8caea0ff6aa3bfcb546234f651f9c7b2486d42a326a64b0d847fe3f84afc,WTF Academy
251,wtfacademy,wtfacademy/ethbeijing,,45.0,114.0,90.0,0xc77e8caea0ff6aa3bfcb546234f651f9c7b2486d42a326a64b0d847fe3f84afc,WTF Academy
252,wtfacademy,wtfacademy/solive,MIT,31.0,16.0,9.0,0xc77e8caea0ff6aa3bfcb546234f651f9c7b2486d42a326a64b0d847fe3f84afc,WTF Academy
253,wtfacademy,wtfacademy/wtf-gas-optimization,,173.0,30.0,16.0,0xc77e8caea0ff6aa3bfcb546234f651f9c7b2486d42a326a64b0d847fe3f84afc,WTF Academy
254,wtfacademy,wtfacademy/solui,MIT,11.0,1.0,2.0,0xc77e8caea0ff6aa3bfcb546234f651f9c7b2486d42a326a64b0d847fe3f84afc,WTF Academy
255,wtfacademy,wtfacademy/wtf-rust,MIT,18.0,4.0,2.0,0xc77e8caea0ff6aa3bfcb546234f651f9c7b2486d42a326a64b0d847fe3f84afc,WTF Academy
256,wtfacademy,wtfacademy/0xaa-wallet,,9.0,,1.0,0xc77e8caea0ff6aa3bfcb546234f651f9c7b2486d42a326a64b0d847fe3f84afc,WTF Academy
257,wtfacademy,wtfacademy/wtf-ctf,MIT,134.0,14.0,5.0,0xc77e8caea0ff6aa3bfcb546234f651f9c7b2486d42a326a64b0d847fe3f84afc,WTF Academy
258,wtfacademy,wtfacademy/progress-report,MIT,1.0,,1.0,0xc77e8caea0ff6aa3bfcb546234f651f9c7b2486d42a326a64b0d847fe3f84afc,WTF Academy
259,wtfacademy,wtfacademy/wtf-events,,,,1.0,0xc77e8caea0ff6aa3bfcb546234f651f9c7b2486d42a326a64b0d847fe3f84afc,WTF Academy
260,wtfacademy,wtfacademy/wtf-evm-opcodes,MIT,116.0,27.0,8.0,0xc77e8caea0ff6aa3bfcb546234f651f9c7b2486d42a326a64b0d847fe3f84afc,WTF Academy
261,wtfacademy,wtfacademy/wtf-cosmosjs,MIT,3.0,,2.0,0xc77e8caea0ff6aa3bfcb546234f651f9c7b2486d42a326a64b0d847fe3f84afc,WTF Academy
262,wtfacademy,wtfacademy/wtf-huff,,16.0,5.0,4.0,0xc77e8caea0ff6aa3bfcb546234f651f9c7b2486d42a326a64b0d847fe3f84afc,WTF Academy
263,wtfacademy,wtfacademy/wtf-blog,,,,1.0,0xc77e8caea0ff6aa3bfcb546234f651f9c7b2486d42a326a64b0d847fe3f84afc,WTF Academy
264,wtfacademy,wtfacademy/wewill,MIT,1.0,,4.0,0xc77e8caea0ff6aa3bfcb546234f651f9c7b2486d42a326a64b0d847fe3f84afc,WTF Academy
265,wtfacademy,wtfacademy/wtf-solidity-internals,,25.0,8.0,4.0,0xc77e8caea0ff6aa3bfcb546234f651f9c7b2486d42a326a64b0d847fe3f84afc,WTF Academy
266,wtfacademy,wtfacademy/wtf-scroll,MIT,5.0,1.0,2.0,0xc77e8caea0ff6aa3bfcb546234f651f9c7b2486d42a326a64b0d847fe3f84afc,WTF Academy
267,wtfacademy,wtfacademy/wtf-defi-engineering,MIT,5.0,,2.0,0xc77e8caea0ff6aa3bfcb546234f651f9c7b2486d42a326a64b0d847fe3f84afc,WTF Academy
268,wtfacademy,wtfacademy/wtf-viem,MIT,1.0,,1.0,0xc77e8caea0ff6aa3bfcb546234f651f9c7b2486d42a326a64b0d847fe3f84afc,WTF Academy
269,wtfacademy,wtfacademy/wtform,MIT,5.0,1.0,3.0,0xc77e8caea0ff6aa3bfcb546234f651f9c7b2486d42a326a64b0d847fe3f84afc,WTF Academy
270,wtfacademy,wtfacademy/wtf-vyper,MIT,5.0,3.0,3.0,0xc77e8caea0ff6aa3bfcb546234f651f9c7b2486d42a326a64b0d847fe3f84afc,WTF Academy
271,wtfacademy,wtfacademy/wtf-web3py,MIT,8.0,,1.0,0xc77e8caea0ff6aa3bfcb546234f651f9c7b2486d42a326a64b0d847fe3f84afc,WTF Academy
272,wtfacademy,wtfacademy/wtf-zk,MIT,12.0,,1.0,0xc77e8caea0ff6aa3bfcb546234f651f9c7b2486d42a326a64b0d847fe3f84afc,WTF Academy
273,wighawag,jolly-roger-eth/.github,,,,1.0,0x5a18e693d79904be1b43af93354e08bf21c1e6322d29cfd03fd235e27bb6e815,Ronan Sandford
274,wighawag,jolly-roger-eth/eip-1193,,,1.0,1.0,0x5a18e693d79904be1b43af93354e08bf21c1e6322d29cfd03fd235e27bb6e815,Ronan Sandford
275,wighawag,jolly-roger-eth/ethereum-indexer,MIT,65.0,4.0,1.0,0x5a18e693d79904be1b43af93354e08bf21c1e6322d29cfd03fd235e27bb6e815,Ronan Sandford
276,wighawag,jolly-roger-eth/web3-connection,,1.0,,1.0,0x5a18e693d79904be1b43af93354e08bf21c1e6322d29cfd03fd235e27bb6e815,Ronan Sandford
277,wighawag,wighawag/hardhat-deploy,MIT,1103.0,248.0,287.0,0x5a18e693d79904be1b43af93354e08bf21c1e6322d29cfd03fd235e27bb6e815,Ronan Sandford
278,weekinethnews,weekinethnews/wienips,,2.0,,1.0,0x44be5b3d06daade4fd7a1c3e1bc9428926befe272b72c16f2d72dce66692af13,Week in Ethereum News
279,weekinethnews,weekinethnews/week-in-ethereum-news-archive,,3.0,,1.0,0x44be5b3d06daade4fd7a1c3e1bc9428926befe272b72c16f2d72dce66692af13,Week in Ethereum News
280,weekinethnews,weekinethnews/weekinethnews.logo,,,,1.0,0x44be5b3d06daade4fd7a1c3e1bc9428926befe272b72c16f2d72dce66692af13,Week in Ethereum News
281,wakeuplabs,wakeuplabs/optimism-workshop-clase1,,,,1.0,0xf00fb0eb4581ec63ea15fef0aff171097b14e072eb9223ee3ed3dbcc1ffe0be7,WakeUp Labs
282,wakeuplabs,wakeuplabs/optimism-workshop-clase2,,,,1.0,0xf00fb0eb4581ec63ea15fef0aff171097b14e072eb9223ee3ed3dbcc1ffe0be7,WakeUp Labs
283,wakeuplabs,wakeuplabs/aave-v3-core,NOASSERTION,,,6.0,0xf00fb0eb4581ec63ea15fef0aff171097b14e072eb9223ee3ed3dbcc1ffe0be7,WakeUp Labs
284,wakeuplabs,wakeuplabs/aave-v3-deploy,NOASSERTION,,,1.0,0xf00fb0eb4581ec63ea15fef0aff171097b14e072eb9223ee3ed3dbcc1ffe0be7,WakeUp Labs
285,wakeuplabs,wakeuplabs/bl3nd-frontend,,,,4.0,0xf00fb0eb4581ec63ea15fef0aff171097b14e072eb9223ee3ed3dbcc1ffe0be7,WakeUp Labs
286,wakeuplabs,wakeuplabs/delegable-token,,2.0,1.0,8.0,0xf00fb0eb4581ec63ea15fef0aff171097b14e072eb9223ee3ed3dbcc1ffe0be7,WakeUp Labs
287,wakeuplabs,wakeuplabs/interface,NOASSERTION,,,1.0,0xf00fb0eb4581ec63ea15fef0aff171097b14e072eb9223ee3ed3dbcc1ffe0be7,WakeUp Labs
288,wakeuplabs,wakeuplabs/nftminterscript,,,,2.0,0xf00fb0eb4581ec63ea15fef0aff171097b14e072eb9223ee3ed3dbcc1ffe0be7,WakeUp Labs
289,wakeuplabs,wakeuplabs/workshop-seed-mendoza,,,,1.0,0xf00fb0eb4581ec63ea15fef0aff171097b14e072eb9223ee3ed3dbcc1ffe0be7,WakeUp Labs
290,wagmi-dev,wevm/.github,,4.0,6.0,4.0,0xc593432238cfdcaf9bb9c5d5b87e447f2b6a42d59a91135e0119cccc0d15aa32,Wagmi / Viem
291,wagmi-dev,wevm/abitype,MIT,362.0,26.0,28.0,0xc593432238cfdcaf9bb9c5d5b87e447f2b6a42d59a91135e0119cccc0d15aa32,Wagmi / Viem
292,wagmi-dev,wevm/anvil.js,MIT,85.0,8.0,9.0,0xc593432238cfdcaf9bb9c5d5b87e447f2b6a42d59a91135e0119cccc0d15aa32,Wagmi / Viem
293,wagmi-dev,wevm/awesome-wagmi,CC0-1.0,257.0,40.0,25.0,0xc593432238cfdcaf9bb9c5d5b87e447f2b6a42d59a91135e0119cccc0d15aa32,Wagmi / Viem
294,wagmi-dev,wevm/create-wagmi,MIT,115.0,35.0,27.0,0xc593432238cfdcaf9bb9c5d5b87e447f2b6a42d59a91135e0119cccc0d15aa32,Wagmi / Viem
295,wagmi-dev,wevm/isows,NOASSERTION,29.0,3.0,6.0,0xc593432238cfdcaf9bb9c5d5b87e447f2b6a42d59a91135e0119cccc0d15aa32,Wagmi / Viem
296,wagmi-dev,wevm/mipd,MIT,55.0,5.0,8.0,0xc593432238cfdcaf9bb9c5d5b87e447f2b6a42d59a91135e0119cccc0d15aa32,Wagmi / Viem
297,wagmi-dev,wevm/references,MIT,91.0,209.0,215.0,0xc593432238cfdcaf9bb9c5d5b87e447f2b6a42d59a91135e0119cccc0d15aa32,Wagmi / Viem
298,wagmi-dev,wevm/viem,NOASSERTION,1645.0,297.0,374.0,0xc593432238cfdcaf9bb9c5d5b87e447f2b6a42d59a91135e0119cccc0d15aa32,Wagmi / Viem
299,wagmi-dev,wevm/vitepress-plugin-shiki-twoslash,MIT,26.0,2.0,4.0,0xc593432238cfdcaf9bb9c5d5b87e447f2b6a42d59a91135e0119cccc0d15aa32,Wagmi / Viem
300,wagmi-dev,wevm/wagmi,MIT,5066.0,723.0,702.0,0xc593432238cfdcaf9bb9c5d5b87e447f2b6a42d59a91135e0119cccc0d15aa32,Wagmi / Viem
301,vyperlang,vyperlang/blackadder,MIT,13.0,4.0,6.0,0x023dfdedcfb50385c8c24fd86489a7f016633219c66583c71f154d7af99c6b51,Vyper
302,vyperlang,vyperlang/gaboon,,1.0,,0.0,0x023dfdedcfb50385c8c24fd86489a7f016633219c66583c71f154d7af99c6b51,Vyper
303,vyperlang,vyperlang/morelia-spilota,,,,,0x023dfdedcfb50385c8c24fd86489a7f016633219c66583c71f154d7af99c6b51,Vyper
304,vyperlang,vyperlang/titanoboa,NOASSERTION,205.0,23.0,18.0,0x023dfdedcfb50385c8c24fd86489a7f016633219c66583c71f154d7af99c6b51,Vyper
305,vyperlang,vyperlang/vvm,MIT,21.0,7.0,10.0,0x023dfdedcfb50385c8c24fd86489a7f016633219c66583c71f154d7af99c6b51,Vyper
306,vyperlang,vyperlang/vyper,NOASSERTION,4677.0,845.0,442.0,0x023dfdedcfb50385c8c24fd86489a7f016633219c66583c71f154d7af99c6b51,Vyper
307,vyperlang,vyperlang/vyper-builds,,4.0,,1.0,0x023dfdedcfb50385c8c24fd86489a7f016633219c66583c71f154d7af99c6b51,Vyper
308,vyperlang,vyperlang/vyper-lsp,MIT,5.0,,4.0,0x023dfdedcfb50385c8c24fd86489a7f016633219c66583c71f154d7af99c6b51,Vyper
309,vyperlang,vyperlang/vyper-test-durations,NOASSERTION,,,1.0,0x023dfdedcfb50385c8c24fd86489a7f016633219c66583c71f154d7af99c6b51,Vyper
310,vyperlang,vyperlang/vyperlang.github.io,Apache-2.0,,,2.0,0x023dfdedcfb50385c8c24fd86489a7f016633219c66583c71f154d7af99c6b51,Vyper
311,vyperlang,vyperlang/devconnect2023,,1.0,,4.0,0x023dfdedcfb50385c8c24fd86489a7f016633219c66583c71f154d7af99c6b51,Vyper
312,vu3th,vu3th/vue-dapp,MIT,178.0,47.0,39.0,0xe237610298218749548a170de7784f05fbfc33497558142eb76d366e5f3aafe1,Vue Dapp
313,vu3th,vu3th/vue3-dapp-starter,,27.0,14.0,7.0,0xe237610298218749548a170de7784f05fbfc33497558142eb76d366e5f3aafe1,Vue Dapp
