,project,repo,license,Total Stars,Total Forks,Total Contributors,Project ID,Project Name
2765,gelato,gelatodigital/dsa-connectors,MIT,1.0,,0.0,0xdb2312b8fbf29ccf68c0b22ee4d2d9dfcf192d32cd86c58d9bc5cfd610783084,Gelato
2766,gelato,gelatodigital/dutchxui,,,1.0,2.0,0xdb2312b8fbf29ccf68c0b22ee4d2d9dfcf192d32cd86c58d9bc5cfd610783084,Gelato
2767,gelato,gelatodigital/eth-muc-gelato,,,,3.0,0xdb2312b8fbf29ccf68c0b22ee4d2d9dfcf192d32cd86c58d9bc5cfd610783084,Gelato
2768,gelato,gelatodigital/furu-limit-order-handler,,2.0,2.0,4.0,0xdb2312b8fbf29ccf68c0b22ee4d2d9dfcf192d32cd86c58d9bc5cfd610783084,Gelato
2769,gelato,gelatodigital/g-uni-aave-oracle,,,2.0,1.0,0xdb2312b8fbf29ccf68c0b22ee4d2d9dfcf192d32cd86c58d9bc5cfd610783084,Gelato
2770,gelato,gelatodigital/g-uni-docs,,5.0,4.0,6.0,0xdb2312b8fbf29ccf68c0b22ee4d2d9dfcf192d32cd86c58d9bc5cfd610783084,Gelato
2771,gelato,gelatodigital/g-uni-v1-core,,25.0,10.0,4.0,0xdb2312b8fbf29ccf68c0b22ee4d2d9dfcf192d32cd86c58d9bc5cfd610783084,Gelato
2772,gelato,gelatodigital/gasless-cctp,MIT,2.0,2.0,3.0,0xdb2312b8fbf29ccf68c0b22ee4d2d9dfcf192d32cd86c58d9bc5cfd610783084,Gelato
2773,gelato,gelatodigital/gasless-cctp-frontend,,,,1.0,0xdb2312b8fbf29ccf68c0b22ee4d2d9dfcf192d32cd86c58d9bc5cfd610783084,Gelato
2774,gelato,gelatodigital/gasless-nft,,,,2.0,0xdb2312b8fbf29ccf68c0b22ee4d2d9dfcf192d32cd86c58d9bc5cfd610783084,Gelato
2775,gelato,gelatodigital/gasless-transaction-demo-app,,1.0,,1.0,0xdb2312b8fbf29ccf68c0b22ee4d2d9dfcf192d32cd86c58d9bc5cfd610783084,Gelato
2776,gelato,gelatodigital/gasless-wallet,,5.0,2.0,4.0,0xdb2312b8fbf29ccf68c0b22ee4d2d9dfcf192d32cd86c58d9bc5cfd610783084,Gelato
2777,gelato,gelatodigital/gel-circulating-supply-resolver,MIT,,,1.0,0xdb2312b8fbf29ccf68c0b22ee4d2d9dfcf192d32cd86c58d9bc5cfd610783084,Gelato
2778,gelato,gelatodigital/gelato-automate-foundry-template,,2.0,1.0,2.0,0xdb2312b8fbf29ccf68c0b22ee4d2d9dfcf192d32cd86c58d9bc5cfd610783084,Gelato
2779,gelato,gelatodigital/gelato-chi,,12.0,4.0,3.0,0xdb2312b8fbf29ccf68c0b22ee4d2d9dfcf192d32cd86c58d9bc5cfd610783084,Gelato
2780,gelato,gelatodigital/gelato-core-contracts,,12.0,7.0,4.0,0xdb2312b8fbf29ccf68c0b22ee4d2d9dfcf192d32cd86c58d9bc5cfd610783084,Gelato
2781,gelato,gelatodigital/gelato-dca,,1.0,,5.0,0xdb2312b8fbf29ccf68c0b22ee4d2d9dfcf192d32cd86c58d9bc5cfd610783084,Gelato
2782,gelato,gelatodigital/gelato-instadapp-ui,,1.0,2.0,2.0,0xdb2312b8fbf29ccf68c0b22ee4d2d9dfcf192d32cd86c58d9bc5cfd610783084,Gelato
2783,gelato,gelatodigital/gelato-network,MIT,234.0,29.0,10.0,0xdb2312b8fbf29ccf68c0b22ee4d2d9dfcf192d32cd86c58d9bc5cfd610783084,Gelato
2784,gelato,gelatodigital/gelato-omen,,4.0,2.0,4.0,0xdb2312b8fbf29ccf68c0b22ee4d2d9dfcf192d32cd86c58d9bc5cfd610783084,Gelato
2785,gelato,gelatodigital/gelato-perps-use-cases,,,,1.0,0xdb2312b8fbf29ccf68c0b22ee4d2d9dfcf192d32cd86c58d9bc5cfd610783084,Gelato
2786,gelato,gelatodigital/gelato-polywrap-template,,5.0,1.0,1.0,0xdb2312b8fbf29ccf68c0b22ee4d2d9dfcf192d32cd86c58d9bc5cfd610783084,Gelato
2787,gelato,gelatodigital/gelato-relay-foundry-template,,1.0,1.0,1.0,0xdb2312b8fbf29ccf68c0b22ee4d2d9dfcf192d32cd86c58d9bc5cfd610783084,Gelato
2788,gelato,gelatodigital/gelato-safe-module,,15.0,1.0,2.0,0xdb2312b8fbf29ccf68c0b22ee4d2d9dfcf192d32cd86c58d9bc5cfd610783084,Gelato
2789,gelato,gelatodigital/gelato-subgraph,,3.0,2.0,3.0,0xdb2312b8fbf29ccf68c0b22ee4d2d9dfcf192d32cd86c58d9bc5cfd610783084,Gelato
2790,gelato,gelatodigital/gelato-test-kit,,2.0,3.0,1.0,0xdb2312b8fbf29ccf68c0b22ee4d2d9dfcf192d32cd86c58d9bc5cfd610783084,Gelato
2791,gelato,gelatodigital/gelato-thirdweb-relay,,1.0,,1.0,0xdb2312b8fbf29ccf68c0b22ee4d2d9dfcf192d32cd86c58d9bc5cfd610783084,Gelato
2792,gelato,gelatodigital/gelato-tutorial,,3.0,1.0,3.0,0xdb2312b8fbf29ccf68c0b22ee4d2d9dfcf192d32cd86c58d9bc5cfd610783084,Gelato
2793,gelato,gelatodigital/gelato-uniswap,,178.0,37.0,8.0,0xdb2312b8fbf29ccf68c0b22ee4d2d9dfcf192d32cd86c58d9bc5cfd610783084,Gelato
2794,gelato,gelatodigital/gelato-user-proxy,,,1.0,2.0,0xdb2312b8fbf29ccf68c0b22ee4d2d9dfcf192d32cd86c58d9bc5cfd610783084,Gelato
2795,gelato,gelatodigital/gnosis-protocol-automations,,4.0,3.0,3.0,0xdb2312b8fbf29ccf68c0b22ee4d2d9dfcf192d32cd86c58d9bc5cfd610783084,Gelato
2796,gelato,gelatodigital/hello-world,,2.0,1.0,3.0,0xdb2312b8fbf29ccf68c0b22ee4d2d9dfcf192d32cd86c58d9bc5cfd610783084,Gelato
2797,gelato,gelatodigital/job-board,,1.0,1.0,1.0,0xdb2312b8fbf29ccf68c0b22ee4d2d9dfcf192d32cd86c58d9bc5cfd610783084,Gelato
2798,gelato,gelatodigital/koru-dao-contracts,,13.0,4.0,3.0,0xdb2312b8fbf29ccf68c0b22ee4d2d9dfcf192d32cd86c58d9bc5cfd610783084,Gelato
2799,gelato,gelatodigital/koru-dao-ui,,4.0,4.0,5.0,0xdb2312b8fbf29ccf68c0b22ee4d2d9dfcf192d32cd86c58d9bc5cfd610783084,Gelato
2800,gelato,gelatodigital/lensgpt,,3.0,,2.0,0xdb2312b8fbf29ccf68c0b22ee4d2d9dfcf192d32cd86c58d9bc5cfd610783084,Gelato
2801,gelato,gelatodigital/limit-orders-lib,GPL-3.0,26.0,12.0,14.0,0xdb2312b8fbf29ccf68c0b22ee4d2d9dfcf192d32cd86c58d9bc5cfd610783084,Gelato
2802,gelato,gelatodigital/metabox-sdk-hello-world,,,,1.0,0xdb2312b8fbf29ccf68c0b22ee4d2d9dfcf192d32cd86c58d9bc5cfd610783084,Gelato
2803,gelato,gelatodigital/nxtp,MIT,1.0,,0.0,0xdb2312b8fbf29ccf68c0b22ee4d2d9dfcf192d32cd86c58d9bc5cfd610783084,Gelato
2804,gelato,gelatodigital/off-chain-resolver-examples,,3.0,3.0,3.0,0xdb2312b8fbf29ccf68c0b22ee4d2d9dfcf192d32cd86c58d9bc5cfd610783084,Gelato
2805,gelato,gelatodigital/off-chain-resolver-template,,9.0,2.0,3.0,0xdb2312b8fbf29ccf68c0b22ee4d2d9dfcf192d32cd86c58d9bc5cfd610783084,Gelato
2806,gelato,gelatodigital/ops-twap-oracle,,,,1.0,0xdb2312b8fbf29ccf68c0b22ee4d2d9dfcf192d32cd86c58d9bc5cfd610783084,Gelato
2807,gelato,gelatodigital/optimism,MIT,,,,0xdb2312b8fbf29ccf68c0b22ee4d2d9dfcf192d32cd86c58d9bc5cfd610783084,Gelato
2808,gelato,gelatodigital/oracle-aggregator,,,3.0,6.0,0xdb2312b8fbf29ccf68c0b22ee4d2d9dfcf192d32cd86c58d9bc5cfd610783084,Gelato
2809,gelato,gelatodigital/price-aggregators,,1.0,,0.0,0xdb2312b8fbf29ccf68c0b22ee4d2d9dfcf192d32cd86c58d9bc5cfd610783084,Gelato
2810,gelato,gelatodigital/protocol-v2,NOASSERTION,,,,0xdb2312b8fbf29ccf68c0b22ee4d2d9dfcf192d32cd86c58d9bc5cfd610783084,Gelato
2811,gelato,gelatodigital/pyth-poc,,,,1.0,0xdb2312b8fbf29ccf68c0b22ee4d2d9dfcf192d32cd86c58d9bc5cfd610783084,Gelato
2812,gelato,gelatodigital/range-orders-lib,GPL-3.0,,,2.0,0xdb2312b8fbf29ccf68c0b22ee4d2d9dfcf192d32cd86c58d9bc5cfd610783084,Gelato
2813,gelato,gelatodigital/range-orders-subgraph,,,,2.0,0xdb2312b8fbf29ccf68c0b22ee4d2d9dfcf192d32cd86c58d9bc5cfd610783084,Gelato
2814,gelato,gelatodigital/react-ui-demo,,,,1.0,0xdb2312b8fbf29ccf68c0b22ee4d2d9dfcf192d32cd86c58d9bc5cfd610783084,Gelato
2815,gelato,gelatodigital/rel-gasless-nft-usdc-example,,1.0,,2.0,0xdb2312b8fbf29ccf68c0b22ee4d2d9dfcf192d32cd86c58d9bc5cfd610783084,Gelato
2816,gelato,gelatodigital/rel-swap-fee-token,,,,2.0,0xdb2312b8fbf29ccf68c0b22ee4d2d9dfcf192d32cd86c58d9bc5cfd610783084,Gelato
2817,gelato,gelatodigital/relay-acme-safe-gelato-poc,,,,1.0,0xdb2312b8fbf29ccf68c0b22ee4d2d9dfcf192d32cd86c58d9bc5cfd610783084,Gelato
2818,gelato,gelatodigital/relay-base-nft-mint,,,,1.0,0xdb2312b8fbf29ccf68c0b22ee4d2d9dfcf192d32cd86c58d9bc5cfd610783084,Gelato
2819,gelato,gelatodigital/relay-concurrent-erc2771,,,,1.0,0xdb2312b8fbf29ccf68c0b22ee4d2d9dfcf192d32cd86c58d9bc5cfd610783084,Gelato
2820,gelato,gelatodigital/relay-context-contracts,,6.0,4.0,4.0,0xdb2312b8fbf29ccf68c0b22ee4d2d9dfcf192d32cd86c58d9bc5cfd610783084,Gelato
2821,gelato,gelatodigital/relay-contracts,,4.0,,8.0,0xdb2312b8fbf29ccf68c0b22ee4d2d9dfcf192d32cd86c58d9bc5cfd610783084,Gelato
2822,gelato,gelatodigital/relay-docs-examples,,7.0,3.0,2.0,0xdb2312b8fbf29ccf68c0b22ee4d2d9dfcf192d32cd86c58d9bc5cfd610783084,Gelato
2823,gelato,gelatodigital/relay-eoa-session-key-contracts,,,,1.0,0xdb2312b8fbf29ccf68c0b22ee4d2d9dfcf192d32cd86c58d9bc5cfd610783084,Gelato
2824,gelato,gelatodigital/relay-eoa-session-key-ui,,,,1.0,0xdb2312b8fbf29ccf68c0b22ee4d2d9dfcf192d32cd86c58d9bc5cfd610783084,Gelato
2825,gelato,gelatodigital/relay-example-unit-tests,,6.0,1.0,3.0,0xdb2312b8fbf29ccf68c0b22ee4d2d9dfcf192d32cd86c58d9bc5cfd610783084,Gelato
2826,gelato,gelatodigital/relay-examples-frontend-backend-v5,,1.0,,1.0,0xdb2312b8fbf29ccf68c0b22ee4d2d9dfcf192d32cd86c58d9bc5cfd610783084,Gelato
2827,gelato,gelatodigital/relay-gasless-contract-deploy,,,,1.0,0xdb2312b8fbf29ccf68c0b22ee4d2d9dfcf192d32cd86c58d9bc5cfd610783084,Gelato
2828,gelato,gelatodigital/relay-linea-nft-mint,,,,2.0,0xdb2312b8fbf29ccf68c0b22ee4d2d9dfcf192d32cd86c58d9bc5cfd610783084,Gelato
2829,gelato,gelatodigital/relay-react-native,,,,1.0,0xdb2312b8fbf29ccf68c0b22ee4d2d9dfcf192d32cd86c58d9bc5cfd610783084,Gelato
2830,gelato,gelatodigital/relay-safe-examples,,3.0,,1.0,0xdb2312b8fbf29ccf68c0b22ee4d2d9dfcf192d32cd86c58d9bc5cfd610783084,Gelato
2831,gelato,gelatodigital/relay-safe-session-key-contracts,,2.0,,1.0,0xdb2312b8fbf29ccf68c0b22ee4d2d9dfcf192d32cd86c58d9bc5cfd610783084,Gelato
2832,gelato,gelatodigital/relay-safe-session-key-ui,,,1.0,1.0,0xdb2312b8fbf29ccf68c0b22ee4d2d9dfcf192d32cd86c58d9bc5cfd610783084,Gelato
2833,gelato,gelatodigital/relay-sdk,,30.0,12.0,11.0,0xdb2312b8fbf29ccf68c0b22ee4d2d9dfcf192d32cd86c58d9bc5cfd610783084,Gelato
2834,gelato,gelatodigital/relay-session-keys-master,,,,1.0,0xdb2312b8fbf29ccf68c0b22ee4d2d9dfcf192d32cd86c58d9bc5cfd610783084,Gelato
2835,gelato,gelatodigital/relay-sponsored-nft-mint,,,,1.0,0xdb2312b8fbf29ccf68c0b22ee4d2d9dfcf192d32cd86c58d9bc5cfd610783084,Gelato
2836,gelato,gelatodigital/relay-uses-cases-demos,,,,2.0,0xdb2312b8fbf29ccf68c0b22ee4d2d9dfcf192d32cd86c58d9bc5cfd610783084,Gelato
2837,gelato,gelatodigital/safe-modules,LGPL-3.0,,,1.0,0xdb2312b8fbf29ccf68c0b22ee4d2d9dfcf192d32cd86c58d9bc5cfd610783084,Gelato
2838,gelato,gelatodigital/snapshot-strategies,MIT,1.0,,0.0,0xdb2312b8fbf29ccf68c0b22ee4d2d9dfcf192d32cd86c58d9bc5cfd610783084,Gelato
2839,gelato,gelatodigital/swap-orders-lib,,31.0,28.0,8.0,0xdb2312b8fbf29ccf68c0b22ee4d2d9dfcf192d32cd86c58d9bc5cfd610783084,Gelato
2840,gelato,gelatodigital/triggered,,,1.0,3.0,0xdb2312b8fbf29ccf68c0b22ee4d2d9dfcf192d32cd86c58d9bc5cfd610783084,Gelato
2841,gelato,gelatodigital/triggered-oz,,5.0,4.0,2.0,0xdb2312b8fbf29ccf68c0b22ee4d2d9dfcf192d32cd86c58d9bc5cfd610783084,Gelato
2842,gelato,gelatodigital/ui-fund-proxy,,,,1.0,0xdb2312b8fbf29ccf68c0b22ee4d2d9dfcf192d32cd86c58d9bc5cfd610783084,Gelato
2843,gelato,gelatodigital/uni-v3-range-orders,,4.0,,2.0,0xdb2312b8fbf29ccf68c0b22ee4d2d9dfcf192d32cd86c58d9bc5cfd610783084,Gelato
2844,gelato,gelatodigital/w3f-automated-bribing,MIT,2.0,,1.0,0xdb2312b8fbf29ccf68c0b22ee4d2d9dfcf192d32cd86c58d9bc5cfd610783084,Gelato
2845,gelato,gelatodigital/w3f-automated-claiming,,,,1.0,0xdb2312b8fbf29ccf68c0b22ee4d2d9dfcf192d32cd86c58d9bc5cfd610783084,Gelato
2846,gelato,gelatodigital/w3f-automated-topup,,,,1.0,0xdb2312b8fbf29ccf68c0b22ee4d2d9dfcf192d32cd86c58d9bc5cfd610783084,Gelato
2847,gelato,gelatodigital/w3f-bprotocol-liquidation,,,,1.0,0xdb2312b8fbf29ccf68c0b22ee4d2d9dfcf192d32cd86c58d9bc5cfd610783084,Gelato
2848,gelato,gelatodigital/w3f-created-task-from-contract,,,,1.0,0xdb2312b8fbf29ccf68c0b22ee4d2d9dfcf192d32cd86c58d9bc5cfd610783084,Gelato
2849,gelato,gelatodigital/w3f-enzyme-poc,,1.0,,1.0,0xdb2312b8fbf29ccf68c0b22ee4d2d9dfcf192d32cd86c58d9bc5cfd610783084,Gelato
2850,gelato,gelatodigital/w3f-fee-consolidator,,1.0,,1.0,0xdb2312b8fbf29ccf68c0b22ee4d2d9dfcf192d32cd86c58d9bc5cfd610783084,Gelato
2851,gelato,gelatodigital/w3f-lensgpt-tutorial,,2.0,,2.0,0xdb2312b8fbf29ccf68c0b22ee4d2d9dfcf192d32cd86c58d9bc5cfd610783084,Gelato
2852,gelato,gelatodigital/w3f-pyth-poc-v2,,1.0,4.0,6.0,0xdb2312b8fbf29ccf68c0b22ee4d2d9dfcf192d32cd86c58d9bc5cfd610783084,Gelato
2853,gelato,gelatodigital/w3f-red-stone-poc-v2,,,,2.0,0xdb2312b8fbf29ccf68c0b22ee4d2d9dfcf192d32cd86c58d9bc5cfd610783084,Gelato
2854,gelato,gelatodigital/w3f-shared-storage-between-tasks-polybase,,,,2.0,0xdb2312b8fbf29ccf68c0b22ee4d2d9dfcf192d32cd86c58d9bc5cfd610783084,Gelato
2855,gelato,gelatodigital/w3f-task-creation,MIT,,,1.0,0xdb2312b8fbf29ccf68c0b22ee4d2d9dfcf192d32cd86c58d9bc5cfd610783084,Gelato
2856,gelato,gelatodigital/w3f-use-cases-demos,,,,3.0,0xdb2312b8fbf29ccf68c0b22ee4d2d9dfcf192d32cd86c58d9bc5cfd610783084,Gelato
2857,gelato,gelatodigital/w3f-zksync-workshop,MIT,1.0,,1.0,0xdb2312b8fbf29ccf68c0b22ee4d2d9dfcf192d32cd86c58d9bc5cfd610783084,Gelato
2858,gelato,gelatodigital/web3-functions-demo-app,,2.0,,2.0,0xdb2312b8fbf29ccf68c0b22ee4d2d9dfcf192d32cd86c58d9bc5cfd610783084,Gelato
2859,gelato,gelatodigital/web3-functions-hardhat-template,,9.0,10.0,5.0,0xdb2312b8fbf29ccf68c0b22ee4d2d9dfcf192d32cd86c58d9bc5cfd610783084,Gelato
2860,gelato,gelatodigital/web3-functions-sdk,,15.0,7.0,7.0,0xdb2312b8fbf29ccf68c0b22ee4d2d9dfcf192d32cd86c58d9bc5cfd610783084,Gelato
2861,gelato,gelatodigital/web3-functions-template,,25.0,14.0,7.0,0xdb2312b8fbf29ccf68c0b22ee4d2d9dfcf192d32cd86c58d9bc5cfd610783084,Gelato
2862,gelato,gelatodigital/welltimed,,1.0,2.0,7.0,0xdb2312b8fbf29ccf68c0b22ee4d2d9dfcf192d32cd86c58d9bc5cfd610783084,Gelato
2863,gelato,gelatodigital/yearn-saver,,3.0,1.0,2.0,0xdb2312b8fbf29ccf68c0b22ee4d2d9dfcf192d32cd86c58d9bc5cfd610783084,Gelato
2864,gashawk-corpus-io,corpus-io/gashawk-sdk,,5.0,2.0,3.0,0x6f6e00c81aeb5d79b12ca07b1e301e64da9d17be6300d9d7f5008ceefdeac7ca,GasHawk
2865,gashawk-corpus-io,corpus-io/gashawk-workshop,,,,2.0,0x6f6e00c81aeb5d79b12ca07b1e301e64da9d17be6300d9d7f5008ceefdeac7ca,GasHawk
2866,frame-floating,floating/frame,GPL-3.0,976.0,143.0,203.0,0xdb768783fabfa13b0755542de7af4cb1d4a0c3e0b52ba68069c5d06b3718b7d5,Frame
2867,fractal-visions,fractal-visions/fractalvisions.github,,,,,0xb786a6a7dfc293642c60cb34e00d2f5286aad6bc7e3d9c99f83493b44e7934e9,Fractal Visions
2868,foundry,foundry-rs/.github,,,1.0,1.0,0x86fdabe5c2a67af3c291ce7acb008088e21f99f3f6f1d464b28e9a8c2034455b,foundry
2869,foundry,foundry-rs/block-explorers,Apache-2.0,17.0,4.0,3.0,0x86fdabe5c2a67af3c291ce7acb008088e21f99f3f6f1d464b28e9a8c2034455b,foundry
2870,foundry,foundry-rs/book,Apache-2.0,632.0,462.0,321.0,0x86fdabe5c2a67af3c291ce7acb008088e21f99f3f6f1d464b28e9a8c2034455b,foundry
2871,foundry,foundry-rs/compilers,Apache-2.0,29.0,5.0,6.0,0x86fdabe5c2a67af3c291ce7acb008088e21f99f3f6f1d464b28e9a8c2034455b,foundry
2872,foundry,foundry-rs/forge-std,Apache-2.0,707.0,270.0,181.0,0x86fdabe5c2a67af3c291ce7acb008088e21f99f3f6f1d464b28e9a8c2034455b,foundry
2873,foundry,foundry-rs/forge-template,Unlicense,357.0,153.0,27.0,0x86fdabe5c2a67af3c291ce7acb008088e21f99f3f6f1d464b28e9a8c2034455b,foundry
2874,foundry,foundry-rs/foundry,Apache-2.0,6912.0,1244.0,1274.0,0x86fdabe5c2a67af3c291ce7acb008088e21f99f3f6f1d464b28e9a8c2034455b,foundry
2875,foundry,foundry-rs/foundry-rust-template,,208.0,26.0,9.0,0x86fdabe5c2a67af3c291ce7acb008088e21f99f3f6f1d464b28e9a8c2034455b,foundry
2876,foundry,foundry-rs/foundry-toolchain,Apache-2.0,173.0,84.0,26.0,0x86fdabe5c2a67af3c291ce7acb008088e21f99f3f6f1d464b28e9a8c2034455b,foundry
2877,foundry,foundry-rs/getfoundry.sh,,15.0,3.0,2.0,0x86fdabe5c2a67af3c291ce7acb008088e21f99f3f6f1d464b28e9a8c2034455b,foundry
2878,foundry,foundry-rs/hardhat,NOASSERTION,88.0,18.0,15.0,0x86fdabe5c2a67af3c291ce7acb008088e21f99f3f6f1d464b28e9a8c2034455b,foundry
2879,foundry,foundry-rs/hardhat-foundry-template,Apache-2.0,233.0,61.0,10.0,0x86fdabe5c2a67af3c291ce7acb008088e21f99f3f6f1d464b28e9a8c2034455b,foundry
2880,foundry,foundry-rs/setup-snfoundry,MIT,4.0,2.0,8.0,0x86fdabe5c2a67af3c291ce7acb008088e21f99f3f6f1d464b28e9a8c2034455b,foundry
2881,foundry,foundry-rs/starknet-foundry,MIT,211.0,103.0,58.0,0x86fdabe5c2a67af3c291ce7acb008088e21f99f3f6f1d464b28e9a8c2034455b,foundry
2882,foundry,foundry-rs/starknet_forge_template,,14.0,2.0,3.0,0x86fdabe5c2a67af3c291ce7acb008088e21f99f3f6f1d464b28e9a8c2034455b,foundry
2883,foundry,foundry-rs/asdf-starknet-foundry,MIT,2.0,,2.0,0x86fdabe5c2a67af3c291ce7acb008088e21f99f3f6f1d464b28e9a8c2034455b,foundry
2884,foundry,foundry-rs/hardhatinfoundry,,,,,0x86fdabe5c2a67af3c291ce7acb008088e21f99f3f6f1d464b28e9a8c2034455b,foundry
2885,flipside-crypto,flipsidecrypto/op-attestation-research,MIT,,1.0,0.0,0x377e4881a89878f1086735552bb4f83d362683e86c8b2d68126eeb726bc684bb,Flipside Crypto
2886,flipside-crypto,flipsidecrypto/rmarkdown-template,MIT,,2.0,1.0,0x377e4881a89878f1086735552bb4f83d362683e86c8b2d68126eeb726bc684bb,Flipside Crypto
2887,flipside-crypto,flipsidecrypto/sol-bonk-review,MIT,,1.0,2.0,0x377e4881a89878f1086735552bb4f83d362683e86c8b2d68126eeb726bc684bb,Flipside Crypto
2888,flipside-crypto,flipsidecrypto/airdrop_churn,,,,1.0,0x377e4881a89878f1086735552bb4f83d362683e86c8b2d68126eeb726bc684bb,Flipside Crypto
2889,flipside-crypto,flipsidecrypto/algorand-models,MIT,1.0,,3.0,0x377e4881a89878f1086735552bb4f83d362683e86c8b2d68126eeb726bc684bb,Flipside Crypto
2890,flipside-crypto,flipsidecrypto/analytics-workflow-templates,MIT,3.0,,8.0,0x377e4881a89878f1086735552bb4f83d362683e86c8b2d68126eeb726bc684bb,Flipside Crypto
2891,flipside-crypto,flipsidecrypto/arbitrum-models,MIT,1.0,,11.0,0x377e4881a89878f1086735552bb4f83d362683e86c8b2d68126eeb726bc684bb,Flipside Crypto
2892,flipside-crypto,flipsidecrypto/avalanche-models,MIT,2.0,1.0,13.0,0x377e4881a89878f1086735552bb4f83d362683e86c8b2d68126eeb726bc684bb,Flipside Crypto
2893,flipside-crypto,flipsidecrypto/axelar-models,MIT,,,11.0,0x377e4881a89878f1086735552bb4f83d362683e86c8b2d68126eeb726bc684bb,Flipside Crypto
2894,flipside-crypto,flipsidecrypto/badger,MIT,23.0,1.0,5.0,0x377e4881a89878f1086735552bb4f83d362683e86c8b2d68126eeb726bc684bb,Flipside Crypto
2895,flipside-crypto,flipsidecrypto/base-models,MIT,1.0,,7.0,0x377e4881a89878f1086735552bb4f83d362683e86c8b2d68126eeb726bc684bb,Flipside Crypto
2896,flipside-crypto,flipsidecrypto/bsc-models,MIT,3.0,1.0,11.0,0x377e4881a89878f1086735552bb4f83d362683e86c8b2d68126eeb726bc684bb,Flipside Crypto
2897,flipside-crypto,flipsidecrypto/chainwalkers-utils,,,,3.0,0x377e4881a89878f1086735552bb4f83d362683e86c8b2d68126eeb726bc684bb,Flipside Crypto
2898,flipside-crypto,flipsidecrypto/chainwalkers_bitcoin,,3.0,1.0,4.0,0x377e4881a89878f1086735552bb4f83d362683e86c8b2d68126eeb726bc684bb,Flipside Crypto
2899,flipside-crypto,flipsidecrypto/cosanostra,,2.0,1.0,3.0,0x377e4881a89878f1086735552bb4f83d362683e86c8b2d68126eeb726bc684bb,Flipside Crypto
2900,flipside-crypto,flipsidecrypto/cosmos-models,MIT,,1.0,8.0,0x377e4881a89878f1086735552bb4f83d362683e86c8b2d68126eeb726bc684bb,Flipside Crypto
2901,flipside-crypto,flipsidecrypto/crosschain-models,MIT,4.0,4.0,18.0,0x377e4881a89878f1086735552bb4f83d362683e86c8b2d68126eeb726bc684bb,Flipside Crypto
2902,flipside-crypto,flipsidecrypto/databridge-elixir-client,,,,2.0,0x377e4881a89878f1086735552bb4f83d362683e86c8b2d68126eeb726bc684bb,Flipside Crypto
2903,flipside-crypto,flipsidecrypto/eth_activity,MIT,3.0,1.0,4.0,0x377e4881a89878f1086735552bb4f83d362683e86c8b2d68126eeb726bc684bb,Flipside Crypto
2904,flipside-crypto,flipsidecrypto/ethereum-models,MIT,14.0,6.0,25.0,0x377e4881a89878f1086735552bb4f83d362683e86c8b2d68126eeb726bc684bb,Flipside Crypto
2905,flipside-crypto,flipsidecrypto/ethscore,,3.0,,1.0,0x377e4881a89878f1086735552bb4f83d362683e86c8b2d68126eeb726bc684bb,Flipside Crypto
2906,flipside-crypto,flipsidecrypto/ethusdc-retroactive,,9.0,2.0,1.0,0x377e4881a89878f1086735552bb4f83d362683e86c8b2d68126eeb726bc684bb,Flipside Crypto
2907,flipside-crypto,flipsidecrypto/external-models,MIT,,,4.0,0x377e4881a89878f1086735552bb4f83d362683e86c8b2d68126eeb726bc684bb,Flipside Crypto
2908,flipside-crypto,flipsidecrypto/flip,MIT,5.0,1.0,2.0,0x377e4881a89878f1086735552bb4f83d362683e86c8b2d68126eeb726bc684bb,Flipside Crypto
2909,flipside-crypto,flipsidecrypto/flip-rpc-client-go,,,,3.0,0x377e4881a89878f1086735552bb4f83d362683e86c8b2d68126eeb726bc684bb,Flipside Crypto
2910,flipside-crypto,flipsidecrypto/flip-rpc-client-python,,,,4.0,0x377e4881a89878f1086735552bb4f83d362683e86c8b2d68126eeb726bc684bb,Flipside Crypto
2911,flipside-crypto,flipsidecrypto/flipside-js,MIT,4.0,1.0,10.0,0x377e4881a89878f1086735552bb4f83d362683e86c8b2d68126eeb726bc684bb,Flipside Crypto
2912,flipside-crypto,flipsidecrypto/flow-models,MIT,3.0,,9.0,0x377e4881a89878f1086735552bb4f83d362683e86c8b2d68126eeb726bc684bb,Flipside Crypto
2913,flipside-crypto,flipsidecrypto/gitbook,,,5.0,26.0,0x377e4881a89878f1086735552bb4f83d362683e86c8b2d68126eeb726bc684bb,Flipside Crypto
2914,flipside-crypto,flipsidecrypto/gnosis-models,MIT,1.0,,11.0,0x377e4881a89878f1086735552bb4f83d362683e86c8b2d68126eeb726bc684bb,Flipside Crypto
2915,flipside-crypto,flipsidecrypto/go-aws-config,,,,2.0,0x377e4881a89878f1086735552bb4f83d362683e86c8b2d68126eeb726bc684bb,Flipside Crypto
2916,flipside-crypto,flipsidecrypto/go-data-bridge-client,,,,3.0,0x377e4881a89878f1086735552bb4f83d362683e86c8b2d68126eeb726bc684bb,Flipside Crypto
2917,flipside-crypto,flipsidecrypto/hopdrop,MIT,,1.0,1.0,0x377e4881a89878f1086735552bb4f83d362683e86c8b2d68126eeb726bc684bb,Flipside Crypto
2918,flipside-crypto,flipsidecrypto/iou,,,,3.0,0x377e4881a89878f1086735552bb4f83d362683e86c8b2d68126eeb726bc684bb,Flipside Crypto
