transaction_date,transaction_cnt,active_users,total_transferred,unique_users,retained_percent,daa_to_maa_ratio,total_transferred_in_tokens,cum_transferred
2024-12-26,77540.0,75893.0,1.5822705062835814e+20,2663.0,0.002569406928175194,0.07,158227.05062835815,9.288883231610145e+22
2024-12-27,45137.0,44220.0,1.2551736866291032e+20,373.0,0.004929895974672094,0.04,125517.36866291032,9.301434968476437e+22
2024-12-28,73745.0,71910.0,1.166792901389345e+20,2719.0,0.0028646919760812128,0.07,116679.29013893449,9.31310289749033e+22
2024-12-29,6029.0,2406.0,2.2244389466539827e+19,1774.0,0.08728179551122195,0.0,22244.389466539826,9.315327336436985e+22
2024-12-30,62330.0,60797.0,1.3541027203400552e+20,759.0,0.0032567396417586395,0.06,135410.27203400552,9.328868363640386e+22
2024-12-31,9497.0,6102.0,3.0629730437152236e+19,1732.0,0.032448377581120944,0.01,30629.730437152237,9.3319313366841e+22
2025-01-01,71863.0,66514.0,2.7649138275994668e+20,2660.0,0.002841507051147127,0.05,276491.3827599467,9.359580474960094e+22
2025-01-02,112259.0,108191.0,3.7807417201989236e+20,2097.0,0.0018208538603026129,0.09,378074.1720198924,9.397387892162084e+22
2025-01-03,105696.0,104395.0,2.7897469223087673e+20,644.0,0.0019253795679869726,0.08,278974.6922308767,9.425285361385171e+22
2025-01-04,113320.0,108536.0,2.0662859532129724e+20,2426.0,0.0019440554286135475,0.09,206628.59532129724,9.445948220917301e+22
2025-01-05,121161.0,112103.0,1.8880610497094618e+20,4571.0,0.0019000383575818666,0.09,188806.10497094618,9.464828831414395e+22
2025-01-06,80904.0,73754.0,1.1086738063146186e+20,2817.0,0.003023564823602788,0.06,110867.38063146186,9.475915569477541e+22
2025-01-07,7086.0,3650.0,2.2562706562306224e+19,1751.0,0.15232876712328766,0.0,22562.706562306223,9.478171840133772e+22
2025-01-08,2281.0,1160.0,1.2034776822563377e+19,545.0,0.21465517241379312,0.0,12034.776822563377,9.479375317816029e+22
2025-01-09,100153.0,96069.0,2.7265664896972315e+20,1950.0,0.0019152900519418335,0.08,272656.64896972314,9.506640982713001e+22
2025-01-10,162922.0,159221.0,1.660568934328039e+20,1851.0,0.0011179429849077697,0.13,166056.8934328039,9.523246672056282e+22
2025-01-11,180913.0,177596.0,6.503952008582251e+19,1605.0,0.0009684902813126421,0.14,65039.520085822514,9.529750624064863e+22
2025-01-12,167338.0,163710.0,4.8945758675608986e+19,1533.0,0.0009651212509926088,0.13,48945.75867560899,9.534645199932425e+22
2025-01-13,100008.0,96035.0,2.202560355309193e+20,2012.0,0.0013224345290779402,0.08,220256.03553091933,9.556670803485516e+22
2025-01-14,80768.0,75212.0,8.13360308833165e+19,2842.0,0.0015290113279795778,0.06,81336.0308833165,9.564804406573847e+22
2025-01-15,46977.0,44413.0,1.1222249193431309e+20,1264.0,0.0027469434624997186,0.04,112222.49193431309,9.576026655767279e+22
2025-01-16,1834.0,907.0,1.7794353842160218e+19,446.0,0.13120176405733186,0.0,17794.353842160217,9.577806091151496e+22
2025-01-17,52362.0,50117.0,9.83700303371883e+19,1029.0,0.001955424307121336,0.04,98370.0303371883,9.587643094185215e+22
