seed_repo_owner,seed_repo_name,package_name,package_repo_owner,package_repo_name,package_source
cryptosmartnow,bitsave_stylus,hyper-rustls,rustls,hyper-rustls,RUST
offchainlabs,stylus-by-example,hyper-rustls,rustls,hyper-rustls,RUST
offchainlabs,stylus-erc20-oz,tokio-native-tls,tokio-rs,tls,RUST
theblokc,arbdevbootcamp-reference,sc-istanbul,gotwarlost,istanbul,NPM
theblokc,arbdevbootcamp-reference,fast-json-stable-stringify,epoberezkin,fast-json-stable-stringify,NPM
solide-project,stylide,jsonwebtoken,keats,jsonwebtoken,RUST
fracton-ventures,nitro-gacha,jsonwebtoken,keats,jsonwebtoken,RUST
cryptosmartnow,bitsave_stylus,num-bigint,rust-num,num-bigint,RUST
offchainlabs,stylus-workshop-counter,hashbrown,rust-lang,hashbrown,RUST
fluidity-money,long.so,hashbrown,rust-lang,hashbrown,RUST
offchainlabs,stylus-erc20-oz,wyz,myrrlyn,wyz,RUST
theblokc,arbdevbootcamp-reference,lodash.merge,lodash,lodash,NPM
offchainlabs,stylus-by-example,@next/swc-darwin-x64,vercel,next.js,NPM
offchainlabs,stylus-erc721,is-ci,watson,is-ci,NPM
offchainlabs,stylus-erc721,decamelize-keys,sindresorhus,decamelize-keys,NPM
offchainlabs,stylus-by-example,json-parse-even-better-errors,npm,json-parse-even-better-errors,NPM
offchainlabs,stylus-erc721,@ensdomains/ens,ensdomains,ens,NPM
theblokc,arbdevbootcamp-reference,strip-hex-prefix,silentcicero,strip-hex-prefix,NPM
fluidity-money,long.so,echarts,apache,echarts,NPM
alt-research,nitro-near,github.com/cockroachdb/tokenbucket,cockroachdb,tokenbucket,GO
fluidity-money,long.so,@svgr/core,gregberge,svgr,NPM
theblokc,arbdevbootcamp-reference,@ethersproject/basex,ethers-io,ethers.js,NPM
offchainlabs,stylus-workshop-counter,parity-scale-codec,paritytech,parity-scale-codec,RUST
offchainlabs,stylus-quickstart-vending-machine,parity-scale-codec,paritytech,parity-scale-codec,RUST
blockscout,cargo-stylus-test-examples,windows_i686_gnu,microsoft,windows-rs,RUST
cryptosmartnow,bitsave_stylus,windows_i686_gnu,microsoft,windows-rs,RUST
offchainlabs,stylus-chess,byteorder,burntsushi,byteorder,RUST
cryptosmartnow,bs_arbitrum_main,byteorder,burntsushi,byteorder,RUST
offchainlabs,stylus-hello-world,precomputed-hash,emilio,precomputed-hash,RUST
cryptosmartnow,stylus_bitsave,precomputed-hash,emilio,precomputed-hash,RUST
dsrvlabs,arbiturm-stylus-solidity-compare,precomputed-hash,emilio,precomputed-hash,RUST
theblokc,arbdevbootcamp-reference,@esbuild/linux-riscv64,evanw,esbuild,NPM
offchainlabs,stylus-erc20-oz,form_urlencoded,servo,rust-url,RUST
offchainlabs,stylus-chess,sct,rustls,sct.rs,RUST
cryptosmartnow,bitsave_stylus,crc32fast,srijs,rust-crc32fast,RUST
offchainlabs,stylus-workshop-counter,enumset_derive,lymia,enumset,RUST
offchainlabs,stylus-erc721,@chainsafe/persistent-merkle-tree,chainsafe,persistent-merkle-tree,NPM
theblokc,arbdevbootcamp-reference,buffer-xor,crypto-browserify,buffer-xor,NPM
offchainlabs,stylus-quickstart-vending-machine,hashers,tmmcguire,hashers,RUST
blockscout,cargo-stylus-test-examples,anymatch,micromatch,anymatch,NPM
offchainlabs,stylus-by-example,escalade,lukeed,escalade,NPM
offchainlabs,stylus-erc20,escalade,lukeed,escalade,NPM
fluidity-money,long.so,swap-case,blakeembrey,change-case,NPM
offchainlabs,stylus-vending-machine,signature,rustcrypto,traits,RUST
alt-research,nitro,structopt,texitoi,structopt,RUST
offchainlabs,nitro,clru,marmeladema,clru-rs,RUST
offchainlabs,nitro,anstyle,rust-cli,anstyle,RUST
alt-research,nitro-near,anstyle,rust-cli,anstyle,RUST
offchainlabs,stylus-erc20,decamelize,sindresorhus,decamelize,NPM
theblokc,arbdevbootcamp-reference,chokidar,paulmillr,chokidar,NPM
solide-project,stylide,path-slash,rhysd,path-slash,RUST
offchainlabs,stylus-by-example,rustls-webpki,rustls,webpki,RUST
solide-project,stylide,webpki-roots,rustls,webpki-roots,RUST
offchainlabs,stylus-by-example,webpki-roots,rustls,webpki-roots,RUST
offchainlabs,stylus-erc20,escape-html,component,escape-html,NPM
alt-research,nitro-near,crossbeam-channel,crossbeam-rs,crossbeam,RUST
offchainlabs,stylus-erc20,oboe,jimhigson,oboe.js,NPM
offchainlabs,stylus-erc20-oz,security-framework-sys,kornelski,rust-security-framework,RUST
offchainlabs,stylus-vending-machine,autocfg,cuviper,autocfg,RUST
alt-research,nitro,bit-set,contain-rs,bit-set,RUST
cryptosmartnow,stylus_bitsave,bit-set,contain-rs,bit-set,RUST
alt-research,nitro-near,github.com/fjl/memsize,fjl,memsize,GO
theblokc,arbdevbootcamp-reference,wrap-ansi,chalk,wrap-ansi,NPM
blockscout,cargo-stylus-test-examples,wrap-ansi,chalk,wrap-ansi,NPM
offchainlabs,stylus-erc20-oz,strum,peternator7,strum,RUST
cryptosmartnow,bs_arbitrum_main,instant,sebcrozet,instant,RUST
dsrvlabs,arbiturm-stylus-solidity-compare,instant,sebcrozet,instant,RUST
cryptosmartnow,stylus_bitsave,smallvec,servo,rust-smallvec,RUST
offchainlabs,stylus-hello-world,smallvec,servo,rust-smallvec,RUST
seabrick,seabrick-contracts,smallvec,servo,rust-smallvec,RUST
theblokc,arbdevbootcamp-reference,smallvec,servo,rust-smallvec,RUST
offchainlabs,stylus-erc721,has-proto,inspect-js,has-proto,NPM
alt-research,nitro-near,unicode-segmentation,unicode-rs,unicode-segmentation,RUST
offchainlabs,stylus-workshop-nft,unicode-segmentation,unicode-rs,unicode-segmentation,RUST
offchainlabs,stylus-chess,fixedbitset,petgraph,fixedbitset,RUST
offchainlabs,stylus-by-example,@mdx-js/react,mdx-js,mdx,NPM
theblokc,arbdevbootcamp-reference,@esbuild/linux-mips64el,evanw,esbuild,NPM
offchainlabs,stylus-erc20-oz,winnow,winnow-rs,winnow,RUST
offchainlabs,stylus-erc20,spdx-license-ids,jslicense,spdx-license-ids,NPM
solide-project,stylide,unicode-ident,dtolnay,unicode-ident,RUST
offchainlabs,stylus-chess,unicode-ident,dtolnay,unicode-ident,RUST
offchainlabs,stylus-hello-world,unicode-ident,dtolnay,unicode-ident,RUST
dsrvlabs,arbiturm-stylus-solidity-compare,bzip2-sys,alexcrichton,bzip2-rs,RUST
solide-project,stylide,signal-hook-registry,vorner,signal-hook,RUST
dsrvlabs,arbiturm-stylus-solidity-compare,glob,rust-lang,glob,RUST
offchainlabs,stylus-hello-world,glob,rust-lang,glob,RUST
fracton-ventures,nitro-gacha,glob,rust-lang,glob,RUST
offchainlabs,stylus-erc721,ci-info,watson,ci-info,NPM
fluidity-money,long.so,@nodelib/fs.stat,nodelib,nodelib,NPM
offchainlabs,nitro,wasm-bindgen-macro,rustwasm,wasm-bindgen,RUST
seabrick,seabrick-contracts,wasm-bindgen-macro,rustwasm,wasm-bindgen,RUST
alt-research,nitro-near,wasm-bindgen-macro,rustwasm,wasm-bindgen,RUST
theblokc,arbdevbootcamp-reference,@esbuild/linux-arm,evanw,esbuild,NPM
alt-research,nitro-contracts-2.1.0,ahash,tkaitchuck,ahash,RUST
offchainlabs,stylus-erc721,@scure/bip39,paulmillr,scure-bip39,NPM
cryptosmartnow,bitsave_stylus,tap,myrrlyn,tap,RUST
offchainlabs,stylus-hello-world,tap,myrrlyn,tap,RUST
dsrvlabs,arbiturm-stylus-solidity-compare,tap,myrrlyn,tap,RUST
offchainlabs,nitro,pin-project-lite,taiki-e,pin-project-lite,RUST
offchainlabs,stylus-vending-machine,pin-project-lite,taiki-e,pin-project-lite,RUST
seabrick,seabrick-contracts,pin-project-lite,taiki-e,pin-project-lite,RUST
offchainlabs,stylus-vending-machine,pin-utils,rust-lang-nursery,pin-utils,RUST
offchainlabs,stylus-vending-machine,tracing-attributes,tokio-rs,tracing,RUST
fluidity-money,long.so,@types/babel__traverse,definitelytyped,definitelytyped,NPM
offchainlabs,stylus-chess,bzip2,trifectatechfoundation,bzip2-rs,RUST
offchainlabs,stylus-erc20,either,rayon-rs,either,RUST
offchainlabs,stylus-quickstart-vending-machine,either,rayon-rs,either,RUST
cryptosmartnow,stylus_bitsave,try-lock,seanmonstar,try-lock,RUST
offchainlabs,stylus-vending-machine,try-lock,seanmonstar,try-lock,RUST
fluidity-money,long.so,real-require,pinojs,real-require,NPM
blockscout,cargo-stylus-test-examples,const-oid,rustcrypto,formats,RUST
cryptosmartnow,bs_arbitrum_main,const-oid,rustcrypto,formats,RUST
dsrvlabs,arbiturm-stylus-solidity-compare,const-oid,rustcrypto,formats,RUST
fracton-ventures,nitro-gacha,const-oid,rustcrypto,formats,RUST
cryptosmartnow,bs_arbitrum_main,subtle,dalek-cryptography,subtle,RUST
dsrvlabs,arbiturm-stylus-solidity-compare,subtle,dalek-cryptography,subtle,RUST
seabrick,seabrick-contracts,subtle,dalek-cryptography,subtle,RUST
blockscout,cargo-stylus-test-examples,subtle,dalek-cryptography,subtle,RUST
fluidity-money,long.so,github.com/vektah/gqlparser/v2,vektah,gqlparser,GO
offchainlabs,stylus-erc20,req-from,sindresorhus,req-from,NPM
offchainlabs,stylus-erc721,req-from,sindresorhus,req-from,NPM
offchainlabs,stylus-workshop-counter,alloy,alloy-rs,alloy,RUST
alt-research,nitro-near,crossbeam-queue,crossbeam-rs,crossbeam,RUST
theblokc,arbdevbootcamp-reference,@types/react,definitelytyped,definitelytyped,NPM
alt-research,nitro,ciborium-io,enarx,ciborium,RUST
offchainlabs,stylus-erc721,@eslint-community/regexpp,eslint-community,regexpp,NPM
offchainlabs,stylus-by-example,@clack/core,bombshell-dev,clack,NPM
offchainlabs,stylus-erc20,callsites,sindresorhus,callsites,NPM
offchainlabs,nitro,miniz_oxide,frommi,miniz_oxide,RUST
seabrick,seabrick-contracts,miniz_oxide,frommi,miniz_oxide,RUST
alt-research,nitro,num_cpus,seanmonstar,num_cpus,RUST
teeeeeo9,basket-swap-stylus,num_cpus,seanmonstar,num_cpus,RUST
offchainlabs,stylus-erc20,htmlparser2,fb55,htmlparser2,NPM
offchainlabs,stylus-tutorials,@humanwhocodes/config-array,humanwhocodes,config-array,NPM
offchainlabs,stylus-erc20,acorn,acornjs,acorn,NPM
offchainlabs,stylus-english-auction,stylus-proc,offchainlabs,stylus-sdk-rs,RUST
offchainlabs,stylus-hello-world,stylus-proc,offchainlabs,stylus-sdk-rs,RUST
fluidity-money,long.so,@react-native/babel-preset,facebook,react-native,NPM
solide-project,stylide,prettyplease,dtolnay,prettyplease,RUST
offchainlabs,stylus-erc721,detect-indent,sindresorhus,detect-indent,NPM
offchainlabs,stylus-by-example,periscopic,rich-harris,periscopic,NPM
offchainlabs,stylus-by-example,ajv-keywords,epoberezkin,ajv-keywords,NPM
alt-research,nitro-near,chrono,chronotope,chrono,RUST
offchainlabs,stylus-by-example,kleur,lukeed,kleur,NPM
solide-project,stylide,mime,hyperium,mime,RUST
offchainlabs,stylus-tutorials,libm,rust-lang,libm,RUST
cryptosmartnow,bs_arbitrum_main,libm,rust-lang,libm,RUST
cryptosmartnow,bitsave_stylus,libm,rust-lang,libm,RUST
offchainlabs,stylus-chess,indenter,yaahc,indenter,RUST
seabrick,seabrick-contracts,indenter,yaahc,indenter,RUST
fluidity-money,long.so,@types/istanbul-lib-report,definitelytyped,definitelytyped,NPM
seabrick,seabrick-contracts,svm-rs,alloy-rs,svm-rs,RUST
fluidity-money,long.so,axe-core,dequelabs,axe-core,NPM
offchainlabs,stylus-erc721,readdirp,paulmillr,readdirp,NPM
offchainlabs,stylus-erc721,form-data,form-data,form-data,NPM
offchainlabs,stylus-english-auction,salsa20,rustcrypto,stream-ciphers,RUST
dsrvlabs,arbiturm-stylus-solidity-compare,salsa20,rustcrypto,stream-ciphers,RUST
offchainlabs,stylus-quickstart-vending-machine,futures,rust-lang,futures-rs,RUST
offchainlabs,stylus-erc20,ast-parents,hughsk,ast-parents,NPM
offchainlabs,stylus-chess,eyre,eyre-rs,eyre,RUST
offchainlabs,stylus-erc20,escape-string-regexp,sindresorhus,escape-string-regexp,NPM
cryptosmartnow,bs_arbitrum_main,ethers,gakonst,ethers-rs,RUST
offchainlabs,stylus-by-example,ethers,gakonst,ethers-rs,RUST
offchainlabs,stylus-erc20-oz,sec1,rustcrypto,formats,RUST
offchainlabs,stylus-vending-machine,sec1,rustcrypto,formats,RUST
offchainlabs,stylus-tutorials,windows_x86_64_msvc,microsoft,windows-rs,RUST
solide-project,stylide,windows_x86_64_msvc,microsoft,windows-rs,RUST
offchainlabs,stylus-erc20,windows_x86_64_msvc,microsoft,windows-rs,RUST
offchainlabs,stylus-erc20,read-pkg,sindresorhus,read-pkg,NPM
offchainlabs,stylus-workshop-counter,cranelift-codegen-meta,bytecodealliance,wasmtime,RUST
offchainlabs,stylus-chess,syn-solidity,alloy-rs,core,RUST
theblokc,arbdevbootcamp-reference,@types/chai-as-promised,definitelytyped,definitelytyped,NPM
alt-research,nitro-near,github.com/dlclark/regexp2,dlclark,regexp2,GO
fluidity-money,long.so,semver,dtolnay,semver,RUST
alt-research,nitro-near,semver,dtolnay,semver,RUST
theblokc,arbdevbootcamp-reference,mocha,mochajs,mocha,NPM
theblokc,arbdevbootcamp-reference,is-typed-array,inspect-js,is-typed-array,NPM
dsrvlabs,arbiturm-stylus-solidity-compare,tinyvec_macros,soveu,tinyvec_macros,RUST
offchainlabs,stylus-by-example,esrecurse,estools,esrecurse,NPM
blockscout,cargo-stylus-test-examples,@ethersproject/properties,ethers-io,ethers.js,NPM
fluidity-money,long.so,github.com/yusufpapurcu/wmi,yusufpapurcu,wmi,GO
cryptosmartnow,bs_arbitrum_main,fixed-hash,paritytech,parity-common,RUST
alt-research,nitro,fixed-hash,paritytech,parity-common,RUST
alt-research,nitro-near,rustc_version,djc,rustc-version-rs,RUST
offchainlabs,stylus-quickstart-vending-machine,crossbeam-epoch,crossbeam-rs,crossbeam,RUST
alt-research,nitro-contracts-2.1.0,crossbeam-epoch,crossbeam-rs,crossbeam,RUST
cryptosmartnow,bitsave_stylus,serde_urlencoded,nox,serde_urlencoded,RUST
offchainlabs,stylus-quickstart-vending-machine,serde_urlencoded,nox,serde_urlencoded,RUST
fluidity-money,long.so,@sentry/cli-darwin,getsentry,sentry-cli,NPM
theblokc,arbdevbootcamp-reference,@esbuild/android-arm64,evanw,esbuild,NPM
alt-research,nitro,byte-slice-cast,sdroege,bytes-num-slice-cast,RUST
offchainlabs,stylus-chess,byte-slice-cast,sdroege,bytes-num-slice-cast,RUST
cryptosmartnow,stylus_bitsave,byte-slice-cast,sdroege,bytes-num-slice-cast,RUST
offchainlabs,stylus-by-example,alloy-rlp,alloy-rs,rlp,RUST
offchainlabs,stylus-hello-world,idna,servo,rust-url,RUST
dsrvlabs,arbiturm-stylus-solidity-compare,idna,servo,rust-url,RUST
cryptosmartnow,stylus_bitsave,zeroize,rustcrypto,utils,RUST
offchainlabs,stylus-hello-world,zeroize,rustcrypto,utils,RUST
cryptosmartnow,bitsave_stylus,futures-channel,rust-lang,futures-rs,RUST
fluidity-money,long.so,recast,benjamn,recast,NPM
offchainlabs,stylus-erc721,fast-levenshtein,hiddentao,fast-levenshtein,NPM
fluidity-money,long.so,type-check,gkz,type-check,NPM
blockscout,cargo-stylus-test-examples,ruint-macro,recmo,uint,RUST
fluidity-money,long.so,eslint-module-utils,import-js,eslint-plugin-import,NPM
offchainlabs,stylus-quickstart-vending-machine,toml_edit,toml-rs,toml,RUST
offchainlabs,stylus-workshop-rust-solidity,toml_edit,toml-rs,toml,RUST
offchainlabs,stylus-tutorials,es-object-atoms,ljharb,es-object-atoms,NPM
alt-research,nitro-contracts-2.1.0,github.com/vmihailenco/msgpack/v5,vmihailenco,msgpack,GO
offchainlabs,stylus-workshop-proxy-update,hex-literal,rustcrypto,utils,RUST
fluidity-money,long.so,jest-circus,jestjs,jest,NPM
fluidity-money,long.so,expect,jestjs,jest,NPM
alt-research,nitro,adler,jonas-schievink,adler,RUST
offchainlabs,nitro,adler,jonas-schievink,adler,RUST
offchainlabs,stylus-english-auction,adler,jonas-schievink,adler,RUST
blockscout,cargo-stylus-test-examples,derivative,mcarton,rust-derivative,RUST
solide-project,stylide,derivative,mcarton,rust-derivative,RUST
offchainlabs,stylus-erc20,derivative,mcarton,rust-derivative,RUST
offchainlabs,stylus-erc721,responselike,sindresorhus,responselike,NPM
offchainlabs,stylus-by-example,@webassemblyjs/wasm-gen,xtuc,webassemblyjs,NPM
offchainlabs,stylus-erc20,@changesets/read,changesets,changesets,NPM
offchainlabs,stylus-by-example,unist-util-stringify-position,syntax-tree,unist-util-stringify-position,NPM
fluidity-money,long.so,postgres-bytea,bendrucker,postgres-bytea,NPM
offchainlabs,stylus-erc721,setprototypeof,wesleytodd,setprototypeof,NPM
theblokc,arbdevbootcamp-reference,mz,normalize,mz,NPM
offchainlabs,stylus-vending-machine,num_enum_derive,illicitonion,num_enum,RUST
cryptosmartnow,bitsave_stylus,convert_case,rutrum,convert-case,RUST
offchainlabs,stylus-chess,time-macros,time-rs,time,RUST
offchainlabs,stylus-erc20-oz,bytecheck_derive,rkyv,bytecheck,RUST
offchainlabs,stylus-by-example,remark-mdx,mdx-js,mdx,NPM
cryptosmartnow,bitsave_stylus,send_wrapper,thk1,send_wrapper,RUST
offchainlabs,nitro,num-traits,rust-num,num-traits,RUST
offchainlabs,stylus-erc20-oz,num-traits,rust-num,num-traits,RUST
alt-research,nitro,github.com/status-im/keycard-go,status-im,keycard-go,GO
alt-research,nitro,anstyle-parse,rust-cli,anstyle,RUST
offchainlabs,stylus-tutorials,which-builtin-type,inspect-js,which-builtin-type,NPM
offchainlabs,stylus-erc20,kind-of,jonschlinkert,kind-of,NPM
offchainlabs,nitro,ruint,recmo,uint,RUST
cryptosmartnow,stylus_bitsave,ruint,recmo,uint,RUST
dsrvlabs,arbiturm-stylus-solidity-compare,sync_wrapper,actyx,sync_wrapper,RUST
blockscout,cargo-stylus-test-examples,binary-extensions,sindresorhus,binary-extensions,NPM
offchainlabs,stylus-tutorials,is-finalizationregistry,inspect-js,is-finalizationregistry,NPM
blockscout,cargo-stylus-test-examples,ndjson,ndjson,ndjson.js,NPM
seabrick,seabrick-contracts,bech32,rust-bitcoin,rust-bech32,RUST
offchainlabs,stylus-quickstart-vending-machine,mini-alloc,offchainlabs,stylus-sdk-rs,RUST
alt-research,nitro-near,anes,qwandor,anes-rs,RUST
fluidity-money,long.so,is-data-view,inspect-js,is-data-view,NPM
fluidity-money,long.so,@metamask/safe-event-emitter,metamask,safe-event-emitter,NPM
offchainlabs,nitro,cast,japaric,cast.rs,RUST
offchainlabs,stylus-erc721,async-limiter,strml,async-limiter,NPM
seabrick,seabrick-contracts,windows-sys,microsoft,windows-rs,RUST
offchainlabs,stylus-erc20-oz,windows-sys,microsoft,windows-rs,RUST
fluidity-money,long.so,queue,jessetane,queue,NPM
teeeeeo9,basket-swap-stylus,thiserror,dtolnay,thiserror,RUST
dsrvlabs,arbiturm-stylus-solidity-compare,thiserror,dtolnay,thiserror,RUST
offchainlabs,stylus-english-auction,thiserror,dtolnay,thiserror,RUST
offchainlabs,stylus-chess,thiserror,dtolnay,thiserror,RUST
offchainlabs,stylus-hello-world-minimal,bitflags,bitflags,bitflags,RUST
offchainlabs,stylus-vending-machine,bitflags,bitflags,bitflags,RUST
offchainlabs,stylus-hello-world,bitflags,bitflags,bitflags,RUST
offchainlabs,nitro,clap_builder,clap-rs,clap,RUST
alt-research,nitro,inkwell,thedan64,inkwell,RUST
theblokc,arbdevbootcamp-reference,array-back,75lb,array-back,NPM
blockscout,cargo-stylus-test-examples,yargs-unparser,yargs,yargs-unparser,NPM
offchainlabs,stylus-chess,coins-bip32,summa-tx,bitcoins-rs,RUST
fluidity-money,long.so,stylus-sdk,offchainlabs,stylus-sdk-rs,RUST
alt-research,nitro-contracts-2.1.0,cpufeatures,rustcrypto,utils,RUST
fluidity-money,long.so,@graphql-tools/optimize,ardatan,graphql-tools,NPM
offchainlabs,stylus-workshop-rust-solidity,rustix,bytecodealliance,rustix,RUST
offchainlabs,stylus-erc20-oz,pkcs8,rustcrypto,formats,RUST
offchainlabs,stylus-vending-machine,pkcs8,rustcrypto,formats,RUST
fluidity-money,long.so,color-name,colorjs,color-name,NPM
fluidity-money,long.so,pure-rand,dubzzz,pure-rand,NPM
offchainlabs,stylus-erc20,merge2,teambition,merge2,NPM
cryptosmartnow,bitsave_stylus,funty,ferrilab,ferrilab,RUST
offchainlabs,stylus-hello-world,syn,dtolnay,syn,RUST
teeeeeo9,basket-swap-stylus,syn,dtolnay,syn,RUST
offchainlabs,stylus-vending-machine,futures-executor,rust-lang,futures-rs,RUST
fracton-ventures,nitro-gacha,num-integer,rust-num,num-integer,RUST
blockscout,cargo-stylus-test-examples,num-integer,rust-num,num-integer,RUST
theblokc,arbdevbootcamp-reference,ordinal,dcousens,ordinal,NPM
offchainlabs,stylus-erc20,utf-8-validate,websockets,utf-8-validate,NPM
offchainlabs,stylus-erc20-oz,async-trait,dtolnay,async-trait,RUST
theblokc,arbdevbootcamp-reference,@humanwhocodes/module-importer,humanwhocodes,module-importer,NPM
offchainlabs,stylus-english-auction,memory_units,pepyakin,memory_units,RUST
theblokc,arbdevbootcamp-reference,memory_units,pepyakin,memory_units,RUST
offchainlabs,nitro,memory_units,pepyakin,memory_units,RUST
offchainlabs,stylus-chess,rlp,paritytech,parity-common,RUST
offchainlabs,stylus-english-auction,rlp,paritytech,parity-common,RUST
offchainlabs,stylus-hello-world,core-foundation,servo,core-foundation-rs,RUST
offchainlabs,stylus-by-example,equivalent,indexmap-rs,equivalent,RUST
alt-research,nitro-near,hex,kokakiwi,rust-hex,RUST
offchainlabs,stylus-by-example,@next/swc-linux-x64-gnu,vercel,next.js,NPM
lit-protocol,lit-precompiles,@tsconfig/node10,tsconfig,bases,NPM
theblokc,arbdevbootcamp-reference,rayon,rayon-rs,rayon,RUST
offchainlabs,stylus-erc20,pluralize,blakeembrey,pluralize,NPM
cryptosmartnow,stylus_bitsave,utf-8,simonsapin,rust-utf8,RUST
blockscout,cargo-stylus-test-examples,resolve,browserify,resolve,NPM
offchainlabs,stylus-erc20,resolve,browserify,resolve,NPM
teeeeeo9,basket-swap-stylus,futures-macro,rust-lang,futures-rs,RUST
fracton-ventures,nitro-gacha,futures-macro,rust-lang,futures-rs,RUST
offchainlabs,stylus-hello-world,ethers-signers,gakonst,ethers-rs,RUST
cryptosmartnow,stylus_bitsave,ethers-signers,gakonst,ethers-rs,RUST
offchainlabs,stylus-erc20-oz,bit-vec,contain-rs,bit-vec,RUST
offchainlabs,stylus-vending-machine,bit-vec,contain-rs,bit-vec,RUST
offchainlabs,stylus-tutorials,regex-automata,rust-lang,regex,RUST
cryptosmartnow,stylus_bitsave,regex-automata,rust-lang,regex,RUST
cryptosmartnow,bitsave_stylus,mio,tokio-rs,mio,RUST
fluidity-money,long.so,react-is,facebook,react,NPM
offchainlabs,stylus-tutorials,@typescript-eslint/parser,typescript-eslint,typescript-eslint,NPM
fluidity-money,long.so,@babel/plugin-transform-logical-assignment-operators,babel,babel,NPM
solide-project,stylide,postcss,postcss,postcss,NPM
theblokc,arbdevbootcamp-reference,eth-gas-reporter,cgewecke,eth-gas-reporter,NPM
dsrvlabs,arbiturm-stylus-solidity-compare,block-buffer,rustcrypto,utils,RUST
alt-research,nitro,block-buffer,rustcrypto,utils,RUST
offchainlabs,stylus-hello-world-minimal,block-buffer,rustcrypto,utils,RUST
offchainlabs,nitro,github.com/consensys/gnark-crypto,consensys,gnark-crypto,GO
solide-project,stylide,unicode-bidi,servo,unicode-bidi,RUST
offchainlabs,stylus-erc20-oz,ecdsa,rustcrypto,signatures,RUST
offchainlabs,stylus-vending-machine,serde_spanned,toml-rs,toml,RUST
offchainlabs,stylus-chess,serde_json,serde-rs,json,RUST
alt-research,nitro,serde_json,serde-rs,json,RUST
offchainlabs,stylus-quickstart-vending-machine,password-hash,rustcrypto,traits,RUST
offchainlabs,stylus-erc20,es6-promise,stefanpenner,es6-promise,NPM
theblokc,arbdevbootcamp-reference,debug,debug-js,debug,NPM
alt-research,nitro,github.com/rivo/tview,rivo,tview,GO
fluidity-money,long.so,@emotion/is-prop-valid,emotion-js,emotion,NPM
offchainlabs,stylus-erc20,preferred-pm,zkochan,packages,NPM
fluidity-money,long.so,@babel/plugin-syntax-optional-chaining,babel,babel,NPM
theblokc,arbdevbootcamp-reference,@rollup/rollup-linux-arm-gnueabihf,rollup,rollup,NPM
offchainlabs,stylus-by-example,stringify-entities,wooorm,stringify-entities,NPM
offchainlabs,stylus-quickstart-vending-machine,toml_datetime,toml-rs,toml,RUST
offchainlabs,stylus-workshop-rust-solidity,toml_datetime,toml-rs,toml,RUST
offchainlabs,stylus-erc721,eslint,eslint,eslint,NPM
offchainlabs,stylus-by-example,@offchainlabs/prettier-config,offchainlabs,config-monorepo,NPM
offchainlabs,stylus-vending-machine,cfg-if,alexcrichton,cfg-if,RUST
theblokc,arbdevbootcamp-reference,cfg-if,alexcrichton,cfg-if,RUST
cryptosmartnow,bs_arbitrum_main,cfg-if,alexcrichton,cfg-if,RUST
offchainlabs,stylus-hello-world,cfg-if,alexcrichton,cfg-if,RUST
offchainlabs,stylus-tutorials,is-negative-zero,inspect-js,is-negative-zero,NPM
offchainlabs,stylus-erc721,@changesets/pre,changesets,changesets,NPM
cryptosmartnow,bitsave_stylus,percent-encoding,servo,rust-url,RUST
offchainlabs,stylus-erc20,typed-array-buffer,inspect-js,typed-array-buffer,NPM
fluidity-money,long.so,es-errors,ljharb,es-errors,NPM
solide-project,stylide,alloy-sol-macro,alloy-rs,core,RUST
fluidity-money,long.so,jest,jestjs,jest,NPM
offchainlabs,stylus-tutorials,dequal,lukeed,dequal,NPM
seabrick,seabrick-contracts,linux-raw-sys,sunfishcode,linux-raw-sys,RUST
alt-research,nitro,linux-raw-sys,sunfishcode,linux-raw-sys,RUST
teeeeeo9,basket-swap-stylus,linux-raw-sys,sunfishcode,linux-raw-sys,RUST
blockscout,cargo-stylus-test-examples,linux-raw-sys,sunfishcode,linux-raw-sys,RUST
fluidity-money,long.so,asn1js,peculiarventures,asn1.js,NPM
offchainlabs,stylus-erc721,sync-rpc,forbeslindesay,sync-rpc,NPM
offchainlabs,nitro,darling_core,teddriggs,darling,RUST
fluidity-money,long.so,auto-bind,sindresorhus,auto-bind,NPM
offchainlabs,stylus-workshop-counter,crypto-common,rustcrypto,traits,RUST
alt-research,nitro-contracts-2.1.0,crypto-common,rustcrypto,traits,RUST
theblokc,arbdevbootcamp-reference,streamsearch,mscdex,streamsearch,NPM
offchainlabs,stylus-erc20,@sentry/node,getsentry,sentry-javascript,NPM
offchainlabs,stylus-erc721,solhint,protofire,solhint,NPM
theblokc,arbdevbootcamp-reference,ts-essentials,krzkaczor,ts-essentials,NPM
offchainlabs,nitro,base64,marshallpierce,rust-base64,RUST
offchainlabs,stylus-erc20-oz,digest,rustcrypto,traits,RUST
cryptosmartnow,bitsave_stylus,arrayvec,bluss,arrayvec,RUST
offchainlabs,stylus-erc721,jsonschema,tdegrunt,jsonschema,NPM
offchainlabs,stylus-erc20,@nomicfoundation/ethereumjs-vm,ethereumjs,ethereumjs-monorepo,NPM
theblokc,arbdevbootcamp-reference,postcss-js,postcss,postcss-js,NPM
offchainlabs,stylus-workshop-counter,once_cell,matklad,once_cell,RUST
offchainlabs,stylus-quickstart-vending-machine,once_cell,matklad,once_cell,RUST
seabrick,seabrick-contracts,lalrpop,lalrpop,lalrpop,RUST
theblokc,arbdevbootcamp-reference,lalrpop,lalrpop,lalrpop,RUST
