Name,Metric,Date,Value
Trail of Bits Security Reviews,GITHUB_stars_daily,2024-09-24,15.0
Redstone Finance,GITHUB_commits_daily,2024-09-24,28.0
Pyth Network,GITHUB_commits_daily,2024-09-24,11.0
Trail of Bits Security Reviews,GITHUB_commits_daily,2024-09-24,3.0
Runtime Verification,GITHUB_commits_daily,2024-09-24,8.0
Pyth Network,GITHUB_releases_daily,2024-09-24,3.0
thirdweb,GITHUB_forks_daily,2024-09-24,1.0
Trail of Bits Security Reviews,GITHUB_repositories_daily,2024-09-24,12.0
Runtime Verification,GITHUB_repositories_daily,2024-09-24,13.0
Enclave,GITHUB_repositories_daily,2024-09-24,1.0
Debid - Fairblock,GITHUB_repositories_daily,2024-09-24,2.0
Pyth Network,GITHUB_repositories_daily,2024-09-24,3.0
Passport XYZ,GITHUB_repositories_daily,2024-09-24,1.0
Debid - Fairblock,GITHUB_contributors_daily,2024-09-24,1.0
Open Source Observer,GITHUB_contributors_daily,2024-09-24,5.0
Redstone Finance,GITHUB_active_developers_daily,2024-09-24,2.0
Passport XYZ,GITHUB_active_developers_daily,2024-09-24,1.0
Runtime Verification,GITHUB_active_developers_daily,2024-09-24,2.0
Open Source Observer,GITHUB_opened_pull_requests_daily,2024-09-24,3.0
thirdweb,GITHUB_opened_pull_requests_daily,2024-09-24,19.0
Passport XYZ,GITHUB_merged_pull_requests_daily,2024-09-24,2.0
Runtime Verification,GITHUB_opened_issues_daily,2024-09-24,1.0
thirdweb,GITHUB_opened_issues_daily,2024-09-24,1.0
thirdweb,GITHUB_closed_issues_daily,2024-09-24,1.0
Pyth Network,GITHUB_comments_daily,2025-02-24,19.0
Open Source Observer,GITHUB_comments_daily,2025-02-24,22.0
Trail of Bits Security Reviews,GITHUB_stars_daily,2025-02-24,9.0
Open Source Observer,GITHUB_stars_daily,2025-02-24,1.0
thirdweb,GITHUB_stars_daily,2025-02-24,2.0
Redstone Finance,GITHUB_stars_weekly,2025-02-24,14.0
Solang,GITHUB_stars_weekly,2025-02-24,4.0
Passport XYZ,GITHUB_commits_daily,2025-02-24,6.0
Runtime Verification,GITHUB_commits_daily,2025-02-24,8.0
Trail of Bits Security Reviews,GITHUB_commits_daily,2025-02-24,8.0
Walnut,GITHUB_commits_daily,2025-02-24,20.0
CodeTracer,GITHUB_commits_weekly,2025-02-24,19.0
Redstone Finance,GITHUB_commits_weekly,2025-02-24,73.0
Pyth Network,GITHUB_commits_weekly,2025-02-24,44.0
Runtime Verification,GITHUB_comments_weekly,2025-02-24,20.0
Pyth Network,GITHUB_comments_weekly,2025-02-24,117.0
CodeTracer,GITHUB_comments_weekly,2025-02-24,9.0
Trail of Bits Security Reviews,GITHUB_comments_weekly,2025-02-24,24.0
Walnut,GITHUB_comments_weekly,2025-02-24,21.0
Trail of Bits Security Reviews,GITHUB_forks_daily,2025-02-24,3.0
Open Source Observer,GITHUB_forks_daily,2025-02-24,1.0
Pyth Network,GITHUB_forks_daily,2025-02-24,1.0
CodeTracer,GITHUB_repositories_weekly,2025-02-24,1.0
Debid - Fairblock,GITHUB_repositories_weekly,2025-02-24,1.0
Passport XYZ,GITHUB_repositories_daily,2025-02-24,2.0
9Lives,GITHUB_repositories_daily,2025-02-24,1.0
Walnut,GITHUB_repositories_daily,2025-02-24,2.0
Walnut,GITHUB_contributors_weekly,2025-02-24,6.0
Passport XYZ,GITHUB_contributors_weekly,2025-02-24,4.0
Redstone Finance,GITHUB_contributors_weekly,2025-02-24,7.0
Open Source Observer,GITHUB_contributors_daily,2025-02-24,7.0
9Lives,GITHUB_active_developers_weekly,2025-02-24,2.0
Open Source Observer,GITHUB_active_developers_weekly,2025-02-24,16.0
Open Source Observer,GITHUB_active_developers_daily,2025-02-24,4.0
Runtime Verification,GITHUB_active_developers_daily,2025-02-24,1.0
Passport XYZ,GITHUB_opened_pull_requests_weekly,2025-02-24,48.0
Runtime Verification,GITHUB_opened_pull_requests_weekly,2025-02-24,16.0
thirdweb,GITHUB_opened_pull_requests_weekly,2025-02-24,65.0
Debid - Fairblock,GITHUB_opened_pull_requests_weekly,2025-02-24,1.0
thirdweb,GITHUB_opened_pull_requests_daily,2025-02-24,5.0
Debid - Fairblock,GITHUB_opened_pull_requests_daily,2025-02-24,1.0
Pyth Network,GITHUB_merged_pull_requests_weekly,2025-02-24,31.0
CodeTracer,GITHUB_merged_pull_requests_weekly,2025-02-24,12.0
Walnut,GITHUB_merged_pull_requests_weekly,2025-02-24,16.0
Runtime Verification,GITHUB_merged_pull_requests_weekly,2025-02-24,13.0
Open Source Observer,GITHUB_merged_pull_requests_weekly,2025-02-24,45.0
Open Source Observer,GITHUB_merged_pull_requests_daily,2025-02-24,7.0
Runtime Verification,GITHUB_merged_pull_requests_daily,2025-02-24,2.0
Trail of Bits Security Reviews,GITHUB_merged_pull_requests_daily,2025-02-24,8.0
thirdweb,GITHUB_opened_issues_weekly,2025-02-24,4.0
CodeTracer,GITHUB_opened_issues_weekly,2025-02-24,1.0
Open Source Observer,GITHUB_opened_issues_daily,2025-02-24,8.0
Passport XYZ,GITHUB_opened_issues_daily,2025-02-24,2.0
Passport XYZ,GITHUB_closed_issues_weekly,2025-02-24,18.0
Runtime Verification,GITHUB_closed_issues_daily,2025-02-24,1.0
Passport XYZ,GITHUB_closed_issues_daily,2025-02-24,2.0
Runtime Verification,GITHUB_forks_weekly,2024-01-15,2.0
Pyth Network,GITHUB_forks_weekly,2024-01-15,5.0
Debid - Fairblock,GITHUB_forks_weekly,2024-01-15,6.0
Runtime Verification,GITHUB_comments_daily,2024-01-15,48.0
Debid - Fairblock,GITHUB_stars_weekly,2024-01-15,2.0
Open Source Observer,GITHUB_stars_weekly,2024-01-15,2.0
Debid - Fairblock,GITHUB_commits_daily,2024-01-15,2.0
Runtime Verification,GITHUB_releases_weekly,2024-01-15,30.0
Remix IDE plugin for Arbitrum Stylus,GITHUB_commits_weekly,2024-01-15,13.0
WakeUp Labs,GITHUB_contributors_daily,2024-01-15,2.0
Trail of Bits Security Reviews,GITHUB_contributors_daily,2024-01-15,2.0
Open Source Observer,GITHUB_contributors_daily,2024-01-15,1.0
thirdweb,GITHUB_contributors_daily,2024-01-15,5.0
Remix IDE plugin for Arbitrum Stylus,GITHUB_active_developers_weekly,2024-01-15,2.0
Runtime Verification,GITHUB_comments_weekly,2024-01-15,153.0
WakeUp Labs,GITHUB_repositories_weekly,2024-01-15,1.0
Debid - Fairblock,GITHUB_repositories_weekly,2024-01-15,3.0
Open Source Observer,GITHUB_repositories_daily,2024-01-15,3.0
Trail of Bits Security Reviews,GITHUB_repositories_daily,2024-01-15,15.0
Runtime Verification,GITHUB_repositories_daily,2024-01-15,9.0
WakeUp Labs,GITHUB_active_developers_daily,2024-01-15,1.0
thirdweb,GITHUB_active_developers_daily,2024-01-15,1.0
Runtime Verification,GITHUB_active_developers_daily,2024-01-15,3.0
Trail of Bits Security Reviews,GITHUB_opened_pull_requests_weekly,2024-01-15,48.0
thirdweb,GITHUB_opened_pull_requests_weekly,2024-01-15,60.0
WakeUp Labs,GITHUB_merged_pull_requests_weekly,2024-01-15,3.0
Pyth Network,GITHUB_opened_pull_requests_daily,2024-01-15,4.0
Pyth Network,GITHUB_merged_pull_requests_daily,2024-01-15,2.0
WakeUp Labs,GITHUB_merged_pull_requests_daily,2024-01-15,2.0
thirdweb,GITHUB_opened_issues_daily,2024-01-15,1.0
Runtime Verification,GITHUB_opened_issues_daily,2024-01-15,4.0
Trail of Bits Security Reviews,GITHUB_closed_issues_weekly,2024-01-15,3.0
Pyth Network,GITHUB_closed_issues_weekly,2024-01-15,1.0
thirdweb,GITHUB_closed_issues_weekly,2024-01-15,1.0
Runtime Verification,GITHUB_closed_issues_daily,2024-01-15,2.0
Runtime Verification,GITHUB_comments_daily,2025-01-31,17.0
Trail of Bits Security Reviews,GITHUB_releases_daily,2025-01-31,2.0
Redstone Finance,GITHUB_stars_daily,2025-01-31,2.0
Walnut,GITHUB_commits_daily,2025-01-31,11.0
Passport XYZ,GITHUB_contributors_daily,2025-01-31,2.0
Walnut,GITHUB_contributors_daily,2025-01-31,4.0
Runtime Verification,GITHUB_contributors_daily,2025-01-31,9.0
Trail of Bits Security Reviews,GITHUB_contributors_daily,2025-01-31,4.0
Pyth Network,GITHUB_contributors_daily,2025-01-31,8.0
thirdweb,GITHUB_active_developers_daily,2025-01-31,5.0
Redstone Finance,GITHUB_active_developers_daily,2025-01-31,3.0
Redstone Finance,GITHUB_forks_daily,2025-01-31,1.0
thirdweb,GITHUB_forks_daily,2025-01-31,2.0
Pyth Network,GITHUB_forks_daily,2025-01-31,1.0
thirdweb,GITHUB_repositories_daily,2025-01-31,4.0
Redstone Finance,GITHUB_repositories_daily,2025-01-31,4.0
Open Source Observer,GITHUB_repositories_daily,2025-01-31,2.0
Runtime Verification,GITHUB_repositories_daily,2025-01-31,8.0
Redstone Finance,GITHUB_opened_pull_requests_daily,2025-01-31,3.0
Pyth Network,GITHUB_opened_pull_requests_daily,2025-01-31,5.0
thirdweb,GITHUB_opened_pull_requests_daily,2025-01-31,16.0
Trail of Bits Security Reviews,GITHUB_merged_pull_requests_daily,2025-01-31,4.0
thirdweb,GITHUB_merged_pull_requests_daily,2025-01-31,17.0
Open Source Observer,GITHUB_merged_pull_requests_daily,2025-01-31,4.0
Open Source Observer,GITHUB_closed_issues_daily,2025-01-31,3.0
Pyth Network,GITHUB_forks_weekly,2024-07-29,4.0
Debid - Fairblock,GITHUB_comments_daily,2024-07-29,1.0
Runtime Verification,GITHUB_comments_daily,2024-07-29,36.0
Walnut,GITHUB_comments_daily,2024-07-29,111.0
Redstone Finance,GITHUB_comments_daily,2024-07-29,1.0
Pyth Network,GITHUB_stars_weekly,2024-07-29,10.0
Redstone Finance,GITHUB_stars_weekly,2024-07-29,2.0
Runtime Verification,GITHUB_commits_daily,2024-07-29,30.0
Debid - Fairblock,GITHUB_commits_daily,2024-07-29,4.0
thirdweb,GITHUB_commits_daily,2024-07-29,18.0
Trail of Bits Security Reviews,GITHUB_stars_daily,2024-07-29,12.0
thirdweb,GITHUB_stars_daily,2024-07-29,2.0
Pyth Network,GITHUB_stars_daily,2024-07-29,3.0
Open Source Observer,GITHUB_stars_daily,2024-07-29,1.0
Redstone Finance,GITHUB_releases_weekly,2024-07-29,1.0
Runtime Verification,GITHUB_releases_weekly,2024-07-29,42.0
Passport XYZ,GITHUB_releases_daily,2024-07-29,2.0
Runtime Verification,GITHUB_releases_daily,2024-07-29,9.0
Passport XYZ,GITHUB_commits_weekly,2024-07-29,36.0
thirdweb,GITHUB_comments_weekly,2024-07-29,786.0
Passport XYZ,GITHUB_comments_weekly,2024-07-29,20.0
Trail of Bits Security Reviews,GITHUB_commits_weekly,2024-07-29,91.0
Pyth Network,GITHUB_repositories_weekly,2024-07-29,9.0
Open Source Observer,GITHUB_repositories_weekly,2024-07-29,4.0
Trail of Bits Security Reviews,GITHUB_repositories_daily,2024-07-29,15.0
Open Source Observer,GITHUB_contributors_weekly,2024-07-29,7.0
Debid - Fairblock,GITHUB_contributors_daily,2024-07-29,1.0
Open Source Observer,GITHUB_contributors_daily,2024-07-29,3.0
thirdweb,GITHUB_contributors_daily,2024-07-29,11.0
Redstone Finance,GITHUB_contributors_daily,2024-07-29,2.0
Pyth Network,GITHUB_active_developers_daily,2024-07-29,3.0
Pyth Network,GITHUB_active_developers_weekly,2024-07-29,7.0
Debid - Fairblock,GITHUB_opened_pull_requests_daily,2024-07-29,2.0
Open Source Observer,GITHUB_opened_pull_requests_daily,2024-07-29,4.0
Redstone Finance,GITHUB_opened_pull_requests_daily,2024-07-29,1.0
Runtime Verification,GITHUB_opened_pull_requests_weekly,2024-07-29,53.0
Pyth Network,GITHUB_opened_pull_requests_weekly,2024-07-29,26.0
Trail of Bits Security Reviews,GITHUB_opened_pull_requests_weekly,2024-07-29,58.0
Pyth Network,GITHUB_merged_pull_requests_daily,2024-07-29,4.0
Open Source Observer,GITHUB_merged_pull_requests_daily,2024-07-29,5.0
Trail of Bits Security Reviews,GITHUB_merged_pull_requests_weekly,2024-07-29,55.0
Walnut,GITHUB_merged_pull_requests_weekly,2024-07-29,8.0
Redstone Finance,GITHUB_merged_pull_requests_weekly,2024-07-29,2.0
Debid - Fairblock,GITHUB_merged_pull_requests_weekly,2024-07-29,20.0
thirdweb,GITHUB_merged_pull_requests_weekly,2024-07-29,96.0
Trail of Bits Security Reviews,GITHUB_opened_issues_weekly,2024-07-29,4.0
Runtime Verification,GITHUB_opened_issues_weekly,2024-07-29,13.0
Passport XYZ,GITHUB_opened_issues_weekly,2024-07-29,4.0
Pyth Network,GITHUB_opened_issues_weekly,2024-07-29,1.0
thirdweb,GITHUB_opened_issues_weekly,2024-07-29,2.0
Pyth Network,GITHUB_opened_issues_daily,2024-07-29,1.0
Passport XYZ,GITHUB_closed_issues_weekly,2024-07-29,14.0
Trail of Bits Security Reviews,GITHUB_closed_issues_daily,2024-07-29,1.0
thirdweb,GITHUB_commits_daily,2024-03-30,15.0
thirdweb,GITHUB_repositories_daily,2024-03-30,4.0
Trail of Bits Security Reviews,GITHUB_opened_pull_requests_daily,2024-03-30,2.0
Open Source Observer,GITHUB_merged_pull_requests_daily,2024-03-30,2.0
thirdweb,GITHUB_merged_pull_requests_daily,2024-03-30,15.0
Trail of Bits Security Reviews,GITHUB_opened_issues_daily,2024-03-30,1.0
Redstone Finance,GITHUB_comments_daily,2024-09-20,2.0
Runtime Verification,GITHUB_comments_daily,2024-09-20,5.0
Runtime Verification,GITHUB_stars_daily,2024-09-20,1.0
Enclave,GITHUB_releases_daily,2024-09-20,4.0
Trail of Bits Security Reviews,GITHUB_releases_daily,2024-09-20,4.0
Runtime Verification,GITHUB_commits_daily,2024-09-20,8.0
Redstone Finance,GITHUB_commits_daily,2024-09-20,8.0
Open Source Observer,GITHUB_commits_daily,2024-09-20,1.0
Enclave,GITHUB_commits_daily,2024-09-20,27.0
Open Source Observer,GITHUB_forks_daily,2024-09-20,1.0
Passport XYZ,GITHUB_repositories_daily,2024-09-20,1.0
thirdweb,GITHUB_repositories_daily,2024-09-20,3.0
Trail of Bits Security Reviews,GITHUB_contributors_daily,2024-09-20,7.0
Open Source Observer,GITHUB_contributors_daily,2024-09-20,4.0
thirdweb,GITHUB_contributors_daily,2024-09-20,8.0
Redstone Finance,GITHUB_contributors_daily,2024-09-20,2.0
Redstone Finance,GITHUB_active_developers_daily,2024-09-20,2.0
thirdweb,GITHUB_active_developers_daily,2024-09-20,3.0
Enclave,GITHUB_opened_pull_requests_daily,2024-09-20,3.0
Walnut,GITHUB_opened_pull_requests_daily,2024-09-20,1.0
Passport XYZ,GITHUB_merged_pull_requests_daily,2024-09-20,6.0
Open Source Observer,GITHUB_opened_issues_daily,2024-09-20,1.0
Open Source Observer,GITHUB_comments_daily,2024-09-29,1.0
Redstone Finance,GITHUB_comments_daily,2024-09-29,1.0
Redstone Finance,GITHUB_forks_daily,2024-09-29,1.0
Runtime Verification,GITHUB_repositories_daily,2024-09-29,2.0
Sylow,GITHUB_contributors_daily,2024-09-29,1.0
thirdweb,GITHUB_contributors_daily,2024-09-29,3.0
Redstone Finance,GITHUB_opened_pull_requests_daily,2024-09-29,1.0
Passport XYZ,GITHUB_opened_pull_requests_daily,2024-09-29,2.0
Trail of Bits Security Reviews,GITHUB_merged_pull_requests_daily,2024-09-29,2.0
thirdweb,GITHUB_forks_weekly,2024-06-03,15.0
Open Source Observer,GITHUB_forks_weekly,2024-06-03,40.0
Pyth Network,GITHUB_forks_weekly,2024-06-03,9.0
Pyth Network,GITHUB_comments_daily,2024-06-03,23.0
Trail of Bits Security Reviews,GITHUB_comments_daily,2024-06-03,20.0
thirdweb,GITHUB_stars_daily,2024-06-03,3.0
Trail of Bits Security Reviews,GITHUB_stars_daily,2024-06-03,10.0
Runtime Verification,GITHUB_commits_daily,2024-06-03,25.0
Open Source Observer,GITHUB_commits_daily,2024-06-03,11.0
Enclave,GITHUB_comments_weekly,2024-06-03,11.0
Open Source Observer,GITHUB_comments_weekly,2024-06-03,312.0
Walnut,GITHUB_comments_weekly,2024-06-03,12.0
Passport XYZ,GITHUB_repositories_weekly,2024-06-03,1.0
Trail of Bits Security Reviews,GITHUB_repositories_weekly,2024-06-03,37.0
Trail of Bits Security Reviews,GITHUB_forks_daily,2024-06-03,2.0
Walnut,GITHUB_repositories_daily,2024-06-03,2.0
Walnut,GITHUB_contributors_weekly,2024-06-03,11.0
Trail of Bits Security Reviews,GITHUB_active_developers_weekly,2024-06-03,11.0
Open Source Observer,GITHUB_active_developers_weekly,2024-06-03,26.0
Passport XYZ,GITHUB_contributors_daily,2024-06-03,1.0
Runtime Verification,GITHUB_active_developers_daily,2024-06-03,4.0
Pyth Network,GITHUB_active_developers_daily,2024-06-03,2.0
Enclave,GITHUB_opened_pull_requests_daily,2024-06-03,1.0
Runtime Verification,GITHUB_opened_pull_requests_daily,2024-06-03,17.0
Open Source Observer,GITHUB_opened_pull_requests_daily,2024-06-03,16.0
Pyth Network,GITHUB_opened_pull_requests_daily,2024-06-03,5.0
Walnut,GITHUB_merged_pull_requests_weekly,2024-06-03,8.0
Trail of Bits Security Reviews,GITHUB_merged_pull_requests_weekly,2024-06-03,24.0
Enclave,GITHUB_merged_pull_requests_weekly,2024-06-03,1.0
Open Source Observer,GITHUB_merged_pull_requests_weekly,2024-06-03,71.0
Open Source Observer,GITHUB_merged_pull_requests_daily,2024-06-03,9.0
Walnut,GITHUB_merged_pull_requests_daily,2024-06-03,4.0
Runtime Verification,GITHUB_merged_pull_requests_daily,2024-06-03,18.0
Trail of Bits Security Reviews,GITHUB_merged_pull_requests_daily,2024-06-03,6.0
thirdweb,GITHUB_merged_pull_requests_daily,2024-06-03,13.0
Passport XYZ,GITHUB_opened_issues_weekly,2024-06-03,2.0
Open Source Observer,GITHUB_opened_issues_daily,2024-06-03,5.0
thirdweb,GITHUB_closed_issues_weekly,2024-06-03,4.0
thirdweb,GITHUB_closed_issues_daily,2024-06-03,2.0
Walnut,GITHUB_closed_issues_daily,2024-06-03,3.0
Runtime Verification,GITHUB_releases_daily,2025-04-09,2.0
Open Source Observer,GITHUB_comments_daily,2025-04-09,3.0
Enclave,GITHUB_comments_daily,2025-04-09,25.0
Sylow,GITHUB_stars_daily,2025-04-09,1.0
thirdweb,GITHUB_stars_daily,2025-04-09,5.0
Walnut,GITHUB_commits_daily,2025-04-09,1.0
Redstone Finance,GITHUB_commits_daily,2025-04-09,5.0
9Lives,GITHUB_commits_daily,2025-04-09,4.0
Open Source Observer,GITHUB_repositories_daily,2025-04-09,1.0
Trail of Bits Security Reviews,GITHUB_repositories_daily,2025-04-09,20.0
Pyth Network,GITHUB_repositories_daily,2025-04-09,5.0
Passport XYZ,GITHUB_repositories_daily,2025-04-09,2.0
Sylow,GITHUB_repositories_daily,2025-04-09,1.0
Runtime Verification,GITHUB_contributors_daily,2025-04-09,6.0
thirdweb,GITHUB_contributors_daily,2025-04-09,11.0
Enclave,GITHUB_active_developers_daily,2025-04-09,1.0
Trail of Bits Security Reviews,GITHUB_active_developers_daily,2025-04-09,5.0
Passport XYZ,GITHUB_active_developers_daily,2025-04-09,1.0
Redstone Finance,GITHUB_active_developers_daily,2025-04-09,1.0
Runtime Verification,GITHUB_active_developers_daily,2025-04-09,3.0
Passport XYZ,GITHUB_opened_pull_requests_daily,2025-04-09,1.0
Enclave,GITHUB_opened_issues_daily,2025-04-09,3.0
Open Source Observer,GITHUB_opened_issues_daily,2025-04-09,2.0
Walnut,GITHUB_opened_issues_daily,2025-04-09,1.0
Open Source Observer,GITHUB_closed_issues_daily,2025-04-09,1.0
Enclave,GITHUB_comments_daily,2024-08-20,1.0
Passport XYZ,GITHUB_comments_daily,2024-08-20,8.0
Walnut,GITHUB_comments_daily,2024-08-20,1.0
Runtime Verification,GITHUB_stars_daily,2024-08-20,2.0
Runtime Verification,GITHUB_releases_daily,2024-08-20,11.0
Remix IDE plugin for Arbitrum Stylus,GITHUB_releases_daily,2024-08-20,1.0
thirdweb,GITHUB_releases_daily,2024-08-20,1.0
thirdweb,GITHUB_forks_daily,2024-08-20,3.0
thirdweb,GITHUB_repositories_daily,2024-08-20,5.0
Passport XYZ,GITHUB_contributors_daily,2024-08-20,6.0
Enclave,GITHUB_contributors_daily,2024-08-20,1.0
Runtime Verification,GITHUB_active_developers_daily,2024-08-20,3.0
Passport XYZ,GITHUB_merged_pull_requests_daily,2024-08-20,6.0
Runtime Verification,GITHUB_opened_issues_daily,2024-08-20,2.0
Pyth Network,GITHUB_closed_issues_daily,2024-08-20,1.0
9Lives,GITHUB_new_contributors_quarterly,2025-02-01,4.0
thirdweb,GITHUB_new_contributors_quarterly,2025-02-01,23.0
Redstone Finance,GITHUB_part_time_contributors_quarterly,2025-02-01,17.0
Runtime Verification,GITHUB_part_time_contributors_quarterly,2025-02-01,24.0
Debid - Fairblock,GITHUB_part_time_contributors_quarterly,2025-02-01,2.0
thirdweb,GITHUB_active_contributors_quarterly,2025-02-01,47.0
Passport XYZ,GITHUB_part_time_contributors_quarterly,2025-02-01,7.0
Moving Stylus,GITHUB_new_contributors_quarterly,2025-02-01,1.0
Trail of Bits Security Reviews,GITHUB_active_contributors_quarterly,2025-02-01,48.0
Passport XYZ,GITHUB_new_contributors_quarterly,2025-02-01,2.0
Open Source Observer,GITHUB_new_contributors_quarterly,2025-02-01,17.0
Trail of Bits Security Reviews,GITHUB_part_time_contributors_quarterly,2025-02-01,48.0
CodeTracer,GITHUB_releases_quarterly,2025-02-01,1.0
Passport XYZ,GITHUB_releases_quarterly,2025-02-01,15.0
Walnut,GITHUB_commits_biannually,2025-02-01,140.0
thirdweb,GITHUB_comments_daily,2025-02-01,21.0
Runtime Verification,GITHUB_comments_daily,2025-02-01,7.0
Open Source Observer,GITHUB_comments_daily,2025-02-01,17.0
Trail of Bits Security Reviews,GITHUB_active_developers_biannually,2025-02-01,16.0
CodeTracer,GITHUB_active_developers_biannually,2025-02-01,4.0
Moving Stylus,GITHUB_active_developers_biannually,2025-02-01,2.0
9Lives,GITHUB_active_developers_biannually,2025-02-01,3.0
Walnut,GITHUB_active_developers_biannually,2025-02-01,5.0
Solang,GITHUB_active_developers_biannually,2025-02-01,2.0
thirdweb,GITHUB_active_developers_biannually,2025-02-01,12.0
Passport XYZ,GITHUB_active_developers_biannually,2025-02-01,4.0
Redstone Finance,GITHUB_active_developers_biannually,2025-02-01,13.0
Runtime Verification,GITHUB_repositories_quarterly,2025-02-01,29.0
Pyth Network,GITHUB_repositories_quarterly,2025-02-01,12.0
Sylow,GITHUB_repositories_quarterly,2025-02-01,1.0
Debid - Fairblock,GITHUB_repositories_quarterly,2025-02-01,2.0
Open Source Observer,GITHUB_repositories_quarterly,2025-02-01,5.0
Trail of Bits Security Reviews,GITHUB_active_developers_quarterly,2025-02-01,16.0
Walnut,GITHUB_active_developers_quarterly,2025-02-01,5.0
Passport XYZ,GITHUB_active_developers_quarterly,2025-02-01,4.0
Runtime Verification,GITHUB_forks_monthly,2025-02-01,10.0
Solang,GITHUB_part_time_developers_quarterly,2025-02-01,2.0
Walnut,GITHUB_part_time_developers_quarterly,2025-02-01,5.0
Pyth Network,GITHUB_part_time_developers_quarterly,2025-02-01,16.0
9Lives,GITHUB_part_time_developers_quarterly,2025-02-01,3.0
CodeTracer,GITHUB_stars_biannually,2025-02-01,13.0
Passport XYZ,GITHUB_stars_biannually,2025-02-01,144.0
Solang,GITHUB_stars_biannually,2025-02-01,13.0
Trail of Bits Security Reviews,GITHUB_stars_biannually,2025-02-01,239.0
Redstone Finance,GITHUB_commits_monthly,2025-02-01,295.0
Walnut,GITHUB_commits_monthly,2025-02-01,140.0
thirdweb,GITHUB_stars_quarterly,2025-02-01,48.0
Sylow,GITHUB_stars_quarterly,2025-02-01,4.0
Enclave,GITHUB_comments_monthly,2025-02-01,20.0
Debid - Fairblock,GITHUB_comments_monthly,2025-02-01,1.0
Moving Stylus,GITHUB_comments_monthly,2025-02-01,4.0
CodeTracer,GITHUB_releases_monthly,2025-02-01,1.0
Runtime Verification,GITHUB_releases_monthly,2025-02-01,34.0
thirdweb,GITHUB_releases_monthly,2025-02-01,43.0
thirdweb,GITHUB_commits_quarterly,2025-02-01,230.0
Redstone Finance,GITHUB_commits_quarterly,2025-02-01,295.0
Solang,GITHUB_forks_quarterly,2025-02-01,5.0
thirdweb,GITHUB_forks_daily,2025-02-01,3.0
thirdweb,GITHUB_repositories_daily,2025-02-01,3.0
Open Source Observer,GITHUB_repositories_daily,2025-02-01,1.0
Debid - Fairblock,GITHUB_repositories_daily,2025-02-01,1.0
9Lives,GITHUB_repositories_biannually,2025-02-01,1.0
Passport XYZ,GITHUB_repositories_monthly,2025-02-01,9.0
thirdweb,GITHUB_repositories_monthly,2025-02-01,18.0
Moving Stylus,GITHUB_repositories_monthly,2025-02-01,1.0
Trail of Bits Security Reviews,GITHUB_repositories_biannually,2025-02-01,70.0
Redstone Finance,GITHUB_repositories_biannually,2025-02-01,9.0
Sylow,GITHUB_repositories_biannually,2025-02-01,1.0
Debid - Fairblock,GITHUB_repositories_biannually,2025-02-01,2.0
Runtime Verification,GITHUB_repositories_monthly,2025-02-01,29.0
Enclave,GITHUB_repositories_monthly,2025-02-01,1.0
CodeTracer,GITHUB_repositories_monthly,2025-02-01,1.0
Redstone Finance,GITHUB_repositories_monthly,2025-02-01,9.0
Trail of Bits Security Reviews,GITHUB_repositories_monthly,2025-02-01,70.0
thirdweb,GITHUB_contributors_monthly,2025-02-01,47.0
Pyth Network,GITHUB_contributors_monthly,2025-02-01,31.0
Trail of Bits Security Reviews,GITHUB_contributors_monthly,2025-02-01,48.0
Moving Stylus,GITHUB_contributors_monthly,2025-02-01,2.0
thirdweb,GITHUB_contributors_daily,2025-02-01,7.0
9Lives,GITHUB_active_developers_daily,2025-02-01,1.0
thirdweb,GITHUB_contributors_quarterly,2025-02-01,47.0
9Lives,GITHUB_contributors_daily,2025-02-01,1.0
9Lives,GITHUB_contributors_biannually,2025-02-01,4.0
thirdweb,GITHUB_contributors_biannually,2025-02-01,47.0
Trail of Bits Security Reviews,GITHUB_contributors_biannually,2025-02-01,48.0
Enclave,GITHUB_contributors_quarterly,2025-02-01,1.0
Redstone Finance,GITHUB_contributors_biannually,2025-02-01,17.0
Passport XYZ,GITHUB_contributors_biannually,2025-02-01,7.0
Runtime Verification,GITHUB_contributors_quarterly,2025-02-01,24.0
Debid - Fairblock,GITHUB_contributors_quarterly,2025-02-01,2.0
Walnut,GITHUB_active_developers_monthly,2025-02-01,5.0
Redstone Finance,GITHUB_part_time_developers_monthly,2025-02-01,10.0
Runtime Verification,GITHUB_part_time_developers_monthly,2025-02-01,15.0
thirdweb,GITHUB_full_time_developers_monthly,2025-02-01,2.0
Moving Stylus,GITHUB_part_time_developers_monthly,2025-02-01,2.0
Walnut,GITHUB_full_time_developers_monthly,2025-02-01,1.0
Walnut,GITHUB_part_time_developers_monthly,2025-02-01,4.0
Open Source Observer,GITHUB_full_time_developers_monthly,2025-02-01,4.0
9Lives,GITHUB_full_time_developers_monthly,2025-02-01,1.0
Redstone Finance,GITHUB_active_contributors_monthly,2025-02-01,17.0
Debid - Fairblock,GITHUB_part_time_contributors_monthly,2025-02-01,2.0
Moving Stylus,GITHUB_part_time_developers_biannually,2025-02-01,2.0
Pyth Network,GITHUB_new_contributors_monthly,2025-02-01,11.0
Pyth Network,GITHUB_active_contributors_monthly,2025-02-01,31.0
CodeTracer,GITHUB_active_contributors_monthly,2025-02-01,6.0
Solang,GITHUB_active_contributors_monthly,2025-02-01,12.0
thirdweb,GITHUB_full_time_contributors_monthly,2025-02-01,9.0
