Name,Metric,Date,Value
Trail of Bits Security Reviews,GITHUB_part_time_contributors_biannually,2024-02-01,48.0
Syndicate Protocol,GITHUB_active_contributors_biannually,2024-02-01,2.0
Debid - Fairblock,GITHUB_active_contributors_biannually,2024-02-01,3.0
Open Source Observer,GITHUB_change_in_active_developers_monthly,2024-02-01,0.0
Remix IDE plugin for Arbitrum Stylus,GITHUB_change_in_part_time_contributors_monthly,2024-02-01,0.0
Redstone Finance,GITHUB_change_in_active_developers_monthly,2024-02-01,-2.0
WakeUp Labs,GITHUB_change_in_part_time_contributors_monthly,2024-02-01,2.0
Runtime Verification,GITHUB_change_in_part_time_contributors_monthly,2024-02-01,7.0
Open Source Observer,GITHUB_change_in_part_time_contributors_monthly,2024-02-01,1.0
thirdweb,GITHUB_change_in_part_time_contributors_quarterly,2024-02-01,2.0
WakeUp Labs,GITHUB_change_in_active_developers_quarterly,2024-02-01,2.0
Syndicate Protocol,GITHUB_change_in_part_time_contributors_quarterly,2024-02-01,1.0
thirdweb,GITHUB_change_in_active_developers_quarterly,2024-02-01,2.0
Trail of Bits Security Reviews,GITHUB_change_in_part_time_contributors_quarterly,2024-02-01,3.0
Trail of Bits Security Reviews,GITHUB_change_in_active_developers_biannually,2024-02-01,4.0
Arbos Foundry,GITHUB_change_in_part_time_contributors_biannually,2024-02-01,0.0
Pyth Network,GITHUB_change_in_active_developers_biannually,2024-02-01,-18.0
Pyth Network,GITHUB_change_in_part_time_contributors_biannually,2024-02-01,-18.0
Debid - Fairblock,GITHUB_change_in_part_time_contributors_biannually,2024-02-01,12.0
Runtime Verification,GITHUB_opened_pull_requests_daily,2024-02-01,10.0
Open Source Observer,GITHUB_opened_pull_requests_daily,2024-02-01,1.0
Runtime Verification,GITHUB_opened_pull_requests_monthly,2024-02-01,348.0
Trail of Bits Security Reviews,GITHUB_opened_pull_requests_biannually,2024-02-01,220.0
Redstone Finance,GITHUB_opened_pull_requests_biannually,2024-02-01,4.0
Trail of Bits Security Reviews,GITHUB_opened_pull_requests_quarterly,2024-02-01,220.0
Walnut,GITHUB_opened_pull_requests_quarterly,2024-02-01,28.0
Redstone Finance,GITHUB_opened_pull_requests_quarterly,2024-02-01,4.0
thirdweb,GITHUB_opened_pull_requests_quarterly,2024-02-01,336.0
Runtime Verification,GITHUB_opened_pull_requests_biannually,2024-02-01,348.0
Open Source Observer,GITHUB_opened_pull_requests_quarterly,2024-02-01,85.0
Trail of Bits Security Reviews,GITHUB_merged_pull_requests_daily,2024-02-01,10.0
Walnut,GITHUB_merged_pull_requests_monthly,2024-02-01,21.0
Pyth Network,GITHUB_merged_pull_requests_monthly,2024-02-01,130.0
Trail of Bits Security Reviews,GITHUB_merged_pull_requests_monthly,2024-02-01,171.0
WakeUp Labs,GITHUB_merged_pull_requests_biannually,2024-02-01,3.0
Debid - Fairblock,GITHUB_merged_pull_requests_biannually,2024-02-01,15.0
Runtime Verification,GITHUB_merged_pull_requests_quarterly,2024-02-01,309.0
Open Source Observer,GITHUB_merged_pull_requests_quarterly,2024-02-01,81.0
Open Source Observer,GITHUB_opened_issues_monthly,2024-02-01,69.0
Pyth Network,GITHUB_opened_issues_monthly,2024-02-01,6.0
Pyth Network,GITHUB_opened_issues_biannually,2024-02-01,6.0
thirdweb,GITHUB_opened_issues_biannually,2024-02-01,12.0
Runtime Verification,GITHUB_closed_issues_monthly,2024-02-01,70.0
Open Source Observer,GITHUB_closed_issues_quarterly,2024-02-01,56.0
Pyth Network,GITHUB_closed_issues_biannually,2024-02-01,2.0
thirdweb,GITHUB_closed_issues_quarterly,2024-02-01,13.0
Runtime Verification,GITHUB_closed_issues_quarterly,2024-02-01,70.0
thirdweb,GITHUB_avg_prs_time_to_merge_quarterly,2024-02-01,0.0
Pyth Network,GITHUB_avg_prs_time_to_merge_quarterly,2024-02-01,0.0
Trail of Bits Security Reviews,GITHUB_avg_prs_time_to_merge_quarterly,2024-02-01,0.0
Trail of Bits Security Reviews,GITHUB_avg_prs_time_to_merge_biannually,2024-02-01,0.0
Runtime Verification,GITHUB_avg_time_to_first_response_quarterly,2024-02-01,1115410.7136150235
Redstone Finance,GITHUB_avg_prs_time_to_merge_biannually,2024-02-01,0.0
Redstone Finance,GITHUB_avg_time_to_first_response_quarterly,2024-02-01,11.0
thirdweb,GITHUB_avg_prs_time_to_merge_biannually,2024-02-01,0.0
WakeUp Labs,GITHUB_avg_time_to_first_response_biannually,2024-02-01,0.0
Pyth Network,GITHUB_avg_time_to_first_response_biannually,2024-02-01,3870.8513513513512
WakeUp Labs,GITHUB_churned_contributors_quarterly,2024-02-01,1.0
Pyth Network,GITHUB_change_in_new_contributors_quarterly,2024-02-01,-19.0
Syndicate Protocol,GITHUB_change_in_new_contributors_quarterly,2024-02-01,0.0
Syndicate Protocol,GITHUB_change_in_full_time_contributors_quarterly,2024-02-01,0.0
Syndicate Protocol,GITHUB_churned_contributors_quarterly,2024-02-01,0.0
Syndicate Protocol,GITHUB_change_in_active_contributors_quarterly,2024-02-01,1.0
Walnut,GITHUB_churned_contributors_quarterly,2024-02-01,-18.0
Walnut,GITHUB_change_in_full_time_contributors_quarterly,2024-02-01,0.0
Trail of Bits Security Reviews,GITHUB_change_in_new_contributors_monthly,2024-02-01,2.0
Debid - Fairblock,GITHUB_change_in_active_contributors_quarterly,2024-02-01,12.0
Debid - Fairblock,GITHUB_change_in_new_contributors_quarterly,2024-02-01,13.0
Debid - Fairblock,GITHUB_churned_contributors_quarterly,2024-02-01,11.0
thirdweb,GITHUB_churned_contributors_quarterly,2024-02-01,-14.0
Arbos Foundry,GITHUB_change_in_new_contributors_quarterly,2024-02-01,0.0
Arbos Foundry,GITHUB_change_in_active_contributors_quarterly,2024-02-01,0.0
Pyth Network,GITHUB_change_in_new_contributors_monthly,2024-02-01,-19.0
Pyth Network,GITHUB_churned_contributors_monthly,2024-02-01,-43.0
Syndicate Protocol,GITHUB_churned_contributors_monthly,2024-02-01,0.0
Syndicate Protocol,GITHUB_change_in_active_contributors_monthly,2024-02-01,1.0
Syndicate Protocol,GITHUB_change_in_new_contributors_monthly,2024-02-01,0.0
Remix IDE plugin for Arbitrum Stylus,GITHUB_change_in_full_time_contributors_quarterly,2024-02-01,0.0
Debid - Fairblock,GITHUB_change_in_active_contributors_biannually,2024-02-01,12.0
Debid - Fairblock,GITHUB_change_in_new_contributors_biannually,2024-02-01,13.0
Remix IDE plugin for Arbitrum Stylus,GITHUB_change_in_active_contributors_biannually,2024-02-01,0.0
Arbos Foundry,GITHUB_change_in_new_contributors_biannually,2024-02-01,0.0
Arbos Foundry,GITHUB_change_in_active_contributors_biannually,2024-02-01,0.0
Arbos Foundry,GITHUB_churned_contributors_monthly,2024-02-01,0.0
thirdweb,GITHUB_churned_contributors_monthly,2024-02-01,-14.0
thirdweb,GITHUB_change_in_new_contributors_monthly,2024-02-01,-2.0
Open Source Observer,GITHUB_churned_contributors_biannually,2024-02-01,-2.0
WakeUp Labs,GITHUB_change_in_new_contributors_biannually,2024-02-01,0.0
Pyth Network,GITHUB_change_in_active_contributors_biannually,2024-02-01,-18.0
Pyth Network,GITHUB_change_in_new_contributors_biannually,2024-02-01,-19.0
Syndicate Protocol,GITHUB_change_in_full_time_contributors_biannually,2024-02-01,0.0
Syndicate Protocol,GITHUB_change_in_new_contributors_biannually,2024-02-01,0.0
Syndicate Protocol,GITHUB_churned_contributors_biannually,2024-02-01,0.0
Trail of Bits Security Reviews,GITHUB_churned_contributors_biannually,2024-02-01,-15.0
Trail of Bits Security Reviews,GITHUB_change_in_active_contributors_biannually,2024-02-01,4.0
Walnut,GITHUB_change_in_active_contributors_biannually,2024-02-01,-9.0
Open Source Observer,GITHUB_comments_daily,2024-09-09,33.0
thirdweb,GITHUB_forks_weekly,2024-09-09,8.0
Open Source Observer,GITHUB_stars_weekly,2024-09-09,3.0
Walnut,GITHUB_stars_weekly,2024-09-09,1.0
Trail of Bits Security Reviews,GITHUB_commits_daily,2024-09-09,41.0
Runtime Verification,GITHUB_commits_daily,2024-09-09,26.0
Passport XYZ,GITHUB_commits_daily,2024-09-09,14.0
Passport XYZ,GITHUB_releases_weekly,2024-09-09,4.0
thirdweb,GITHUB_releases_daily,2024-09-09,3.0
Redstone Finance,GITHUB_commits_weekly,2024-09-09,37.0
Runtime Verification,GITHUB_commits_weekly,2024-09-09,99.0
Trail of Bits Security Reviews,GITHUB_commits_weekly,2024-09-09,104.0
Remix IDE plugin for Arbitrum Stylus,GITHUB_commits_weekly,2024-09-09,20.0
Runtime Verification,GITHUB_repositories_weekly,2024-09-09,18.0
Remix IDE plugin for Arbitrum Stylus,GITHUB_repositories_weekly,2024-09-09,1.0
Redstone Finance,GITHUB_repositories_weekly,2024-09-09,6.0
Pyth Network,GITHUB_repositories_weekly,2024-09-09,31.0
Trail of Bits Security Reviews,GITHUB_repositories_daily,2024-09-09,15.0
Remix IDE plugin for Arbitrum Stylus,GITHUB_contributors_weekly,2024-09-09,1.0
Pyth Network,GITHUB_contributors_weekly,2024-09-09,12.0
Redstone Finance,GITHUB_contributors_weekly,2024-09-09,7.0
Walnut,GITHUB_contributors_weekly,2024-09-09,4.0
thirdweb,GITHUB_contributors_weekly,2024-09-09,26.0
Remix IDE plugin for Arbitrum Stylus,GITHUB_active_developers_weekly,2024-09-09,1.0
Trail of Bits Security Reviews,GITHUB_active_developers_weekly,2024-09-09,16.0
Enclave,GITHUB_active_developers_weekly,2024-09-09,1.0
Passport XYZ,GITHUB_contributors_daily,2024-09-09,3.0
Sylow,GITHUB_contributors_daily,2024-09-09,1.0
Runtime Verification,GITHUB_contributors_daily,2024-09-09,11.0
Walnut,GITHUB_contributors_daily,2024-09-09,1.0
Pyth Network,GITHUB_contributors_daily,2024-09-09,8.0
Redstone Finance,GITHUB_merged_pull_requests_daily,2024-09-09,1.0
Sylow,GITHUB_active_developers_daily,2024-09-09,1.0
thirdweb,GITHUB_active_developers_daily,2024-09-09,4.0
Passport XYZ,GITHUB_opened_pull_requests_weekly,2024-09-09,29.0
thirdweb,GITHUB_opened_pull_requests_weekly,2024-09-09,151.0
Debid - Fairblock,GITHUB_opened_pull_requests_weekly,2024-09-09,2.0
Enclave,GITHUB_opened_pull_requests_weekly,2024-09-09,13.0
Runtime Verification,GITHUB_opened_issues_weekly,2024-09-09,5.0
Passport XYZ,GITHUB_closed_issues_weekly,2024-09-09,14.0
Passport XYZ,GITHUB_opened_issues_daily,2024-09-09,8.0
Runtime Verification,GITHUB_opened_issues_daily,2024-09-09,1.0
Enclave,GITHUB_closed_issues_weekly,2024-09-09,2.0
Walnut,GITHUB_closed_issues_weekly,2024-09-09,1.0
Trail of Bits Security Reviews,GITHUB_commits_daily,2024-03-10,6.0
thirdweb,GITHUB_repositories_daily,2024-03-10,2.0
Walnut,GITHUB_repositories_daily,2024-03-10,1.0
Open Source Observer,GITHUB_opened_pull_requests_daily,2024-03-10,3.0
Trail of Bits Security Reviews,GITHUB_opened_pull_requests_daily,2024-03-10,2.0
Open Source Observer,GITHUB_contributors_daily,2024-03-10,2.0
Walnut,GITHUB_active_developers_daily,2024-03-10,1.0
Open Source Observer,GITHUB_active_developers_daily,2024-03-10,2.0
thirdweb,GITHUB_opened_issues_daily,2024-03-10,1.0
Walnut,GITHUB_closed_issues_daily,2024-03-10,1.0
Redstone Finance,GITHUB_comments_daily,2024-11-05,2.0
thirdweb,GITHUB_comments_daily,2024-11-05,116.0
Solang,GITHUB_stars_daily,2024-11-05,1.0
Trail of Bits Security Reviews,GITHUB_stars_daily,2024-11-05,8.0
Trail of Bits Security Reviews,GITHUB_commits_daily,2024-11-05,6.0
Open Source Observer,GITHUB_commits_daily,2024-11-05,7.0
Sylow,GITHUB_forks_daily,2024-11-05,1.0
Open Source Observer,GITHUB_forks_daily,2024-11-05,1.0
Debid - Fairblock,GITHUB_repositories_daily,2024-11-05,1.0
thirdweb,GITHUB_repositories_daily,2024-11-05,2.0
Enclave,GITHUB_repositories_daily,2024-11-05,1.0
Solang,GITHUB_repositories_daily,2024-11-05,1.0
Sylow,GITHUB_repositories_daily,2024-11-05,1.0
Trail of Bits Security Reviews,GITHUB_active_developers_daily,2024-11-05,2.0
thirdweb,GITHUB_active_developers_daily,2024-11-05,4.0
Passport XYZ,GITHUB_active_developers_daily,2024-11-05,1.0
Pyth Network,GITHUB_contributors_daily,2024-11-05,9.0
Open Source Observer,GITHUB_merged_pull_requests_daily,2024-11-05,5.0
Passport XYZ,GITHUB_merged_pull_requests_daily,2024-11-05,2.0
Open Source Observer,GITHUB_opened_issues_daily,2024-11-05,2.0
Enclave,GITHUB_closed_issues_daily,2024-11-05,2.0
thirdweb,GITHUB_comments_daily,2024-05-15,80.0
Trail of Bits Security Reviews,GITHUB_comments_daily,2024-05-15,18.0
Trail of Bits Security Reviews,GITHUB_stars_daily,2024-05-15,10.0
thirdweb,GITHUB_stars_daily,2024-05-15,3.0
Pyth Network,GITHUB_stars_daily,2024-05-15,1.0
Trail of Bits Security Reviews,GITHUB_releases_daily,2024-05-15,4.0
Walnut,GITHUB_repositories_daily,2024-05-15,1.0
Redstone Finance,GITHUB_contributors_daily,2024-05-15,1.0
Open Source Observer,GITHUB_contributors_daily,2024-05-15,2.0
Walnut,GITHUB_contributors_daily,2024-05-15,1.0
Debid - Fairblock,GITHUB_active_developers_daily,2024-05-15,1.0
thirdweb,GITHUB_opened_pull_requests_daily,2024-05-15,22.0
Walnut,GITHUB_opened_pull_requests_daily,2024-05-15,1.0
thirdweb,GITHUB_merged_pull_requests_daily,2024-05-15,15.0
Open Source Observer,GITHUB_merged_pull_requests_daily,2024-05-15,17.0
Runtime Verification,GITHUB_merged_pull_requests_daily,2024-05-15,17.0
thirdweb,GITHUB_closed_issues_daily,2024-05-15,1.0
Open Source Observer,GITHUB_opened_issues_daily,2024-05-15,2.0
Trail of Bits Security Reviews,GITHUB_forks_weekly,2024-09-02,6.0
Enclave,GITHUB_comments_daily,2024-09-02,6.0
Trail of Bits Security Reviews,GITHUB_stars_daily,2024-09-02,10.0
Pyth Network,GITHUB_releases_weekly,2024-09-02,2.0
Runtime Verification,GITHUB_commits_daily,2024-09-02,9.0
Redstone Finance,GITHUB_commits_daily,2024-09-02,6.0
Pyth Network,GITHUB_commits_daily,2024-09-02,5.0
Enclave,GITHUB_commits_daily,2024-09-02,15.0
Runtime Verification,GITHUB_commits_weekly,2024-09-02,95.0
Walnut,GITHUB_commits_weekly,2024-09-02,26.0
Enclave,GITHUB_commits_weekly,2024-09-02,32.0
Redstone Finance,GITHUB_commits_weekly,2024-09-02,25.0
Pyth Network,GITHUB_comments_weekly,2024-09-02,217.0
thirdweb,GITHUB_comments_weekly,2024-09-02,767.0
Open Source Observer,GITHUB_comments_weekly,2024-09-02,179.0
Enclave,GITHUB_comments_weekly,2024-09-02,26.0
Runtime Verification,GITHUB_releases_daily,2024-09-02,3.0
thirdweb,GITHUB_releases_daily,2024-09-02,1.0
thirdweb,GITHUB_repositories_weekly,2024-09-02,7.0
Pyth Network,GITHUB_repositories_weekly,2024-09-02,12.0
Debid - Fairblock,GITHUB_repositories_weekly,2024-09-02,2.0
Trail of Bits Security Reviews,GITHUB_repositories_daily,2024-09-02,15.0
Remix IDE plugin for Arbitrum Stylus,GITHUB_contributors_weekly,2024-09-02,1.0
Arbos Foundry,GITHUB_contributors_weekly,2024-09-02,1.0
Open Source Observer,GITHUB_contributors_weekly,2024-09-02,14.0
Passport XYZ,GITHUB_contributors_weekly,2024-09-02,3.0
thirdweb,GITHUB_active_developers_weekly,2024-09-02,8.0
Arbos Foundry,GITHUB_active_developers_weekly,2024-09-02,1.0
WakeUp Labs,GITHUB_active_developers_weekly,2024-09-02,1.0
Redstone Finance,GITHUB_active_developers_weekly,2024-09-02,6.0
Open Source Observer,GITHUB_contributors_daily,2024-09-02,4.0
Redstone Finance,GITHUB_contributors_daily,2024-09-02,3.0
Pyth Network,GITHUB_contributors_daily,2024-09-02,5.0
Walnut,GITHUB_opened_pull_requests_weekly,2024-09-02,2.0
Enclave,GITHUB_opened_pull_requests_weekly,2024-09-02,15.0
Open Source Observer,GITHUB_opened_pull_requests_weekly,2024-09-02,46.0
Trail of Bits Security Reviews,GITHUB_opened_pull_requests_daily,2024-09-02,10.0
Walnut,GITHUB_opened_pull_requests_daily,2024-09-02,1.0
thirdweb,GITHUB_opened_pull_requests_daily,2024-09-02,13.0
Runtime Verification,GITHUB_opened_pull_requests_daily,2024-09-02,11.0
Redstone Finance,GITHUB_merged_pull_requests_weekly,2024-09-02,3.0
Syndicate Protocol,GITHUB_merged_pull_requests_weekly,2024-09-02,1.0
thirdweb,GITHUB_merged_pull_requests_daily,2024-09-02,18.0
Enclave,GITHUB_merged_pull_requests_daily,2024-09-02,2.0
Trail of Bits Security Reviews,GITHUB_merged_pull_requests_daily,2024-09-02,2.0
Runtime Verification,GITHUB_closed_issues_weekly,2024-09-02,4.0
Trail of Bits Security Reviews,GITHUB_closed_issues_weekly,2024-09-02,1.0
Pyth Network,GITHUB_comments_daily,2024-03-09,1.0
thirdweb,GITHUB_stars_daily,2024-03-09,2.0
Runtime Verification,GITHUB_commits_daily,2024-03-09,3.0
thirdweb,GITHUB_releases_daily,2024-03-09,9.0
Debid - Fairblock,GITHUB_repositories_daily,2024-03-09,1.0
thirdweb,GITHUB_repositories_daily,2024-03-09,5.0
Trail of Bits Security Reviews,GITHUB_repositories_daily,2024-03-09,4.0
thirdweb,GITHUB_contributors_daily,2024-03-09,5.0
Debid - Fairblock,GITHUB_contributors_daily,2024-03-09,1.0
Trail of Bits Security Reviews,GITHUB_contributors_daily,2024-03-09,2.0
Runtime Verification,GITHUB_contributors_daily,2024-03-09,6.0
thirdweb,GITHUB_active_developers_daily,2024-03-09,4.0
Pyth Network,GITHUB_opened_pull_requests_daily,2024-03-09,1.0
Passport XYZ,GITHUB_comments_daily,2024-05-06,2.0
Open Source Observer,GITHUB_comments_daily,2024-05-06,18.0
Trail of Bits Security Reviews,GITHUB_stars_daily,2024-05-06,11.0
Debid - Fairblock,GITHUB_commits_daily,2024-05-06,2.0
Runtime Verification,GITHUB_releases_weekly,2024-05-06,46.0
Pyth Network,GITHUB_releases_weekly,2024-05-06,5.0
Trail of Bits Security Reviews,GITHUB_releases_weekly,2024-05-06,3.0
Runtime Verification,GITHUB_releases_daily,2024-05-06,9.0
thirdweb,GITHUB_commits_weekly,2024-05-06,106.0
Redstone Finance,GITHUB_comments_weekly,2024-05-06,2.0
Open Source Observer,GITHUB_comments_weekly,2024-05-06,76.0
Debid - Fairblock,GITHUB_repositories_weekly,2024-05-06,2.0
Passport XYZ,GITHUB_repositories_weekly,2024-05-06,1.0
thirdweb,GITHUB_repositories_weekly,2024-05-06,9.0
Pyth Network,GITHUB_repositories_daily,2024-05-06,3.0
Debid - Fairblock,GITHUB_contributors_daily,2024-05-06,1.0
thirdweb,GITHUB_contributors_daily,2024-05-06,5.0
Runtime Verification,GITHUB_contributors_daily,2024-05-06,5.0
Syndicate Protocol,GITHUB_contributors_weekly,2024-05-06,1.0
Debid - Fairblock,GITHUB_contributors_weekly,2024-05-06,1.0
Passport XYZ,GITHUB_contributors_weekly,2024-05-06,1.0
Walnut,GITHUB_active_developers_weekly,2024-05-06,2.0
Pyth Network,GITHUB_opened_pull_requests_weekly,2024-05-06,39.0
thirdweb,GITHUB_opened_pull_requests_weekly,2024-05-06,116.0
Debid - Fairblock,GITHUB_opened_pull_requests_weekly,2024-05-06,1.0
Open Source Observer,GITHUB_merged_pull_requests_weekly,2024-05-06,19.0
Debid - Fairblock,GITHUB_merged_pull_requests_weekly,2024-05-06,1.0
Runtime Verification,GITHUB_merged_pull_requests_weekly,2024-05-06,52.0
Redstone Finance,GITHUB_merged_pull_requests_weekly,2024-05-06,2.0
Debid - Fairblock,GITHUB_opened_pull_requests_daily,2024-05-06,1.0
thirdweb,GITHUB_merged_pull_requests_daily,2024-05-06,12.0
Runtime Verification,GITHUB_merged_pull_requests_daily,2024-05-06,11.0
Pyth Network,GITHUB_merged_pull_requests_daily,2024-05-06,6.0
Open Source Observer,GITHUB_opened_issues_weekly,2024-05-06,19.0
Walnut,GITHUB_opened_issues_weekly,2024-05-06,1.0
Runtime Verification,GITHUB_opened_issues_daily,2024-05-06,2.0
Open Source Observer,GITHUB_opened_issues_daily,2024-05-06,5.0
Walnut,GITHUB_closed_issues_weekly,2024-05-06,2.0
Solang,GITHUB_forks_weekly,2024-11-04,2.0
thirdweb,GITHUB_forks_weekly,2024-11-04,6.0
thirdweb,GITHUB_comments_daily,2024-11-04,168.0
Open Source Observer,GITHUB_stars_daily,2024-11-04,1.0
Solang,GITHUB_stars_weekly,2024-11-04,4.0
Passport XYZ,GITHUB_stars_weekly,2024-11-04,32.0
Trail of Bits Security Reviews,GITHUB_stars_weekly,2024-11-04,67.0
Trail of Bits Security Reviews,GITHUB_releases_daily,2024-11-04,3.0
thirdweb,GITHUB_releases_daily,2024-11-04,3.0
Remix IDE plugin for Arbitrum Stylus,GITHUB_releases_daily,2024-11-04,1.0
thirdweb,GITHUB_releases_weekly,2024-11-04,9.0
Trail of Bits Security Reviews,GITHUB_releases_weekly,2024-11-04,9.0
Trail of Bits Security Reviews,GITHUB_commits_weekly,2024-11-04,66.0
Runtime Verification,GITHUB_comments_weekly,2024-11-04,26.0
Redstone Finance,GITHUB_comments_weekly,2024-11-04,3.0
Passport XYZ,GITHUB_comments_weekly,2024-11-04,14.0
Runtime Verification,GITHUB_repositories_daily,2024-11-04,2.0
Solang,GITHUB_repositories_daily,2024-11-04,1.0
Sylow,GITHUB_repositories_weekly,2024-11-04,1.0
Remix IDE plugin for Arbitrum Stylus,GITHUB_repositories_weekly,2024-11-04,1.0
Passport XYZ,GITHUB_repositories_weekly,2024-11-04,7.0
Remix IDE plugin for Arbitrum Stylus,GITHUB_contributors_daily,2024-11-04,1.0
Trail of Bits Security Reviews,GITHUB_contributors_daily,2024-11-04,5.0
Debid - Fairblock,GITHUB_contributors_daily,2024-11-04,1.0
Enclave,GITHUB_contributors_weekly,2024-11-04,1.0
Redstone Finance,GITHUB_contributors_weekly,2024-11-04,2.0
Sylow,GITHUB_contributors_weekly,2024-11-04,1.0
Remix IDE plugin for Arbitrum Stylus,GITHUB_active_developers_weekly,2024-11-04,1.0
Remix IDE plugin for Arbitrum Stylus,GITHUB_active_developers_daily,2024-11-04,1.0
Pyth Network,GITHUB_active_developers_daily,2024-11-04,3.0
Debid - Fairblock,GITHUB_opened_pull_requests_weekly,2024-11-04,5.0
Pyth Network,GITHUB_opened_pull_requests_weekly,2024-11-04,39.0
Trail of Bits Security Reviews,GITHUB_opened_pull_requests_weekly,2024-11-04,50.0
Open Source Observer,GITHUB_opened_pull_requests_daily,2024-11-04,6.0
thirdweb,GITHUB_opened_pull_requests_daily,2024-11-04,22.0
Trail of Bits Security Reviews,GITHUB_merged_pull_requests_weekly,2024-11-04,40.0
Runtime Verification,GITHUB_merged_pull_requests_weekly,2024-11-04,9.0
Redstone Finance,GITHUB_merged_pull_requests_weekly,2024-11-04,3.0
Passport XYZ,GITHUB_merged_pull_requests_weekly,2024-11-04,18.0
Pyth Network,GITHUB_merged_pull_requests_daily,2024-11-04,5.0
Open Source Observer,GITHUB_opened_issues_weekly,2024-11-04,10.0
Redstone Finance,GITHUB_closed_issues_daily,2024-11-04,2.0
Open Source Observer,GITHUB_closed_issues_daily,2024-11-04,2.0
Trail of Bits Security Reviews,GITHUB_closed_issues_daily,2024-11-04,1.0
Enclave,GITHUB_closed_issues_daily,2024-11-04,1.0
Redstone Finance,GITHUB_closed_issues_weekly,2024-11-04,2.0
Open Source Observer,GITHUB_closed_issues_weekly,2024-11-04,5.0
thirdweb,GITHUB_comments_daily,2025-02-04,48.0
Moving Stylus,GITHUB_comments_daily,2025-02-04,4.0
Pyth Network,GITHUB_comments_daily,2025-02-04,25.0
Redstone Finance,GITHUB_comments_daily,2025-02-04,3.0
Open Source Observer,GITHUB_stars_daily,2025-02-04,1.0
Pyth Network,GITHUB_forks_daily,2025-02-04,1.0
Walnut,GITHUB_repositories_daily,2025-02-04,3.0
Open Source Observer,GITHUB_repositories_daily,2025-02-04,3.0
Moving Stylus,GITHUB_repositories_daily,2025-02-04,1.0
Redstone Finance,GITHUB_repositories_daily,2025-02-04,4.0
9Lives,GITHUB_contributors_daily,2025-02-04,1.0
Pyth Network,GITHUB_contributors_daily,2025-02-04,4.0
thirdweb,GITHUB_contributors_daily,2025-02-04,9.0
Moving Stylus,GITHUB_contributors_daily,2025-02-04,2.0
Redstone Finance,GITHUB_opened_pull_requests_daily,2025-02-04,3.0
Walnut,GITHUB_opened_pull_requests_daily,2025-02-04,1.0
Open Source Observer,GITHUB_opened_pull_requests_daily,2025-02-04,7.0
thirdweb,GITHUB_opened_pull_requests_daily,2025-02-04,10.0
Passport XYZ,GITHUB_opened_issues_daily,2025-02-04,8.0
thirdweb,GITHUB_opened_issues_daily,2025-02-04,1.0
thirdweb,GITHUB_closed_issues_daily,2025-02-04,1.0
Walnut,GITHUB_closed_issues_daily,2025-02-04,2.0
Open Source Observer,GITHUB_comments_daily,2024-10-28,9.0
Passport XYZ,GITHUB_stars_daily,2024-10-28,10.0
thirdweb,GITHUB_stars_weekly,2024-10-28,12.0
Pyth Network,GITHUB_stars_weekly,2024-10-28,6.0
Open Source Observer,GITHUB_stars_weekly,2024-10-28,1.0
Runtime Verification,GITHUB_stars_weekly,2024-10-28,7.0
Debid - Fairblock,GITHUB_commits_daily,2024-10-28,2.0
Pyth Network,GITHUB_commits_daily,2024-10-28,7.0
Redstone Finance,GITHUB_commits_daily,2024-10-28,5.0
Runtime Verification,GITHUB_releases_weekly,2024-10-28,15.0
Walnut,GITHUB_commits_weekly,2024-10-28,45.0
Redstone Finance,GITHUB_commits_weekly,2024-10-28,21.0
Remix IDE plugin for Arbitrum Stylus,GITHUB_commits_weekly,2024-10-28,6.0
Passport XYZ,GITHUB_commits_weekly,2024-10-28,12.0
thirdweb,GITHUB_commits_weekly,2024-10-28,91.0
Solang,GITHUB_comments_weekly,2024-10-28,1.0
Passport XYZ,GITHUB_comments_weekly,2024-10-28,22.0
Trail of Bits Security Reviews,GITHUB_comments_weekly,2024-10-28,38.0
Redstone Finance,GITHUB_comments_weekly,2024-10-28,8.0
Passport XYZ,GITHUB_repositories_weekly,2024-10-28,3.0
Enclave,GITHUB_repositories_weekly,2024-10-28,1.0
Debid - Fairblock,GITHUB_repositories_weekly,2024-10-28,5.0
thirdweb,GITHUB_repositories_weekly,2024-10-28,8.0
Trail of Bits Security Reviews,GITHUB_repositories_daily,2024-10-28,16.0
Redstone Finance,GITHUB_repositories_daily,2024-10-28,4.0
Pyth Network,GITHUB_repositories_daily,2024-10-28,5.0
thirdweb,GITHUB_contributors_weekly,2024-10-28,22.0
Remix IDE plugin for Arbitrum Stylus,GITHUB_contributors_weekly,2024-10-28,2.0
Runtime Verification,GITHUB_contributors_weekly,2024-10-28,12.0
Trail of Bits Security Reviews,GITHUB_contributors_daily,2024-10-28,7.0
Open Source Observer,GITHUB_contributors_daily,2024-10-28,4.0
Runtime Verification,GITHUB_contributors_daily,2024-10-28,4.0
thirdweb,GITHUB_contributors_daily,2024-10-28,13.0
Pyth Network,GITHUB_active_developers_weekly,2024-10-28,9.0
Trail of Bits Security Reviews,GITHUB_active_developers_daily,2024-10-28,6.0
Enclave,GITHUB_opened_pull_requests_weekly,2024-10-28,6.0
Trail of Bits Security Reviews,GITHUB_opened_pull_requests_weekly,2024-10-28,40.0
Solang,GITHUB_opened_pull_requests_weekly,2024-10-28,1.0
Passport XYZ,GITHUB_opened_pull_requests_weekly,2024-10-28,20.0
