,project_name,project_github,oso_github_slug,grant_address,oso_address_slug,round_id,round_name,chain_id,program_address,round_date,amount_usd,match_usd,total_usd,oso_slug
12087,Hardhat by Nomic Foundation,nomicfoundation,hardhat-nomicfoundation,0x587fb98e404a18503a24cf19abb1887704beb407,,13,"['opengaming', 'gitcoin-main']",,,2022-03-09T15:00:00Z,5981.78,31370.65,37352.43,hardhat-nomicfoundation
12088,hardhat-deploy and jolly-roger,wighawag,wighawag,0xf0d7a8198d75e10517f035cf11b928e9e2ab20f4,wighawag,13,"['opengaming', 'gitcoin-main']",,,2022-03-09T15:00:00Z,848.99,405.38,1254.37,wighawag
12138,Idena: The first Proof-of-Person blockchain,,,0x8917418abe36e6e788068e96ef5a47d7484c06b1,idena-network,13,['gitcoin-main'],,,2022-03-09T15:00:00Z,310.81,58.25,369.06,idena-network
12199,Just-DNA-Seq,dna-seq,dna-seq,0xbc7beb2d44eb0cddf6c0f2560a21475c2e2ac19c,dna-seq,13,"['gitcoin-main', 'longevity']",,,2022-03-09T15:00:00Z,3.56,1.37,4.93,dna-seq
12233,Krebit - Web3 Verifiable Credentials,krebitdao,krebitdao,0xd6eef6a4ceb9270776d6b388cfaba62f5bc3357f,,13,"['gitcoin-main', 'radicle']",,,2022-03-09T15:00:00Z,12593.2,32500.0,45093.2,krebitdao
12234,Kredeum : Decentralized NFTs Factory,kredeum,kredeum,0xbc0b437c95c7165f7d1f7c966cb2227da52a27d7,kredeum,13,"['gitcoin-main', 'nft', 'polygon']",,,2022-03-09T15:00:00Z,2064.1,5707.27,7771.370000000001,kredeum
12242,L2BEAT,l2beat,l2beat,0x41626ba92c0c2a1ad38fc83920300434082b1870,l2beat,13,['gitcoin-main'],,,2022-03-09T15:00:00Z,5307.46,6141.56,11449.02,l2beat
12274,Li.Finance - Cross-Chain Bridge Aggregator + Smart Routing,lifinance,lifinance,0x8932eb23bad9bddb5cf81426f78279a53c6c3b71,,13,[],,,2022-03-09T15:00:00Z,17.99,0.0,17.99,lifinance
12275,Lighthouse: Ethereum Consensus Client,sigp,"sigp, lighthouse-sigp",0xc9a872868afa68ba937f65a1c5b4b252dab15d85,lighthouse-sigp,13,['gitcoin-main'],,,2022-03-09T15:00:00Z,3655.67,5235.68,8891.35,lighthouse-sigp
12380,"Minerva Wallet (the mobile Metamask alternative, Panvala League)",lab10-coop,minerva-wallet-lab10-coop,0x9fc13b4e1c4206970a1c4520d2f77336cd5d0e0a,minerva-wallet-lab10-coop,13,"['gitcoin-main', 'nft', 'polygon']",,,2022-03-09T15:00:00Z,2228.4,10711.76,12940.16,minerva-wallet-lab10-coop
12387,MintBot | Polygon NFT Minter + ENS SubDomains (no gas),stevegachau,optinames-optimismresolver,0x1208a26faa0f4ac65b42098419eb4daa5e580ac6,,13,"['nft', 'gitcoin-main', 'ens', 'radicle', 'polygon']",,,2022-03-09T15:00:00Z,1937.94,13416.23,15354.17,optinames-optimismresolver
12437,Nethermind,,,0xbc11295936aa79d594139de1b2e12629414f3bdb,nethermindeth,13,[],,,2022-03-09T15:00:00Z,247.75,0.0,247.75,nethermindeth
12461,NFT Price Floor - Your User-Friendly Gateway to the NFT Ecosystem,nft-pricefloor,nft-pricefloor,0x31856e11ddaabc67e3b7b5de50dd0efce86e361e,,13,"['gitcoin-main', 'nft']",,,2022-03-09T15:00:00Z,13246.29,35000.0,48246.29,nft-pricefloor
12475,🎨 nifty.ink,buidlguidl,buidlguidl,0x4985ad3d7d81c9e9a4cb2cc080f0c6baa55d8f74,,13,['gitcoin-main'],,,2022-03-09T15:00:00Z,2796.14,4020.47,6816.61,buidlguidl
12533,OptiNames | ENS on Optimism,stevegachau,optinames-optimismresolver,0x1208a26faa0f4ac65b42098419eb4daa5e580ac6,,13,[],,,2022-03-09T15:00:00Z,11.22,0.0,11.22,optinames-optimismresolver
12576,Pepemon: Degen Battleground,pepem00n,,0xe71fbb197bc8fd11090fa657c100d52dbb407662,pepemon-dao,13,['gitcoin-main'],,,2022-03-09T15:00:00Z,1160.2,421.22,1581.42,pepemon-dao
12630,Proof of Humanity,proof-of-humanity,proof-of-humanity,0x99126d641ba3924c8af4dca4e3b2c33a41718913,,13,['gitcoin-main'],,,2022-03-09T15:00:00Z,1169.28,1279.87,2449.1499999999996,proof-of-humanity
12640,Prysm by Prysmatic Labs,prysmaticlabs,prysmaticlabs,0x9b984d5a03980d8dc0a24506c968465424c81dbe,,13,['gitcoin-main'],,,2022-03-09T15:00:00Z,2970.02,2482.38,5452.4,prysmaticlabs
12642,Punk Domains (Domains for DAOs),punk-domains,punk-domains,0xbcedb3e27f2650f4698e1cc6a02bbd2cef123b4b,,13,"['gitcoin-main', 'nft', 'polygon']",,,2022-03-09T15:00:00Z,841.86,660.29,1502.15,punk-domains
12696,rekt.news - The dark web of DeFi journalism,rekthq,rekthq,0x3c5c2f4bcec51a36494682f91dbc6ca7c63b514c,,13,['gitcoin-main'],,,2022-03-09T15:00:00Z,4759.09,11692.8,16451.89,rekthq
12713,Revert,mariorz,,0x8cadb20a4811f363dadb863a190708bed26245f8,revert-finance,13,"['uniswap', 'gitcoin-main', 'polygon']",,,2022-03-09T15:00:00Z,5399.64,12816.82,18216.46,revert-finance
12715,Revoke.cash - Helping you stay safe in web3,revokecash,"revokecash, revoke-cash",0xe126b3e5d052f1f575828f61feba4f4f2603652a,revoke-cash,13,['gitcoin-main'],,,2022-03-09T15:00:00Z,34.4,1.6,36.0,revoke-cash
12722,Ronan Sandford (a.k.a. @wighawag) Open Source And Research Grant,wighawag,wighawag,0xf78cd306b23031de9e739a5bcde61764e82ad5ef,,13,['gitcoin-main'],,,2022-03-09T15:00:00Z,45.0,0.15,45.15,wighawag
12724,Rosco Kalis,,,0xe126b3e5d052f1f575828f61feba4f4f2603652a,revoke-cash,13,[],,,2022-03-09T15:00:00Z,2.0,0.0,2.0,revoke-cash
12725,Rotki - The portfolio tracker and accounting tool that protects your privacy,rotki,rotki,0x9531c059098e3d194ff87febb587ab07b30b1306,rotki,13,"['nft', 'uniswap', 'gitcoin-main', 'ens', 'radicle', 'polygon']",,,2022-03-09T15:00:00Z,12166.9,59442.0,71608.9,rotki
12752,🏗  Scaffold-ETH,scaffold-eth,buidlguidl,0x97843608a00e2bbc75ab0c1911387e002565dede,buidlguidl,13,"['opengaming', 'gitcoin-main']",,,2022-03-09T15:00:00Z,7988.22,45000.0,52988.22,buidlguidl
12783,Shamba Ecological Oracle and DMRV Network,shambadynamic,shambadynamic,0x86579ebce57605929da73d8ce17f40960c3b052a,shambadynamic,13,"['climate', 'gitcoin-main', 'radicle', 'polygon']",,,2022-03-09T15:00:00Z,12757.21,79499.79,92257.0,shambadynamic
12820,Snapshot,snapshot-labs,snapshot-labs,0x8c28cf33d9fd3d0293f963b1cd27e3ff422b425c,,13,[],,,2022-03-09T15:00:00Z,4.0,0.0,4.0,snapshot-labs
12843,Spect,spect-ai,spect-ai,0x55b23ed53fe13060183b92979c737a8ef9a73b73,,13,"['gitcoin-main', 'polygon']",,,2022-03-09T15:00:00Z,1816.23,3100.61,4916.84,spect-ai
12942,The Daily Gwei by Anthony Sassano (sassal0x),,,0x648aa14e4424e0825a5ce739c8c68610e143fb79,ethhub-io,13,['gitcoin-main'],,,2022-03-09T15:00:00Z,2840.35,2519.71,5360.0599999999995,ethhub-io
12946,The Decarbonization Warp Drive,,,0x58b36156a268ec1e28ac781554c556e5152f7450,edendao,13,"['climate', 'gitcoin-main', 'radicle', 'polygon']",,,2022-03-09T15:00:00Z,5535.15,19734.69,25269.839999999997,edendao
12976,The MoonMath Manual to zk-SNARKs,leastauthority,leastauthority,0xa8a4912938549d50ef3e7c698c890e18d73408ee,,13,"['zktech', 'gitcoin-main']",,,2022-03-09T15:00:00Z,662.0,7525.17,8187.17,leastauthority
12994,The Tor Project,torproject,tor-project,0x532fb5d00f40ced99b16d1e295c77cda2eb1bb4f,,13,['gitcoin-main'],,,2022-03-09T15:00:00Z,4636.52,4034.78,8671.300000000001,tor-project
13037,Treejer: A Climate Action Protocol,treejer,treejer,0x81c776d0d7f7d9d3699851993ecaa88a46187f11,treejer,13,"['gitcoin-main', 'polygon', 'climate']",,,2022-03-09T15:00:00Z,3231.06,31502.99,34734.05,treejer
13046,TrueBlocks - Indexing any EVM-Based Chain,trueblocks,trueblocks,0xf503017d7baf7fbc0fff7492b751025c6a78179b,trueblocks,13,['gitcoin-main'],,,2022-03-09T15:00:00Z,1253.28,1226.23,2479.51,trueblocks
13061,Umbra:  Privacy Preserving Stealth Payments,scopelift,"umbra, scope-lift",0x57ea12a3a8e441f5fe7b1f3af1121097b7d3b6a8,scope-lift,13,"['gitcoin-main', 'ens']",,,2022-03-09T15:00:00Z,18440.13,36942.0,55382.130000000005,scope-lift
13091,Urbanika and the SolarPunk Awakening,urbanika,urbanika,0x0442a9abbc93058a873c371f21cc366338254a88,urbanika,13,"['gitcoin-main', 'radicle', 'climate']",,,2022-03-09T15:00:00Z,1156.27,3232.37,4388.639999999999,urbanika
13117,Via - UX-first one-stop DEX & Bridges aggregator,viaprotocol,via-protocol,0x3ccb0f1f6cc0709f491a2d25b4fbca5fe78870e8,,13,['gitcoin-main'],,,2022-03-09T15:00:00Z,8425.39,30000.0,38425.39,via-protocol
13140,wagmi: React Hooks library for Ethereum,tmm,,0xd2135cfb216b74109775236e36d4b433f1df507b,wagmi-dev,13,"['gitcoin-main', 'ens', 'polygon']",,,2022-03-09T15:00:00Z,1560.39,465.9,2026.29,wagmi-dev
13141,WalletConnect,walletconnect,walletconnect,0xcbec15583a21c3ddad5fab658be5b4fe85df730b,,13,[],,,2022-03-09T15:00:00Z,2.06,0.0,2.06,walletconnect
13166,"Web3 music ""W3M"" Coalition (music NFT standards/protocol development) | web3coalition.eth [Panvala League]",lexdao,lexdao,0xe83a67025d708c7f8ef9026fc82a71491e24d3f1,,13,['gitcoin-main'],,,2022-03-09T15:00:00Z,5996.2,18.58,6014.78,lexdao
13180,Week in Ethereum News,weekinethnews,weekinethnews,0x13ebd3443fa5575f0eb173e323d8419f7452cfb1,weekinethnews,13,['gitcoin-main'],,,2022-03-09T15:00:00Z,982.14,147.28,1129.42,weekinethnews
13237,ZeroAlpha - EFFICIENT ART MARKET,,,0x9fc13b4e1c4206970a1c4520d2f77336cd5d0e0a,minerva-wallet-lab10-coop,13,['gitcoin-main'],,,2022-03-09T15:00:00Z,,0.0,,minerva-wallet-lab10-coop
13240,ZeroPool - Scaling anonymous transactions for blockchains,zeropoolnetwork,zeropoolnetwork,0x947f8a49640b4770a8c7fe3c1e69ffc974295448,zeropoolnetwork,13,"['zktech', 'gitcoin-main']",,,2022-03-09T15:00:00Z,5054.21,47194.01,52248.22,zeropoolnetwork
13245,Zk Block - Boilerplate & Tools to Bootstrap Zk Dapps,heypran,,0xeed99e93e073c092131c245c3fda23781563d67d,zk-block-elefria-labs,13,"['zktech', 'gitcoin-main']",,,2022-03-09T15:00:00Z,769.55,6458.06,7227.610000000001,zk-block-elefria-labs
13295,7Energy - Energy Communities without Banks,d10r,,0x9fc13b4e1c4206970a1c4520d2f77336cd5d0e0a,minerva-wallet-lab10-coop,14,"['gitcoin-main', 'climate']",,,2022-06-08T15:00:00Z,11.0,0.28,11.28,minerva-wallet-lab10-coop
13400,✨ Astral — Spatial data on the decentralized web,astralprotocol,astralprotocol,0x41dde2dc7f718d5f764fc97e8d122864587642d4,astralprotocol,14,"['protocollabs', 'gitcoin-main', 'radicle', 'climate']",,,2022-06-08T15:00:00Z,2756.54,84277.44,87033.98,astralprotocol
13434,Bankless Academy,banklessdao,banklessdao,0xf80cd14ec747b2adf7b1a9911b38c65a885daeea,,14,"['gitcoin-main', 'polygon']",,,2022-06-08T15:00:00Z,3341.83,2689.92,6031.75,banklessdao
13436,BanklessDAO,banklessdao,banklessdao,0xf26d1bb347a59f6c283c53156519cc1b1abaca51,,14,[],,,2022-06-08T15:00:00Z,6.88,0.0,6.88,banklessdao
13455,beaconcha.in - Open source Eth2 blockchain explorer,gobitfly,"beacon-chain, gobitfly",0x9d4e94db689bc471e45b0a18b7bda36fccec9c3b,beacon-chain,14,"['ethinfra', 'gitcoin-main']",,,2022-06-08T15:00:00Z,22747.74,62881.32,85629.06,beacon-chain
13524,"Blockhead: portfolio tracker, tx visualizer and data explorer for crypto/DeFi/NFTs/web3",darrylyeo,blockhead-darryl-yeo,0x048669c431230a9a8298b7ec045f1e1137827cca,blockhead-darryl-yeo,14,"['gitcoin-main', 'ens', 'polygon']",,,2022-06-08T15:00:00Z,57.14,5.41,62.55,blockhead-darryl-yeo
13527,"Blockscout - Open-source, Multi-chain, Transparent Block Explorer",blockscout,blockscout,0x242ba6d68ffeb4a098b591b32d370f973ff882b7,blockscout,14,['gitcoin-main'],,,2022-06-08T15:00:00Z,1217.8,3.58,1221.3799999999999,blockscout
13537,Bloom Network,bloomnetwork,bloomnetwork,0xf64bbc221f89cc882fba507908bbe4ae3ad2f470,bloomnetwork,14,"['gitcoin-main', 'unlock', 'climate']",,,2022-06-08T15:00:00Z,3226.24,9161.79,12388.03,bloomnetwork
13554,BrightID 🔆 Universal Proof of Uniqueness (Panvala League),brightid,brightid,0x4b8810b079eb22ecf2d1f75e08e0abbd6fd87dbf,brightid,14,['gitcoin-main'],,,2022-06-08T15:00:00Z,6621.51,8198.96,14820.47,brightid
13603,ChainEye - Free and open source omnichain analytics,defieye,defieye,0xe6d7b9fb31b93e542f57c7b6bfa0a5a48efc9d0f,defieye,14,['gitcoin-main'],,,2022-06-08T15:00:00Z,6234.88,11037.22,17272.1,defieye
13641,clr.fund,clrfund,clrfund,0xfcc41c4614bd464ba28ad96f93aadaa7ba6c8680,clrfund,14,['gitcoin-main'],,,2022-06-08T15:00:00Z,300.05,33.95,334.0,clrfund
13674,Commons Simulator: Level Up,commons-stack,commons-stack,0xa0527ba80d811cd45d452481caf902dfd6f5b8c2,,14,['gitcoin-main'],,,2022-06-08T15:00:00Z,24.7,0.03,24.73,commons-stack
13675,Commons Stack,commons-stack,commons-stack,0x8110d1d04ac316fdcace8f24fd60c86b810ab15a,commons-stack,14,['gitcoin-main'],,,2022-06-08T15:00:00Z,912.87,70.3,983.17,commons-stack
13763,CryptoStats/CryptoFees.info,dmihal,crypto-fees-dmihal,0x392acfd0792c32222edf31c20dd0cc51528bb9ea,,14,['gitcoin-main'],,,2022-06-08T15:00:00Z,2834.39,1311.7,4146.09,crypto-fees-dmihal
13815,DAO Internal Dispute Resolution Open Handbook by LexDAO (Panvala League),lexdao,lexdao,0x24801de57f065d95d741dff0f419dc5004777c87,,14,['gitcoin-main'],,,2022-06-08T15:00:00Z,,0.0,,lexdao
13833,DApp Learning developer group,dapp-learning-dao,dapp-learning-dao,0x1f7b953113f4dfcbf56a1688529cc812865840e1,dapp-learning-dao,14,"['gitcoin-main', 'subgraphscholarships', 'polygon']",,,2022-06-08T15:00:00Z,31024.34,9666.21,40690.55,dapp-learning-dao
13845,Dataverse: your ownable personal space,ownership-labs,,0x2d1036d679f3cdca0ea86bb0e29540d52346cbc9,dataverse-os,14,['gitcoin-main'],,,2022-06-08T15:00:00Z,5609.69,8589.64,14199.329999999998,dataverse-os
13977,Digital Gaia: Proof of Impact for ReFi,cnrmck,,0x4bd87f86824a1577e705489780376da5ad309180,gaia-os,14,"['gitcoin-main', 'climate']",,,2022-06-08T15:00:00Z,9698.79,28054.48,37753.270000000004,gaia-os
14055,Electronic Frontier Foundation,efforg,electronic-frontier-foundation,0x640c28441f9e73537c63576a0d6f44643a577e32,,14,"['advocacy', 'gitcoin-main']",,,2022-06-08T15:00:00Z,1340.25,52613.87,53954.12,electronic-frontier-foundation
14090,Esteroids (Ethereum Asteroids) - a .eth websites search engine,esteroids,esteroids,0x62131a54d46351e5281c7b9acb7ee3e712f41449,,14,"['opengaming', 'protocollabs', 'gitcoin-main', 'ens']",,,2022-06-08T15:00:00Z,6991.68,38293.63,45285.31,esteroids
14130,Ethereum Staking Guides (Ubuntu),someresat,,0x32b74b90407309f6637245292cd90347de658a37,someresatguides,14,"['ethinfra', 'gitcoin-main']",,,2022-06-08T15:00:00Z,1550.97,2873.31,4424.28,someresatguides
14137,"ethers.js - Complete, Simple and Tiny",ethers-io,ethers-io,0x8ba1f109551bd432803012645ac136ddd64dba72,ethers-io,14,"['opengaming', 'ethinfra', 'gitcoin-main']",,,2022-06-08T15:00:00Z,13323.37,80670.12,93993.48999999999,ethers-io
14154,ETH.LIMO - Your Privacy Focused ENS Gateway,eth-limo,,0xb352bb4e2a4f27683435f153a259f1b207218b1b,eth-limo,14,"['opengaming', 'protocollabs', 'gitcoin-main', 'ens']",,,2022-06-08T15:00:00Z,5897.73,9457.08,15354.81,eth-limo
14165,ethstaker,superphiz,,0xd165df4296c85e780509fa1eace0150d945d49fd,ethstaker,14,"['ethinfra', 'gitcoin-main']",,,2022-06-08T15:00:00Z,10937.78,73424.18,84361.95999999999,ethstaker
14170,eth-wizard: An Ethereum validator installation wizard,stake-house,"stake-house, eth-wizard-stake-house",0xdbb16c68aa373229db9f37d85087264361691ab9,eth-wizard-stake-house,14,['gitcoin-main'],,,2022-06-08T15:00:00Z,326.25,2.23,328.48,eth-wizard-stake-house
14207,Fileverse.io - File sharing and collaboration between addresses.,fileverse,fileverse,0x4af147188bfe1c02d18d752ed5e473d8394f2300,fileverse,14,"['protocollabs', 'gitcoin-main', 'polygon']",,,2022-06-08T15:00:00Z,12008.61,45000.0,57008.61,fileverse
14245,Frame: Privacy Focused Native Ethereum Wallet,floating,frame-floating,0xb120c885f1527394c78d50e7c7da57defb24f612,,14,[],,,2022-06-08T15:00:00Z,9.79,0.0,9.79,frame-floating
14249,Freedom of the Press Foundation,freedomofpress,freedom-of-the-press-foundation,0x998f25be40241ca5d8f5fcaf3591b5ed06ef3be7,,14,['gitcoin-main'],,,2022-06-08T15:00:00Z,42.36,0.22,42.58,freedom-of-the-press-foundation
14303,Geo Web [Panvala League],geo-web-project,geo-web,0xde798cd9c53f4806b9cc7dd27adf7c641540167c,geo-web,14,"['opengaming', 'protocollabs', 'gitcoin-main', 'subgraphscholarships']",,,2022-06-08T15:00:00Z,3100.52,23625.29,26725.81,geo-web
14314,Gitcoin Champions Program,gitcoinco,gitcoin,0xc29fb1d0c0ad2078e909b0bd629b512eb6bcb008,,14,['gitcoin-main'],,,2022-06-08T15:00:00Z,,0.0,,gitcoin
14332,Giveth.io - Panvala League,giveth,giveth,0x4d9339dd97db55e3b9bcbe65de39ff9c04d1c2cd,giveth,14,['gitcoin-main'],,,2022-06-08T15:00:00Z,9095.85,12970.71,22066.559999999998,giveth
14333,GivethTRACE,giveth,giveth,0x97222b6ed77c17cd6cfc288ea363a688f57fb242,,14,['gitcoin-main'],,,2022-06-08T15:00:00Z,70.15,1.03,71.18,giveth
14354,"Grant for LexDAO, The International Legal Engineers Guild [Panvala League]",lexdao,lexdao,0x5a741ab878bb65f6ae5506455fb555eaf3094b3f,lexdao,14,"['advocacy', 'gitcoin-main']",,,2022-06-08T15:00:00Z,2072.89,52638.81,54711.7,lexdao
14377,Hardhat by Nomic Foundation,nomicfoundation,hardhat-nomicfoundation,0x587fb98e404a18503a24cf19abb1887704beb407,,14,"['opengaming', 'gitcoin-main']",,,2022-06-08T15:00:00Z,2766.68,1855.93,4622.61,hardhat-nomicfoundation
14378,hardhat-deploy and jolly-roger,wighawag,wighawag,0xf0d7a8198d75e10517f035cf11b928e9e2ab20f4,wighawag,14,"['opengaming', 'gitcoin-main']",,,2022-06-08T15:00:00Z,1146.09,303.74,1449.83,wighawag
14442,Idena: The first Proof-of-Person blockchain,,,0x8917418abe36e6e788068e96ef5a47d7484c06b1,idena-network,14,['gitcoin-main'],,,2022-06-08T15:00:00Z,804.25,124.02,928.27,idena-network
14504,"JediSwap: First AMM on StarkNet enabling instantaneous swapping of assets with almost 0 gas fee , 100% driven by community",,,0x18aa467e40e1defb1956708830a343c1d01d3d7c,jedi-swap,14,['gitcoin-main'],,,2022-06-08T15:00:00Z,114306.27,25000.0,139306.27000000002,jedi-swap
14516,Just-DNA-Seq,dna-seq,dna-seq,0xbc7beb2d44eb0cddf6c0f2560a21475c2e2ac19c,dna-seq,14,['gitcoin-main'],,,2022-06-08T15:00:00Z,35.93,0.04,35.97,dna-seq
14554,Krebit - Web3 Verifiable Credentials,krebitdao,krebitdao,0xd6eef6a4ceb9270776d6b388cfaba62f5bc3357f,,14,"['gitcoin-main', 'radicle', 'subgraphscholarships']",,,2022-06-08T15:00:00Z,564.91,5335.72,5900.63,krebitdao
14555,Kredeum : Decentralized NFTs Factory,kredeum,kredeum,0xbc0b437c95c7165f7d1f7c966cb2227da52a27d7,kredeum,14,"['opengaming', 'gitcoin-main']",,,2022-06-08T15:00:00Z,5864.16,23288.27,29152.43,kredeum
14564,L2BEAT,l2beat,l2beat,0x41626ba92c0c2a1ad38fc83920300434082b1870,l2beat,14,"['ethinfra', 'gitcoin-main']",,,2022-06-08T15:00:00Z,3226.39,23304.64,26531.03,l2beat
14599,Lighthouse: Ethereum Consensus Client,sigp,"sigp, lighthouse-sigp",0xc9a872868afa68ba937f65a1c5b4b252dab15d85,lighthouse-sigp,14,"['ethinfra', 'gitcoin-main']",,,2022-06-08T15:00:00Z,22885.79,75000.0,97885.79000000001,lighthouse-sigp
14615,Loanshark,loansharktech,,0x7d658841f8ba93299970f6e765c2ce205f1e70dd,loanshark,14,['gitcoin-main'],,,2022-06-08T15:00:00Z,3809.1,1531.0,5340.1,loanshark
14695,MetaMail,metamail,metamail,0x045ff23cf3413f6a355f0acc6ec6cb2721b95d99,,14,"['web3social', 'gitcoin-main', 'ens']",,,2022-06-08T15:00:00Z,10556.53,21321.5,31878.03,metamail
14717,"Minerva Wallet (the mobile Metamask alternative, Panvala League)",lab10-coop,minerva-wallet-lab10-coop,0x9fc13b4e1c4206970a1c4520d2f77336cd5d0e0a,minerva-wallet-lab10-coop,14,"['gitcoin-main', 'polygon']",,,2022-06-08T15:00:00Z,4612.36,7824.0,12436.36,minerva-wallet-lab10-coop
14724,MintBot | Polygon NFT Minter + ENS SubDomains (no gas),stevegachau,optinames-optimismresolver,0x1208a26faa0f4ac65b42098419eb4daa5e580ac6,,14,"['gitcoin-main', 'ens', 'radicle', 'polygon', 'protocollabs']",,,2022-06-08T15:00:00Z,1593.81,10776.23,12370.039999999999,optinames-optimismresolver
14784,Nethermind,,,0xbc11295936aa79d594139de1b2e12629414f3bdb,nethermindeth,14,"['ethinfra', 'gitcoin-main']",,,2022-06-08T15:00:00Z,2372.68,8818.58,11191.26,nethermindeth
14809,NFT Price Floor - Your User-Friendly Gateway to the NFT Ecosystem,nft-pricefloor,nft-pricefloor,0x31856e11ddaabc67e3b7b5de50dd0efce86e361e,,14,"['gitcoin-main', 'polygon']",,,2022-06-08T15:00:00Z,81.41,2.73,84.14,nft-pricefloor
14820,NiceNode:  Run a node — just press start,jgresham,,0x9cce47e9cf12c6147c9844adbb81fe85880c4df4,nicenode,14,"['ethinfra', 'gitcoin-main']",,,2022-06-08T15:00:00Z,3642.58,12103.63,15746.21,nicenode
14827,🎨 nifty.ink,buidlguidl,buidlguidl,0x4985ad3d7d81c9e9a4cb2cc080f0c6baa55d8f74,,14,['gitcoin-main'],,,2022-06-08T15:00:00Z,1052.15,185.56,1237.71,buidlguidl
14893,OptiNames | ENS on Optimism,stevegachau,optinames-optimismresolver,0x1208a26faa0f4ac65b42098419eb4daa5e580ac6,,14,[],,,2022-06-08T15:00:00Z,15.75,0.0,15.75,optinames-optimismresolver
14941,Pepemon: Degen Battleground,pepem00n,,0xe71fbb197bc8fd11090fa657c100d52dbb407662,pepemon-dao,14,"['opengaming', 'gitcoin-main', 'polygon']",,,2022-06-08T15:00:00Z,2337.4,7558.0,9895.4,pepemon-dao
14970,POAPin: Treat your POAPs like treasure,glorylab,"poapin-glory-lab, glorylab",0x5afc7720b161788f9d833555b7ebc3274fd98da1,poapin-glory-lab,14,"['web3social', 'gitcoin-main']",,,2022-06-08T15:00:00Z,1362.6,2067.72,3430.3199999999997,poapin-glory-lab
14993,"Praise – Acknowledge community contributions, build a culture of giving and gratitude",commons-stack,commons-stack,0xfa4ee6b523fc1e8b53015d7d81331d568cdb5906,,14,['gitcoin-main'],,,2022-06-08T15:00:00Z,123.83,1.52,125.35,commons-stack
15014,Proof of Humanity,proof-of-humanity,proof-of-humanity,0x99126d641ba3924c8af4dca4e3b2c33a41718913,,14,['gitcoin-main'],,,2022-06-08T15:00:00Z,6713.8,6977.72,13691.52,proof-of-humanity
15025,Prysm by Prysmatic Labs,prysmaticlabs,prysmaticlabs,0x9b984d5a03980d8dc0a24506c968465424c81dbe,,14,"['ethinfra', 'gitcoin-main']",,,2022-06-08T15:00:00Z,12010.97,67191.25,79202.22,prysmaticlabs
15028,Punk Domains (Domains for DAOs),punk-domains,punk-domains,0xbcedb3e27f2650f4698e1cc6a02bbd2cef123b4b,,14,"['gitcoin-main', 'polygon']",,,2022-06-08T15:00:00Z,15914.33,35000.0,50914.33,punk-domains
15093,rekt.news - The dark web of DeFi journalism,rekthq,rekthq,0x3c5c2f4bcec51a36494682f91dbc6ca7c63b514c,,14,['gitcoin-main'],,,2022-06-08T15:00:00Z,8231.32,11848.74,20080.059999999998,rekthq
15113,Revert,mariorz,,0x8cadb20a4811f363dadb863a190708bed26245f8,revert-finance,14,"['gitcoin-main', 'polygon']",,,2022-06-08T15:00:00Z,258.12,7.86,265.98,revert-finance
15115,Revoke.cash - Helping you stay safe in web3,revokecash,"revokecash, revoke-cash",0xe126b3e5d052f1f575828f61feba4f4f2603652a,revoke-cash,14,['gitcoin-main'],,,2022-06-08T15:00:00Z,681.14,17.72,698.86,revoke-cash
15125,Ronan Sandford (a.k.a. @wighawag) Open Source And Research Grant,wighawag,wighawag,0xf78cd306b23031de9e739a5bcde61764e82ad5ef,,14,['gitcoin-main'],,,2022-06-08T15:00:00Z,5.0,0.0,5.0,wighawag
15127,Rotki - The portfolio tracker and accounting tool that protects your privacy,rotki,rotki,0x9531c059098e3d194ff87febb587ab07b30b1306,rotki,14,"['gitcoin-main', 'radicle', 'polygon', 'subgraphscholarships']",,,2022-06-08T15:00:00Z,15780.56,42000.0,57780.56,rotki
15154,🏗  Scaffold-ETH,scaffold-eth,buidlguidl,0x97843608a00e2bbc75ab0c1911387e002565dede,buidlguidl,14,"['opengaming', 'ethinfra', 'gitcoin-main']",,,2022-06-08T15:00:00Z,4306.37,7596.9,11903.27,buidlguidl
15195,Shamba Ecological Oracle and DMRV Network,shambadynamic,shambadynamic,0x86579ebce57605929da73d8ce17f40960c3b052a,shambadynamic,14,"['gitcoin-main', 'polygon', 'radicle', 'climate']",,,2022-06-08T15:00:00Z,393.25,419.23,812.48,shambadynamic
15236,Snapshot,snapshot-labs,snapshot-labs,0x8c28cf33d9fd3d0293f963b1cd27e3ff422b425c,,14,[],,,2022-06-08T15:00:00Z,25.41,0.0,25.41,snapshot-labs
15266,Spect,spect-ai,spect-ai,0x55b23ed53fe13060183b92979c737a8ef9a73b73,,14,"['gitcoin-main', 'polygon']",,,2022-06-08T15:00:00Z,7611.34,20611.35,28222.69,spect-ai
15380,The Daily Gwei by Anthony Sassano (sassal0x),,,0x648aa14e4424e0825a5ce739c8c68610e143fb79,ethhub-io,14,['gitcoin-main'],,,2022-06-08T15:00:00Z,7509.93,9098.96,16608.89,ethhub-io
15384,The Decarbonization Warp Drive,,,0x58b36156a268ec1e28ac781554c556e5152f7450,edendao,14,"['gitcoin-main', 'polygon', 'radicle', 'climate']",,,2022-06-08T15:00:00Z,107.71,46.77,154.48,edendao
