,project_name,project_github,oso_github_slug,grant_address,oso_address_slug,round_id,round_name,chain_id,program_address,round_date,amount_usd,match_usd,total_usd,oso_slug
1922,Commons Stack,commons-stack,commons-stack,0x8110d1d04ac316fdcace8f24fd60c86b810ab15a,commons-stack,0xc5fdf5cff79e92fac1d6efa725c319248d279200,Token Engineering,10,0x5b7d997191a3169fce892fbe098b0697db58040d,2023-08-14 19:59:00,581.85627157,,,commons-stack
1965,Urbanika & the Climate Positive Traveling School,urbanika,urbanika,0x81bfca6d81a00b0bcca2ffa9f6ca23d6bf3e2bbb,urbanika,0x2871742b184633f8dc8546c6301cbc209945033e,Web3 Community and Education ,10,0xa1e8c5a8ca033ac3cb738506c6f1ad15bf54a730,2023-08-17 08:00:00,1155.12420231,7254.962563650987,8410.086765960987,urbanika
2006,The Gaia Consortium: An Open Source Ecosystem to Defeat Moloch and Regenerate the Planet,gaia-os,gaia-os,0x4bd87f86824a1577e705489780376da5ad309180,gaia-os,0xb6be0ecafdb66dd848b0480db40056ff94a9465d,Climate Round,10,0x11c2e0adc8eadcccae335b8c311271f18bada524,2023-08-17 08:00:00,81.49584849,473.9527846080367,555.4486330980367,gaia-os
2007,Giveth,giveth,giveth,0x634977e11c823a436e587c1a1eca959588c64287,giveth,0x8de918f0163b2021839a8d84954dd7e8e151326d,Web3 Open Source Software,10,0xa1e8c5a8ca033ac3cb738506c6f1ad15bf54a730,2023-08-17 08:00:00,2169.08589394,1900.206307885928,4069.292201825928,giveth
2008,Giveth,giveth,giveth,0x634977e11c823a436e587c1a1eca959588c64287,giveth,0x98720dd1925d34a2453ebc1f91c9d48e7e89ec29,Web3 Community and Education,424,0xe13da583181b19dace7c021f57774659edc1f901,2023-11-29 18:59:00,1173.78460074,4685.530290628921,5859.314891368921,giveth
2044,rotki,rotki,rotki,0x9531c059098e3d194ff87febb587ab07b30b1306,rotki,0x8de918f0163b2021839a8d84954dd7e8e151326d,Web3 Open Source Software,10,0xa1e8c5a8ca033ac3cb738506c6f1ad15bf54a730,2023-08-17 08:00:00,3777.9718932700002,1227.545684943236,5005.517578213236,rotki
2045,rotki,rotki,rotki,0x9531c059098e3d194ff87febb587ab07b30b1306,rotki,0xa1d52f9b5339792651861329a046dd912761e9a9,"Ethereum Core Infrastructure, Research, and Development",137,0xd04d5b0257a9f2068a4f4ebd88748b2bb47da4ca,2023-11-29 18:59:00,3392.75012182,10359.8809677,13752.63108952,rotki
2069,Week in Ethereum News,weekinethnews,weekinethnews,0x13ebd3443fa5575f0eb173e323d8419f7452cfb1,weekinethnews,0x2871742b184633f8dc8546c6301cbc209945033e,Web3 Community and Education ,10,0xa1e8c5a8ca033ac3cb738506c6f1ad15bf54a730,2023-08-17 08:00:00,326.26022166,1539.365650186441,1865.625871846441,weekinethnews
2132,Bloom Network,bloomnetwork,bloomnetwork,0x5219ffb88175588510e9752a1ecaa3cd217ca783,bloomnetwork,0x9331fde4db7b9d9d1498c09d30149929f24cf9d5,Web3 Social,10,0xf3b99793874b9f36bd6977f45300686224b72750,2023-08-29 08:00:00,45.22295623,559.5112292574552,604.7341854874552,bloomnetwork
2133,Bloom Network,bloomnetwork,bloomnetwork,0x5219ffb88175588510e9752a1ecaa3cd217ca783,bloomnetwork,0xb6be0ecafdb66dd848b0480db40056ff94a9465d,Climate Round,10,0x11c2e0adc8eadcccae335b8c311271f18bada524,2023-08-17 08:00:00,282.95171872,1855.476856482111,2138.428575202111,bloomnetwork
2134,Bloom Network,bloomnetwork,bloomnetwork,0x5219ffb88175588510e9752a1ecaa3cd217ca783,bloomnetwork,0xc5fdf5cff79e92fac1d6efa725c319248d279200,Token Engineering,10,0x5b7d997191a3169fce892fbe098b0697db58040d,2023-08-14 19:59:00,1.16077389,,,bloomnetwork
2145,ZeroPool,zeropoolnetwork,zeropoolnetwork,0x947f8a49640b4770a8c7fe3c1e69ffc974295448,zeropoolnetwork,0x8de918f0163b2021839a8d84954dd7e8e151326d,Web3 Open Source Software,10,0xa1e8c5a8ca033ac3cb738506c6f1ad15bf54a730,2023-08-17 08:00:00,1632.33865338,1441.97374448498,3074.31239786498,zeropoolnetwork
2173,BanklessDAO,,,0x745ce2af76e9a6eba65cc0cacaa9ea109bb7fabd,banklessdao,0x2871742b184633f8dc8546c6301cbc209945033e,Web3 Community and Education ,10,0xa1e8c5a8ca033ac3cb738506c6f1ad15bf54a730,2023-08-17 08:00:00,896.39787787,9871.784249089304,10768.182126959304,banklessdao
2256,Just-DNA-Stories,dna-seq,dna-seq,0xcbe02e35eb5da41d665aa5a54ade7a935d06714b,dna-seq,0x5b95acf46c73fd116f0fedadcbedf453530e35d0,Zuzalu Continuous Innovation,10,0xc2bc1908e530d7ecad29a2f3f7b9a48a750d33b2,2023-08-29 19:59:00,3326.0584192600004,2498.022814080073,5824.081233340074,dna-seq
2321,LexDAO,lexdao,lexdao,0xad19da9107824a345bf18d8a481859f31803f327,lexdao,0x2871742b184633f8dc8546c6301cbc209945033e,Web3 Community and Education ,10,0xa1e8c5a8ca033ac3cb738506c6f1ad15bf54a730,2023-08-17 08:00:00,448.6456362,4089.021193209123,4537.666829409123,lexdao
2322,LexDAO,lexdao,lexdao,0x966a4b9d5d2e01799170a0865c2d1cbbc1904163,,0x98720dd1925d34a2453ebc1f91c9d48e7e89ec29,Web3 Community and Education,424,0xe13da583181b19dace7c021f57774659edc1f901,2023-11-29 18:59:00,530.77560751,1424.428807940576,1955.204415450576,lexdao
2420,KaliBerger,kalidao,lexdao,0x4744cda32be7b3e75b9334001da9ed21789d4c0d,,0x0f0b9d9f72c1660905c57864e79ceb409ada0c9e,Token Engineering,42161,0xf46d4891b8042cb66f7e0964eabf75ddfe166b42,2023-11-29 07:59:00,75.70088372000001,,,lexdao
2421,KaliBerger,kalidao,lexdao,0x4744cda32be7b3e75b9334001da9ed21789d4c0d,,0x21fe7b098a69f59e3483e260b76798fe32d815ce,PDX DAO QF Round,10,0x0365712d69c2dfdd1a9fdf25972a3a1dc4fb5b1b,2023-10-21 20:00:00,24.080663370000003,52.8526971698823,76.9333605398823,lexdao
2472,Yash Jagtap,dataverse-os,dataverse-os,0x9e267749e478ed528b4a1f40bd600da5510258dc,,0xc758d062c38c3f69f90e90c06679a1d7b047216f,Devconnect + ETHGlobal Volunteers Final Donation Round,10,0xcd119d00ffd6993cd5fe5dbfda22f5cbaac1ac0c,2023-11-20 19:00:00,32.192806,,,dataverse-os
2484,IDENA,idena-network,idena-network,0x8917418abe36e6e788068e96ef5a47d7484c06b1,idena-network,0xd4cc0dd193c7dc1d665ae244ce12d7fab337a008,Web3 Open Source Software ,424,0x8294ea30a691b47bb73e4b64225e52a080dc9ec7,2023-11-29 18:59:00,4085.5985626,4789.88180828966,8875.48037088966,idena-network
2508,Bloom Network,bloomnetwork,bloomnetwork,0x5219ffb88175588510e9752a1ecaa3cd217ca783,bloomnetwork,0x17eac673517c33ef43ab95013ee5bdea9250c76e,How We Connect: Public Goods Projects,10,0x39a80f4365eca97837c1c19da55ac2bac878f452,2023-12-15 19:00:00,27.72686146,136.7039287456109,164.43079020561092,bloomnetwork
2509,Bloom Network,bloomnetwork,bloomnetwork,0x5219ffb88175588510e9752a1ecaa3cd217ca783,bloomnetwork,0x3df423b3fe4a3d549a65d8f440b43a8a6f379670,"How We Connect: Media, Art and Content",10,0x39a80f4365eca97837c1c19da55ac2bac878f452,2023-12-15 19:00:00,25.05517213,264.4191201468945,289.4742922768945,bloomnetwork
2510,Bloom Network,bloomnetwork,bloomnetwork,0x5219ffb88175588510e9752a1ecaa3cd217ca783,bloomnetwork,0x5eb890e41c8d2cff75ea942085e406bb90016561,Climate Solutions Round,10,0xc5aa86ead2e3be66e5534cc14031ddf8c63c7ecd,2023-11-17 07:00:00,249.29639772000002,1877.481092942574,2126.777490662574,bloomnetwork
2511,Bloom Network,bloomnetwork,bloomnetwork,0x5219ffb88175588510e9752a1ecaa3cd217ca783,bloomnetwork,0xc34745b3852df32d5958be88df2bee0a83474001,Web3 Social,10,0xf3b99793874b9f36bd6977f45300686224b72750,2023-11-29 18:59:00,304.46435693,899.5502798051601,1204.0146367351601,bloomnetwork
2512,Bloom Network,bloomnetwork,bloomnetwork,0x5219ffb88175588510e9752a1ecaa3cd217ca783,bloomnetwork,0xe60a569ec8aac2045d9fda306dc2a16cc1e52a90,OpenCivics Genesis Round,424,0x8303194c9e39ea8055d63efada362dd2293ef4cb,2023-11-14 19:00:00,89.53202782,1393.811223772589,1483.343251592589,bloomnetwork
2519,Urbanika and the Climate Positive Bus,urbanika,urbanika,0x81bfca6d81a00b0bcca2ffa9f6ca23d6bf3e2bbb,urbanika,0x5eb890e41c8d2cff75ea942085e406bb90016561,Climate Solutions Round,10,0xc5aa86ead2e3be66e5534cc14031ddf8c63c7ecd,2023-11-17 07:00:00,512.82098023,1579.599522435322,2092.4205026653217,urbanika
2532,Dapp-Learning,,,0x1f7b953113f4dfcbf56a1688529cc812865840e1,dapp-learning-dao,0x6726fe9c89fb04eaef388c11cf55be6aa0a62fb9,Global Chinese Community Round at GG19,10,0x052091ea05d8d5c2d68ff866eaf8340b56deb0f1,2023-11-22 18:59:00,43.58373465,0.0,43.58373465,dapp-learning-dao
2636,Damu (damianmarti.eth),buidlguidl,buidlguidl,0x5dcb5f4f39caa6ca25380cfc42280330b49d3c93,,0x40511f88b87b69496a3471cdbe1d3d25ac68e408,buidlguidl ,10,0x88b0e43486cdc6a83ebe1508cdbeb8c2e0b2b54c,2023-11-21 19:00:00,133.37143664,957.6425768056074,1091.0140134456074,buidlguidl
2655,Open source builder,buidlguidl,buidlguidl,0xb4f53bd85c00ef22946d24ae26bc38ac64f5e7b1,,0x40511f88b87b69496a3471cdbe1d3d25ac68e408,buidlguidl ,10,0x88b0e43486cdc6a83ebe1508cdbeb8c2e0b2b54c,2023-11-21 19:00:00,23.87732483,252.2544346703702,276.1317595003702,buidlguidl
2701,Commoning courses,urbanika,urbanika,0x81bfca6d81a00b0bcca2ffa9f6ca23d6bf3e2bbb,urbanika,0x3df423b3fe4a3d549a65d8f440b43a8a6f379670,"How We Connect: Media, Art and Content",10,0x39a80f4365eca97837c1c19da55ac2bac878f452,2023-12-15 19:00:00,18.46957206,154.6659052032326,173.1354772632326,urbanika
2827,BanklessDAO,banklessdao,banklessdao,0x03fa0b1fd97014de62c4dc22120f92b71f7ee9d8,,0x1d16f0eedf8ced25f288056ddcbb653d0f0451ad,The Developer tooling on Nova Round,42161,0xce06ebb79f95943ca9125b85ca0294c302e846b5,2023-09-29 20:00:00,1.82679436,,,banklessdao
2828,BanklessDAO,banklessdao,banklessdao,0x03fa0b1fd97014de62c4dc22120f92b71f7ee9d8,,0x59d79b22595b17af659ce9b03907615f53742c57,"The Education, community growth & events Round",42161,0xce06ebb79f95943ca9125b85ca0294c302e846b5,2023-09-30 19:59:00,408.72517478,1269.179637913933,1677.9048126939329,banklessdao
2855,Giveth,giveth,giveth,0x634977e11c823a436e587c1a1eca959588c64287,giveth,0x8b70206844630d8c0a2a545e92d3c8d46a3ceaad,The New protocol ideas Round,42161,0xce06ebb79f95943ca9125b85ca0294c302e846b5,2023-09-29 20:00:00,562.87995565,5065.3084412892,5628.1883969392,giveth
2866,Biteye,defieye,defieye,0xeb0cf83c80e4b4cd82196dac94e2c579672b6b1c,,0x59d79b22595b17af659ce9b03907615f53742c57,"The Education, community growth & events Round",42161,0xce06ebb79f95943ca9125b85ca0294c302e846b5,2023-09-30 19:59:00,192.0688813,1269.179637913933,1461.248519213933,defieye
2897,DeFi Teddy - Founder of Biteye,defieye,defieye,0x393e4c83247d1af1c3fc4070688432479ef18297,,0x3ac78e1ae5086904d53b41c747188216789f59a7,Arbitrum Citizens Retrofunding Round 1,42161,0x3bcd26edaf25aa2f0dae48f0110ae29f9808355e,2023-11-29 18:59:00,422.19129687,8321.239706764916,8743.431003634916,defieye
2951,Commons Stack,commons-stack,commons-stack,0x8110d1d04ac316fdcace8f24fd60c86b810ab15a,commons-stack,0xa7608d95a93cc684f2719323d40cbd0f59afe7d4,Governance Research Round,42161,0xacf92f94987be02baf55e59d08c4375e22d80db6,2023-11-26 19:00:00,119.47065738,,,commons-stack
2962,0xngmi's work,defillama,"defi-llama, chainlist-defillama",0x71a15ac12ee91bf7c83d08506f3a3588143898b5,defi-llama,0x3ac78e1ae5086904d53b41c747188216789f59a7,Arbitrum Citizens Retrofunding Round 1,42161,0x3bcd26edaf25aa2f0dae48f0110ae29f9808355e,2023-11-29 18:59:00,337.08739746,5906.356460669235,6243.443858129235,defi-llama
2985,Pepemon: Degen Battleground,pepemon-dao,pepemon-dao,0xe71fbb197bc8fd11090fa657c100d52dbb407662,pepemon-dao,0x12bb5bbbfe596dbc489d209299b8302c3300fa40,Web3 Open Source Software Round,1,0xa1b6245d7ba4b126adf7ee1e05e96bfda974990c,2023-04-21 19:59:00,875.60912449,483.0496312254241,1358.6587557154241,pepemon-dao
2986,Pepemon: Degen Battleground,pepemon-dao,pepemon-dao,0xe71fbb197bc8fd11090fa657c100d52dbb407662,pepemon-dao,0x8de918f0163b2021839a8d84954dd7e8e151326d,Web3 Open Source Software,10,0xa1e8c5a8ca033ac3cb738506c6f1ad15bf54a730,2023-08-17 08:00:00,655.71398856,100.299574169619,756.013562729619,pepemon-dao
2987,Pepemon: Degen Battleground,pepemon-dao,pepemon-dao,0xe71fbb197bc8fd11090fa657c100d52dbb407662,pepemon-dao,0x9331fde4db7b9d9d1498c09d30149929f24cf9d5,Web3 Social,10,0xf3b99793874b9f36bd6977f45300686224b72750,2023-08-29 08:00:00,1.49715792,,,pepemon-dao
2988,Pepemon: Degen Battleground,pepemon-dao,pepemon-dao,0xe71fbb197bc8fd11090fa657c100d52dbb407662,pepemon-dao,0xd4cc0dd193c7dc1d665ae244ce12d7fab337a008,Web3 Open Source Software ,424,0x8294ea30a691b47bb73e4b64225e52a080dc9ec7,2023-11-29 18:59:00,799.56625566,649.7208852604266,1449.2871409204267,pepemon-dao
3037,"ethers.js - Complete, Simple and Tiny",ethers-io,ethers-io,0x8ba1f109551bd432803012645ac136ddd64dba72,ethers-io,1,['gitcoin-main'],,,2019-02-01T00:00:00Z,1645.76,1357.51,3003.27,ethers-io
3046,Lighthouse: Ethereum Consensus Client,sigp,"sigp, lighthouse-sigp",0xc9a872868afa68ba937f65a1c5b4b252dab15d85,lighthouse-sigp,1,['gitcoin-main'],,,2019-02-01T00:00:00Z,645.0,1460.16,2105.16,lighthouse-sigp
3051,Prysm by Prysmatic Labs,prysmaticlabs,prysmaticlabs,0x9b984d5a03980d8dc0a24506c968465424c81dbe,,1,['gitcoin-main'],,,2019-02-01T00:00:00Z,1619.0,4306.03,5925.03,prysmaticlabs
3070,"ethers.js - Complete, Simple and Tiny",ethers-io,ethers-io,0x8ba1f109551bd432803012645ac136ddd64dba72,ethers-io,2,['gitcoin-main'],,,2019-03-26T00:00:00Z,2045.92,1245.0,3290.92,ethers-io
3086,Lighthouse: Ethereum Consensus Client,sigp,"sigp, lighthouse-sigp",0xc9a872868afa68ba937f65a1c5b4b252dab15d85,lighthouse-sigp,2,['gitcoin-main'],,,2019-03-26T00:00:00Z,2077.0,2085.0,4162.0,lighthouse-sigp
3097,Prysm by Prysmatic Labs,prysmaticlabs,prysmaticlabs,0x9b984d5a03980d8dc0a24506c968465424c81dbe,,2,['gitcoin-main'],,,2019-03-26T00:00:00Z,5764.0,3499.0,9263.0,prysmaticlabs
3122,DAppNode  - Panvala League,dappnode,dappnode,0x53390590476dc98860316e4b46bb9842af55efc4,dappnode,3,['gitcoin-main'],,,2019-09-15T00:00:00Z,180.81,16.0,196.81,dappnode
3133,"ethers.js - Complete, Simple and Tiny",ethers-io,ethers-io,0x8ba1f109551bd432803012645ac136ddd64dba72,ethers-io,3,['gitcoin-main'],,,2019-09-15T00:00:00Z,3357.53,3848.0,7205.530000000001,ethers-io
3149,Lighthouse: Ethereum Consensus Client,sigp,"sigp, lighthouse-sigp",0xc9a872868afa68ba937f65a1c5b4b252dab15d85,lighthouse-sigp,3,['gitcoin-main'],,,2019-09-15T00:00:00Z,3894.45,11266.0,15160.45,lighthouse-sigp
3153,Nethermind,,,0xbc11295936aa79d594139de1b2e12629414f3bdb,nethermindeth,3,['gitcoin-main'],,,2019-09-15T00:00:00Z,1512.3,114.0,1626.3,nethermindeth
3162,Prysm by Prysmatic Labs,prysmaticlabs,prysmaticlabs,0x9b984d5a03980d8dc0a24506c968465424c81dbe,,3,['gitcoin-main'],,,2019-09-15T00:00:00Z,5435.58,8566.0,14001.58,prysmaticlabs
3194,beaconcha.in - Open source Eth2 blockchain explorer,gobitfly,"beacon-chain, gobitfly",0x9d4e94db689bc471e45b0a18b7bda36fccec9c3b,beacon-chain,4,['gitcoin-main'],,,2020-01-06T00:00:00Z,102.0,6.0,108.0,beacon-chain
3199,BrightID 🔆 Universal Proof of Uniqueness (Panvala League),brightid,brightid,0x4b8810b079eb22ecf2d1f75e08e0abbd6fd87dbf,brightid,4,['gitcoin-main'],,,2020-01-06T00:00:00Z,682.27,853.0,1535.27,brightid
3211,Commons Simulator: Level Up,commons-stack,commons-stack,0xa0527ba80d811cd45d452481caf902dfd6f5b8c2,,4,['gitcoin-main'],,,2020-01-06T00:00:00Z,1456.34,4475.0,5931.34,commons-stack
3222,DAppNode  - Panvala League,dappnode,dappnode,0x53390590476dc98860316e4b46bb9842af55efc4,dappnode,4,['gitcoin-main'],,,2020-01-06T00:00:00Z,2733.93,8583.0,11316.93,dappnode
3253,"ethers.js - Complete, Simple and Tiny",ethers-io,ethers-io,0x8ba1f109551bd432803012645ac136ddd64dba72,ethers-io,4,['gitcoin-main'],,,2020-01-06T00:00:00Z,1234.0,1852.0,3086.0,ethers-io
3278,History as a Service / Untrusted DB,,,0xbc11295936aa79d594139de1b2e12629414f3bdb,nethermindeth,4,[],,,2020-01-06T00:00:00Z,25.0,0.0,25.0,nethermindeth
3290,Lighthouse: Ethereum Consensus Client,sigp,"sigp, lighthouse-sigp",0xc9a872868afa68ba937f65a1c5b4b252dab15d85,lighthouse-sigp,4,['gitcoin-main'],,,2020-01-06T00:00:00Z,1051.28,1969.0,3020.2799999999997,lighthouse-sigp
3305,Nethermind,,,0xbc11295936aa79d594139de1b2e12629414f3bdb,nethermindeth,4,['gitcoin-main'],,,2020-01-06T00:00:00Z,3668.9,1493.0,5161.9,nethermindeth
3322,Proof of Humanity,proof-of-humanity,proof-of-humanity,0x99126d641ba3924c8af4dca4e3b2c33a41718913,,4,['gitcoin-main'],,,2020-01-06T00:00:00Z,88.0,23.0,111.0,proof-of-humanity
3325,Prysm by Prysmatic Labs,prysmaticlabs,prysmaticlabs,0x9b984d5a03980d8dc0a24506c968465424c81dbe,,4,['gitcoin-main'],,,2020-01-06T00:00:00Z,3438.43,4365.0,7803.43,prysmaticlabs
3331,Revoke.cash - Helping you stay safe in web3,revokecash,"revokecash, revoke-cash",0xe126b3e5d052f1f575828f61feba4f4f2603652a,revoke-cash,4,['gitcoin-main'],,,2020-01-06T00:00:00Z,547.48,15.0,562.48,revoke-cash
3334,Rotki - The portfolio tracker and accounting tool that protects your privacy,rotki,rotki,0x9531c059098e3d194ff87febb587ab07b30b1306,rotki,4,['gitcoin-main'],,,2020-01-06T00:00:00Z,934.96,3027.0,3961.96,rotki
3367,TrueBlocks - Indexing any EVM-Based Chain,trueblocks,trueblocks,0xf503017d7baf7fbc0fff7492b751025c6a78179b,trueblocks,4,['gitcoin-main'],,,2020-01-06T00:00:00Z,2335.31,1083.0,3418.31,trueblocks
3378,WalletConnect,walletconnect,walletconnect,0xcbec15583a21c3ddad5fab658be5b4fe85df730b,,4,['gitcoin-main'],,,2020-01-06T00:00:00Z,2623.0,1757.0,4380.0,walletconnect
3385,Week in Ethereum News,weekinethnews,weekinethnews,0x13ebd3443fa5575f0eb173e323d8419f7452cfb1,weekinethnews,4,['gitcoin-main'],,,2020-01-06T00:00:00Z,2528.48,13537.0,16065.48,weekinethnews
3396,ZeroPool - Scaling anonymous transactions for blockchains,zeropoolnetwork,zeropoolnetwork,0x947f8a49640b4770a8c7fe3c1e69ffc974295448,zeropoolnetwork,4,[],,,2020-01-06T00:00:00Z,12.0,0.0,12.0,zeropoolnetwork
3424,beaconcha.in - Open source Eth2 blockchain explorer,gobitfly,"beacon-chain, gobitfly",0x9d4e94db689bc471e45b0a18b7bda36fccec9c3b,beacon-chain,5,['gitcoin-main'],,,2020-03-23T00:00:00Z,118.56,12.59,131.15,beacon-chain
3434,BrightID 🔆 Universal Proof of Uniqueness (Panvala League),brightid,brightid,0x4b8810b079eb22ecf2d1f75e08e0abbd6fd87dbf,brightid,5,['gitcoin-main'],,,2020-03-23T00:00:00Z,289.17,526.24,815.4100000000001,brightid
3448,clr.fund,clrfund,clrfund,0xfcc41c4614bd464ba28ad96f93aadaa7ba6c8680,clrfund,5,['gitcoin-main'],,,2020-03-23T00:00:00Z,171.87,644.91,816.78,clrfund
3451,Commons Simulator: Level Up,commons-stack,commons-stack,0xa0527ba80d811cd45d452481caf902dfd6f5b8c2,,5,['gitcoin-main'],,,2020-03-23T00:00:00Z,550.85,2851.92,3402.77,commons-stack
3452,Commons Stack,commons-stack,commons-stack,0x8110d1d04ac316fdcace8f24fd60c86b810ab15a,commons-stack,5,['gitcoin-main'],,,2020-03-23T00:00:00Z,948.63,6496.77,7445.400000000001,commons-stack
3474,DAppNode  - Panvala League,dappnode,dappnode,0x53390590476dc98860316e4b46bb9842af55efc4,dappnode,5,['gitcoin-main'],,,2020-03-23T00:00:00Z,580.03,3352.43,3932.46,dappnode
3514,"ethers.js - Complete, Simple and Tiny",ethers-io,ethers-io,0x8ba1f109551bd432803012645ac136ddd64dba72,ethers-io,5,['gitcoin-main'],,,2020-03-23T00:00:00Z,512.39,2229.99,2742.3799999999997,ethers-io
3553,History as a Service / Untrusted DB,,,0xbc11295936aa79d594139de1b2e12629414f3bdb,nethermindeth,5,['gitcoin-main'],,,2020-03-23T00:00:00Z,13.28,0.32,13.6,nethermindeth
3570,Lighthouse: Ethereum Consensus Client,sigp,"sigp, lighthouse-sigp",0xc9a872868afa68ba937f65a1c5b4b252dab15d85,lighthouse-sigp,5,['gitcoin-main'],,,2020-03-23T00:00:00Z,660.02,1582.96,2242.98,lighthouse-sigp
3598,Nethermind,,,0xbc11295936aa79d594139de1b2e12629414f3bdb,nethermindeth,5,['gitcoin-main'],,,2020-03-23T00:00:00Z,1354.18,426.79,1780.97,nethermindeth
3620,Proof of Humanity,proof-of-humanity,proof-of-humanity,0x99126d641ba3924c8af4dca4e3b2c33a41718913,,5,['gitcoin-main'],,,2020-03-23T00:00:00Z,5.02,1.2,6.22,proof-of-humanity
3623,Prysm by Prysmatic Labs,prysmaticlabs,prysmaticlabs,0x9b984d5a03980d8dc0a24506c968465424c81dbe,,5,['gitcoin-main'],,,2020-03-23T00:00:00Z,830.59,3054.53,3885.1200000000003,prysmaticlabs
3636,Rotki - The portfolio tracker and accounting tool that protects your privacy,rotki,rotki,0x9531c059098e3d194ff87febb587ab07b30b1306,rotki,5,['gitcoin-main'],,,2020-03-23T00:00:00Z,580.38,3165.09,3745.4700000000003,rotki
3688,TrueBlocks - Indexing any EVM-Based Chain,trueblocks,trueblocks,0xf503017d7baf7fbc0fff7492b751025c6a78179b,trueblocks,5,['gitcoin-main'],,,2020-03-23T00:00:00Z,128.16,264.51,392.66999999999996,trueblocks
3707,WalletConnect,walletconnect,walletconnect,0xcbec15583a21c3ddad5fab658be5b4fe85df730b,,5,['gitcoin-main'],,,2020-03-23T00:00:00Z,189.13,647.46,836.59,walletconnect
3710,Week in Ethereum News,weekinethnews,weekinethnews,0x13ebd3443fa5575f0eb173e323d8419f7452cfb1,weekinethnews,5,['gitcoin-main'],,,2020-03-23T00:00:00Z,565.95,10053.86,10619.810000000001,weekinethnews
3724,ZeroPool - Scaling anonymous transactions for blockchains,zeropoolnetwork,zeropoolnetwork,0x947f8a49640b4770a8c7fe3c1e69ffc974295448,zeropoolnetwork,5,['gitcoin-main'],,,2020-03-23T00:00:00Z,54.07,495.89,549.96,zeropoolnetwork
3782,beaconcha.in - Open source Eth2 blockchain explorer,gobitfly,"beacon-chain, gobitfly",0x9d4e94db689bc471e45b0a18b7bda36fccec9c3b,beacon-chain,6,['gitcoin-main'],,,2020-06-16T00:00:00Z,359.32,28.02,387.34,beacon-chain
3805,BlockScout Blockchain Explorer,blockscout,blockscout,0x86edd0c110d1fc7f8a5e1108623b3b1b4e3740f9,,6,['gitcoin-main'],,,2020-06-16T00:00:00Z,22.44,0.0,22.44,blockscout
3812,BrightID 🔆 Universal Proof of Uniqueness (Panvala League),brightid,brightid,0x4b8810b079eb22ecf2d1f75e08e0abbd6fd87dbf,brightid,6,['gitcoin-main'],,,2020-06-16T00:00:00Z,533.18,858.98,1392.1599999999999,brightid
3832,clr.fund,clrfund,clrfund,0xfcc41c4614bd464ba28ad96f93aadaa7ba6c8680,clrfund,6,['gitcoin-main'],,,2020-06-16T00:00:00Z,360.78,359.9,720.68,clrfund
3840,Commons Simulator: Level Up,commons-stack,commons-stack,0xa0527ba80d811cd45d452481caf902dfd6f5b8c2,,6,['gitcoin-main'],,,2020-06-16T00:00:00Z,231.38,825.96,1057.3400000000001,commons-stack
3841,Commons Stack,commons-stack,commons-stack,0x8110d1d04ac316fdcace8f24fd60c86b810ab15a,commons-stack,6,['gitcoin-main'],,,2020-06-16T00:00:00Z,780.6,2426.56,3207.16,commons-stack
3885,DAppNode  - Panvala League,dappnode,dappnode,0x53390590476dc98860316e4b46bb9842af55efc4,dappnode,6,['gitcoin-main'],,,2020-06-16T00:00:00Z,2723.52,5003.43,7726.950000000001,dappnode
3963,"ethers.js - Complete, Simple and Tiny",ethers-io,ethers-io,0x8ba1f109551bd432803012645ac136ddd64dba72,ethers-io,6,['gitcoin-main'],,,2020-06-16T00:00:00Z,1671.01,2626.0,4297.01,ethers-io
4013,Giveth.io - Panvala League,giveth,giveth,0x4d9339dd97db55e3b9bcbe65de39ff9c04d1c2cd,giveth,6,['gitcoin-main'],,,2020-06-16T00:00:00Z,5569.58,181.09,5750.67,giveth
4025,hardhat-deploy and jolly-roger,wighawag,wighawag,0xf0d7a8198d75e10517f035cf11b928e9e2ab20f4,wighawag,6,['gitcoin-main'],,,2020-06-16T00:00:00Z,33.25,4.88,38.13,wighawag
4028,History as a Service / Untrusted DB,,,0xbc11295936aa79d594139de1b2e12629414f3bdb,nethermindeth,6,['gitcoin-main'],,,2020-06-16T00:00:00Z,9.5,0.33,9.83,nethermindeth
