date,forecasted_Transaction Count,forecasted_Active Users,forecasted_Unique Users,forecasted_Gas Fees,forecasted_Total Transferred,forecasted_Net Transferred,forecasted_TVL-compound_finance,forecasted_TVL_opchain-compound_finance,forecasted_TVL-compound_v1_protocol,forecasted_TVL_opchain-compound_v1_protocol,forecasted_TVL-compound_v2_protocol,forecasted_TVL_opchain-compound_v2_protocol
2025-01-06 00:00:00,0.0,0.0,0.0,0.0,0.0,0.20988956599635014,,,1857394.3602511806,4482790.366917704,244757251.81605527,748902878.7437936
2025-01-07 00:00:00,0.0,0.0,0.0,0.0,0.0,0.17092681070452143,,,1867204.2236733006,4799288.889816842,247825042.12611717,790220268.9786494
2025-01-08 00:00:00,0.0,0.0,0.0,0.0,0.0,0.13006709261130928,,,1902792.3449470766,3962360.248035924,266568710.09494546,759512557.5386918
2025-01-09 00:00:00,0.0,0.0,0.0,0.0,0.0,0.19778350881280202,,,1905901.9687217344,3922351.894907857,264433437.97562125,710773646.1541485
2025-01-10 00:00:00,0.0,0.0,0.0,0.0,0.0,0.32784977785829844,,,1912513.476807642,3598537.346851679,219201673.25331956,692727325.1746795
2025-01-11 00:00:00,0.0,0.0,0.0,0.0,0.0,0.24893609091489696,,,1881218.8101472754,3684053.7323403405,243480384.04500377,669845662.7341608
2025-01-12 00:00:00,0.0,0.0,0.0,0.0,0.0,0.20553996692360202,,,1967746.6848074354,3838985.698200839,230570475.2767081,758603757.7221792
2025-01-13 00:00:00,0.0,0.0,0.0,0.0,0.0,0.08865070386088479,,,1880308.074078478,4026534.8005088684,241759851.88124686,721499581.5948371
2025-01-14 00:00:00,0.0,0.0,0.0,0.0,0.0,0.14215803158903456,,,2039954.496935528,3691501.1877892683,243844300.98217815,683167004.2741544
2025-01-15 00:00:00,0.0,0.0,0.0,0.0,0.0,0.21082419008548461,,,1982898.2498304744,3733129.876917821,218537512.87689728,650343870.8915105
2025-01-16 00:00:00,0.0,0.0,0.0,0.0,0.0,0.262699486020274,,,1711889.240180925,4029846.5878763483,240866845.91042045,736719808.2221119
2025-01-17 00:00:00,0.0,0.0,0.0,0.0,0.0,0.3960972978422059,,,1764804.1710178314,3942716.0400677947,241357883.35082197,777223498.7747865
2025-01-18 00:00:00,0.0,0.0,0.0,0.0,0.0,0.29493925389083164,,,1700332.799910787,4090179.044823345,214765331.84427562,707199511.5922219
2025-01-19 00:00:00,0.0,0.0,0.0,0.0,0.0,0.1540072102864278,,,1748760.5222390345,3822710.2425363967,240256317.58905208,696306200.9987448
2025-01-20 00:00:00,0.0,0.0,0.0,0.0,0.0,0.13814050713642048,,,1633541.6852583394,3391836.7930635693,218219833.8039733,670557817.2938696
2025-01-21 00:00:00,0.0,0.0,0.0,0.0,0.0,0.2188752193227609,,,1745679.2944828584,3671330.944614236,228496164.68470708,687491315.8105294
